"NIG1" "NIG2" "lasso" "ridge" "null"
"alphaf1" NA 0.557169685831988 NA NA NA
"alphaf1" NA 0.566300616206792 NA NA NA
"alphaf1" NA 0.497138811577458 NA NA NA
"alphaf1" NA 0.515769700268723 NA NA NA
"alphaf1" NA 0.536605984021482 NA NA NA
"alphaf1" NA 0.542993584600733 NA NA NA
"alphaf1" NA 0.626241119118594 NA NA NA
"alphaf1" NA 0.533177486881685 NA NA NA
"alphaf1" NA 0.547528116206278 NA NA NA
"alphaf1" NA 0.50378086130167 NA NA NA
"alphaf1" NA 0.491254470826748 NA NA NA
"alphaf1" NA 0.526699010231594 NA NA NA
"alphaf1" NA 0.495369273327918 NA NA NA
"alphaf1" NA 0.518248822562901 NA NA NA
"alphaf1" NA 0.514761050343637 NA NA NA
"alphaf1" NA 0.539686779863834 NA NA NA
"alphaf1" NA 0.579842671274106 NA NA NA
"alphaf1" NA 0.549915261384443 NA NA NA
"alphaf1" NA 0.494210543324881 NA NA NA
"alphaf1" NA 0.478179441712111 NA NA NA
"alphaf1" NA 0.518297022147962 NA NA NA
"alphaf1" NA 0.567073726146882 NA NA NA
"alphaf1" NA 0.533326394380501 NA NA NA
"alphaf1" NA 0.532933068885009 NA NA NA
"alphaf1" NA 0.53257580132945 NA NA NA
"alphaf1" NA 0.602164681759552 NA NA NA
"alphaf1" NA 0.459699368742386 NA NA NA
"alphaf1" NA 0.462131582582583 NA NA NA
"alphaf1" NA 0.57890138573145 NA NA NA
"alphaf1" NA 0.524349183720711 NA NA NA
"alphaf1" NA 0.558467348214666 NA NA NA
"alphaf1" NA 0.552772435339542 NA NA NA
"alphaf1" NA 0.476593465794437 NA NA NA
"alphaf1" NA 0.545971122186935 NA NA NA
"alphaf1" NA 0.511485755660237 NA NA NA
"alphaf1" NA 0.519697028861328 NA NA NA
"alphaf1" NA 0.481880708915712 NA NA NA
"alphaf1" NA 0.54606285231558 NA NA NA
"alphaf1" NA 0.500157042892039 NA NA NA
"alphaf1" NA 0.519301798637681 NA NA NA
"alphaf1" NA 0.55613565251456 NA NA NA
"alphaf1" NA 0.438993245439344 NA NA NA
"alphaf1" NA 0.484299998767721 NA NA NA
"alphaf1" NA 0.50565146201829 NA NA NA
"alphaf1" NA 0.60078235395016 NA NA NA
"alphaf1" NA 0.576807239555612 NA NA NA
"alphaf1" NA 0.562410833883398 NA NA NA
"alphaf1" NA 0.499025588553505 NA NA NA
"alphaf1" NA 0.570768208535817 NA NA NA
"alphaf2" NA 1.69777998110757 NA NA NA
"alphaf2" NA 1.61376342002355 NA NA NA
"alphaf2" NA 1.5209408794818 NA NA NA
"alphaf2" NA 1.58201424300158 NA NA NA
"alphaf2" NA 1.71132734336543 NA NA NA
"alphaf2" NA 1.61615222663686 NA NA NA
"alphaf2" NA 1.57997476658976 NA NA NA
"alphaf2" NA 1.62814876931109 NA NA NA
"alphaf2" NA 1.6436202811094 NA NA NA
"alphaf2" NA 1.56183565274001 NA NA NA
"alphaf2" NA 1.5016611273192 NA NA NA
"alphaf2" NA 1.64352536854061 NA NA NA
"alphaf2" NA 1.68050438983981 NA NA NA
"alphaf2" NA 1.65026818932698 NA NA NA
"alphaf2" NA 1.6220828421194 NA NA NA
"alphaf2" NA 1.58672462938608 NA NA NA
"alphaf2" NA 1.74588582608363 NA NA NA
"alphaf2" NA 1.58383753247293 NA NA NA
"alphaf2" NA 1.63336611512393 NA NA NA
"alphaf2" NA 1.58625232718137 NA NA NA
"alphaf2" NA 1.62504597283069 NA NA NA
"alphaf2" NA 1.70080617723472 NA NA NA
"alphaf2" NA 1.58344151869105 NA NA NA
"alphaf2" NA 1.47430845613672 NA NA NA
"alphaf2" NA 1.60004012232092 NA NA NA
"alphaf2" NA 1.80587779120733 NA NA NA
"alphaf2" NA 1.70671065597209 NA NA NA
"alphaf2" NA 1.59522051232776 NA NA NA
"alphaf2" NA 1.5912736268444 NA NA NA
"alphaf2" NA 1.67273092227676 NA NA NA
"alphaf2" NA 1.51991978352266 NA NA NA
"alphaf2" NA 1.61452336832576 NA NA NA
"alphaf2" NA 1.61774957975795 NA NA NA
"alphaf2" NA 1.62909916124526 NA NA NA
"alphaf2" NA 1.73263525777251 NA NA NA
"alphaf2" NA 1.60362658104593 NA NA NA
"alphaf2" NA 1.4420070731623 NA NA NA
"alphaf2" NA 1.48990759594638 NA NA NA
"alphaf2" NA 1.68383110549499 NA NA NA
"alphaf2" NA 1.64154569852903 NA NA NA
"alphaf2" NA 1.48044395250117 NA NA NA
"alphaf2" NA 1.674434803239 NA NA NA
"alphaf2" NA 1.63723417455816 NA NA NA
"alphaf2" NA 1.67153580502977 NA NA NA
"alphaf2" NA 1.59951012356256 NA NA NA
"alphaf2" NA 1.53624974794325 NA NA NA
"alphaf2" NA 1.64639517510964 NA NA NA
"alphaf2" NA 1.55818531710904 NA NA NA
"alphaf2" NA 1.55318837277052 NA NA NA
"alphaf2" NA 1.56016324087906 NA NA NA
"alphaf3" 1 3.3635173705156 NA NA NA
"alphaf3" 1 3.43408120172815 NA NA NA
"alphaf3" 1 3.42881848084004 NA NA NA
"alphaf3" 1 3.52169059245768 NA NA NA
"alphaf3" 1 3.40076172158504 NA NA NA
"alphaf3" 1 3.39097224140483 NA NA NA
"alphaf3" 1 3.28569412521966 NA NA NA
"alphaf3" 1 3.29337675189109 NA NA NA
"alphaf3" 1 3.38450120244487 NA NA NA
"alphaf3" 1 3.27563383816874 NA NA NA
"alphaf3" 1 3.3729103720464 NA NA NA
"alphaf3" 1 3.4362937183508 NA NA NA
"alphaf3" 1 3.31965760427275 NA NA NA
"alphaf3" 1 3.38323411949526 NA NA NA
"alphaf3" 1 3.49891664404383 NA NA NA
"alphaf3" 1 3.45721894386454 NA NA NA
"alphaf3" 1 3.35145563257279 NA NA NA
"alphaf3" 1 3.37423678471376 NA NA NA
"alphaf3" 1 3.33459654056583 NA NA NA
"alphaf3" 1 3.31708125311843 NA NA NA
"alphaf3" 1 3.29611232956488 NA NA NA
"alphaf3" 1 3.34401389200402 NA NA NA
"alphaf3" 1 3.33827791986694 NA NA NA
"alphaf3" 1 3.30369333462977 NA NA NA
"alphaf3" 1 3.40342899157732 NA NA NA
"alphaf3" 1 3.30794557317495 NA NA NA
"alphaf3" 1 3.26688501346186 NA NA NA
"alphaf3" 1 3.29599962461067 NA NA NA
"alphaf3" 1 3.40493790960153 NA NA NA
"alphaf3" 1 3.25297899405564 NA NA NA
"alphaf3" 1 3.42321856261357 NA NA NA
"alphaf3" 1 3.30836643379807 NA NA NA
"alphaf3" 1 3.29815368091656 NA NA NA
"alphaf3" 1 3.35053156907093 NA NA NA
"alphaf3" 1 3.38613848023385 NA NA NA
"alphaf3" 1 3.36301028452573 NA NA NA
"alphaf3" 1 3.33046785109407 NA NA NA
"alphaf3" 1 3.30118210877404 NA NA NA
"alphaf3" 1 3.32299292095522 NA NA NA
"alphaf3" 1 3.41691708477957 NA NA NA
"alphaf3" 1 3.53251396476233 NA NA NA
"alphaf3" 1 3.30314118872402 NA NA NA
"alphaf3" 1 3.59473260748005 NA NA NA
"alphaf3" 1 3.39175289883008 NA NA NA
"alphaf3" 1 3.25497286001153 NA NA NA
"alphaf3" 1 3.38040119256568 NA NA NA
"alphaf3" 1 3.38034922969217 NA NA NA
"alphaf3" 1 3.37266282313119 NA NA NA
"alphaf3" 1 3.33523093209508 NA NA NA
"alphaf3" 1 3.44558899470064 NA NA NA
"lambdaf" 5.32722032445303 5.70117965502502 NA NA NA
"lambdaf" 4.76145693760455 5.40226629469163 NA NA NA
"lambdaf" 5.41021477171966 5.94789407572792 NA NA NA
"lambdaf" 4.59378427041506 5.86109174550749 NA NA NA
"lambdaf" 4.28452534369887 6.33826434505939 NA NA NA
"lambdaf" 4.70589360224029 6.47857711861023 NA NA NA
"lambdaf" 3.80945453666246 5.37542839785108 NA NA NA
"lambdaf" 5.13905312983939 6.23808009781799 NA NA NA
"lambdaf" 4.70483396930637 6.33740233034842 NA NA NA
"lambdaf" 4.77723291287834 5.72956501724984 NA NA NA
"lambdaf" 3.94992875761411 5.68062726402069 NA NA NA
"lambdaf" 3.84303854826375 5.49065911017141 NA NA NA
"lambdaf" 4.8487395990376 6.12970976386606 NA NA NA
"lambdaf" 4.77398277514743 5.73285443956614 NA NA NA
"lambdaf" 4.43272567678034 6.39025775192562 NA NA NA
"lambdaf" 4.64109988694004 5.1645861701873 NA NA NA
"lambdaf" 4.79283983925863 6.21645973965036 NA NA NA
"lambdaf" 4.61741671916009 6.15461917151936 NA NA NA
"lambdaf" 5.4557241662078 6.69890778655256 NA NA NA
"lambdaf" 3.94378498971688 5.69295130314733 NA NA NA
"lambdaf" 4.37823811882706 5.91821185213892 NA NA NA
"lambdaf" 5.28230911756216 6.22671744062631 NA NA NA
"lambdaf" 3.98054792924168 5.96851495478825 NA NA NA
"lambdaf" 4.80939443726816 6.25492922264301 NA NA NA
"lambdaf" 4.96768194324176 6.13931898550239 NA NA NA
"lambdaf" 4.98121229183382 6.05956290567504 NA NA NA
"lambdaf" 4.76580385261838 5.64888346743465 NA NA NA
"lambdaf" 4.22641562040389 5.22890441506025 NA NA NA
"lambdaf" 5.39978133064845 6.1739974170048 NA NA NA
"lambdaf" 4.42747169447194 5.27962254853296 NA NA NA
"lambdaf" 3.94621858920663 6.05223720742052 NA NA NA
"lambdaf" 4.90928207352571 5.52145014541732 NA NA NA
"lambdaf" 5.17383525417827 6.36761949340256 NA NA NA
"lambdaf" 5.02186926723962 6.27370275769321 NA NA NA
"lambdaf" 4.70347568928573 5.64036375161389 NA NA NA
"lambdaf" 4.78796408167484 6.02938069498777 NA NA NA
"lambdaf" 5.17896773655971 6.25499759818799 NA NA NA
"lambdaf" 3.91354035644612 5.64350932361255 NA NA NA
"lambdaf" 5.49207031417604 5.88839507553512 NA NA NA
"lambdaf" 4.41757967759743 6.04648279466476 NA NA NA
"lambdaf" 5.57839667207483 5.93101558522165 NA NA NA
"lambdaf" 4.70465661483576 6.25822091541014 NA NA NA
"lambdaf" 4.26622588610258 5.84219660520188 NA NA NA
"lambdaf" 4.14883079433306 5.73795893677417 NA NA NA
"lambdaf" 4.2065572900946 5.92426545505144 NA NA NA
"lambdaf" 4.67739641709097 6.13355678941746 NA NA NA
"lambdaf" 5.09579626605838 6.05818952445426 NA NA NA
"lambdaf" 4.04346134036203 5.24934752033045 NA NA NA
"lambdaf" 4.0567271343513 5.6645041026601 NA NA NA
"lambdaf" 4.80765177425824 6.23622857755978 NA NA NA
"alphad0" NA 2.81532462384946 NA NA NA
"alphad0" NA 2.34138338536347 NA NA NA
"alphad0" NA 2.27372331631759 NA NA NA
"alphad0" NA 1.771673847936 NA NA NA
"alphad0" NA 1.6668480205768 NA NA NA
"alphad0" NA 1.3906909258802 NA NA NA
"alphad0" NA 1.52664929074319 NA NA NA
"alphad0" NA 2.239348494746 NA NA NA
"alphad0" NA 2.07476238746927 NA NA NA
"alphad0" NA 1.89820122090664 NA NA NA
"alphad0" NA 1.51588866883759 NA NA NA
"alphad0" NA 1.7092560930832 NA NA NA
"alphad0" NA 1.91887506929402 NA NA NA
"alphad0" NA 2.45705681725151 NA NA NA
"alphad0" NA 1.75693375466703 NA NA NA
