501	-0.01342
502	0.02645
503	0.008353
504	0.01294
505	0.004846
506	-0.01756
507	-1.702E-4
508	0.01754
509	0.006137
510	-0.03124
511	-0.04268
512	0.0129
513	0.06269
514	0.01509
515	0.01153
516	-0.01934
517	0.009581
518	0.003476
519	0.01126
520	0.008223
521	0.03747
522	0.02746
523	-0.01184
524	7.397E-4
525	-0.007199
526	-0.002089
527	0.02542
528	0.01267
529	-0.01144
530	0.01287
531	-0.01099
532	-0.01558
533	0.04685
534	0.01218
535	-0.006583
536	-0.001399
537	-0.001483
538	0.007039
539	0.01744
540	-0.005726
541	0.04661
542	-0.02421
543	-0.008358
544	0.02241
545	0.004168
546	-0.01385
547	-0.03744
548	0.01107
549	0.03825
550	0.008052
551	0.004924
552	0.003274
553	0.01006
554	6.927E-4
555	0.01265
556	-0.007596
557	0.02602
558	-0.02173
559	0.002683
560	0.001419
561	0.007541
562	0.00417
563	-0.028
564	0.0246
565	-4.136E-4
566	0.02916
567	0.001228
568	0.0234
569	0.007927
570	-0.01897
571	-0.003421
572	-0.02617
573	-0.01494
574	0.01372
575	-0.0252
576	-0.009656
577	-0.01012
578	-0.008932
579	-0.0169
580	-0.01521
581	-0.02126
582	0.01803
583	-0.02145
584	0.01878
585	0.01319
586	0.003899
587	0.02074
588	0.002353
589	1.725E-4
590	0.04058
591	0.007786
592	0.01572
593	-0.001532
594	0.01125
595	-0.01494
596	-0.01752
597	0.0688
598	-0.004788
599	-0.01972
600	0.03346
601	0.002467
602	0.01583
603	0.01799
604	0.02117
605	0.01211
606	0.04921
607	-0.01064
608	0.0161
609	-0.038
610	-0.003132
611	0.01177
612	-0.03295
613	-0.02685
614	-5.625E-4
615	-0.003503
616	0.01157
617	-0.02609
618	-0.02042
619	-0.05611
620	0.002714
621	-0.02174
622	-0.03712
623	0.01596
624	0.001815
625	0.01307
626	0.03591
627	0.0142
628	-0.005279
629	-0.01132
630	-0.003181
631	-0.00503
632	-0.03761
633	0.04589
634	0.006591
635	-0.0334
636	-0.01644
637	0.0266
638	0.001391
639	-0.02297
640	0.01861
641	-0.003466
642	0.002794
643	-0.02523
644	-0.03826
645	0.0323
646	0.02686
647	0.02701
648	-0.01781
