"intercept.1" "intercept.2" "intercept.3" "intercept.4" "intercept.5" "model1.1" "model1.2" "model1.3" "model1.4" "model1.5" "model2.1" "model2.2" "model2.3" "model2.4" "model2.5" "model3.1" "model3.2" "model3.3" "model3.4" "model3.5" "model4.1" "model4.2" "model4.3" "model4.4" "model4.5"
"26" 0.319689833559812 0.484687638649459 0.585214336225155 0.653538298726725 0.702431156283972 0.33345024705345 0.497911721999082 0.587938220747771 0.651086493158089 0.703803089991991 0.332230833872004 0.501603591570976 0.589156629006678 0.651480339826151 0.697665284540601 0.338809711976846 0.484284759486646 0.592305518665042 0.663662138619194 0.712707249920266 0.330804838328823 0.48560058729498 0.589256145163742 0.650393893876814 0.701706408331619
"27" 0.319590464353247 0.485144966499917 0.586152138077984 0.654359344057299 0.703286141089979 0.318171777929909 0.4818917373181 0.59068956193457 0.656857699033605 0.707765555233286 0.337513532305318 0.507971163295386 0.605664915048711 0.66695494843946 0.708864524925995 0.337927481438458 0.50384132239162 0.603122316324736 0.668644959837575 0.716147087148248 0.297599875222867 0.480665205869523 0.583057175679495 0.651809263685775 0.702978619343527
"28" 0.318768889512427 0.483209868043727 0.584049537839066 0.65196167862067 0.701199050513883 0.315232746353943 0.475499900610202 0.574289480452381 0.644748974662097 0.694487995103561 0.317450686302804 0.480212947319629 0.581288031913566 0.650377572983665 0.696848188999692 0.316639265814314 0.476670189437308 0.580320949257034 0.64947912838944 0.696045734728551 0.323407142366314 0.48512627419748 0.589462352656491 0.657423195755638 0.701308783400161
"29" 0.319954180951572 0.484684293287468 0.585305967259138 0.652790818887623 0.702290284040148 0.331358576940006 0.502234034082813 0.600849564324002 0.667729873761407 0.713486986205565 0.324056303320643 0.488996687342861 0.588003370755524 0.656174346224899 0.705560724371158 0.332097303612468 0.481459470201824 0.58430630322391 0.654142021592006 0.703314737375479 0.291472358235164 0.475342321487015 0.581989018216542 0.653606146062615 0.703900248957789
"30" 0.320045199541743 0.484594066822061 0.585961405909128 0.653779034150895 0.702689429080966 0.300744413681537 0.472525133849279 0.57328025758257 0.644599345738068 0.696195719122777 0.318271610995806 0.483279972209423 0.584241367505972 0.65241400551068 0.701076708354827 0.317991558617908 0.483566522167277 0.585695587934444 0.653854065800497 0.701656068553339 0.319035482900895 0.487866113859916 0.589896832325024 0.657773635214036 0.706343057763216
"31" 0.319267032588364 0.485482003700996 0.586469435809399 0.653961940437755 0.702912485449892 0.313963443865239 0.481486154994546 0.58207226985095 0.650630812895847 0.697221814262665 0.301758453249874 0.469077963144219 0.574678925530189 0.650660675447865 0.700373865042164 0.31590452072003 0.484045240150406 0.585550143784927 0.654324166228269 0.703140003421294 0.324686200121274 0.483692479608419 0.588081677279834 0.656157584665648 0.703576939540635
"32" 0.320434093910199 0.48555900072502 0.586158319693801 0.653766808055868 0.702485107613337 0.32769197398796 0.481883673427997 0.591436233902598 0.654705951400389 0.702997895913358 0.305385167614043 0.469149625105318 0.571948454456935 0.646696426070688 0.695387922386814 0.325405459633538 0.482597395283521 0.580951796545206 0.653319934240774 0.699704179325492 0.328951183801837 0.483213675937148 0.586460464327667 0.657056780931663 0.706012402285078
"33" 0.319167490068094 0.484565820411989 0.585510411759148 0.65336358677351 0.702469352883214 0.339041944926457 0.506365930094204 0.602645803695669 0.670277463445176 0.711381261471941 0.301502146898769 0.484989351924826 0.592282290250583 0.653219382924996 0.698209377295734 0.305708469077854 0.48861415051485 0.581325207532714 0.655684493952437 0.70051930824431 0.328873577471242 0.493269113366652 0.584962651808155 0.645777219262894 0.691078400451628
"34" 0.319343302412875 0.484805381278458 0.584475316910559 0.652679516087635 0.701150941110842 0.316884432057095 0.491719182294764 0.595194176108372 0.663415553477843 0.710398582668254 0.314899703948106 0.487237893721937 0.59248259565266 0.661547296731252 0.709167762957227 0.32333501953575 0.494840144928174 0.596675536332554 0.664373474516209 0.707582930582581 0.327408866335402 0.495788901074519 0.59702313030396 0.664773246777734 0.711648135749041
"35" 0.320593191907645 0.486412053056635 0.587225773151191 0.655101371442988 0.703580381081143 0.313498119690402 0.480618468118327 0.575530910703252 0.650920035927311 0.700884814485433 0.30146755741138 0.473088179551317 0.577672333374972 0.649468887827487 0.700188717265851 0.302863695445097 0.47914776896199 0.586657455877337 0.651554502807437 0.701339314929659 0.293295249699892 0.453713824907156 0.569221165399014 0.639396623930108 0.693356935406377
"36" 0.321090695140157 0.487558397937473 0.587540247736002 0.654814810424523 0.703628509892698 0.328333042011465 0.491339657161388 0.584992092511109 0.652834675213946 0.699353420449951 0.305716087599527 0.488982520325639 0.59270227651087 0.657064050618182 0.708274484350955 0.30699402817146 0.490115352195908 0.593249742902587 0.66302347076354 0.708314744037464 0.297961930455834 0.479591756631107 0.579010093010803 0.652314646432627 0.701761217145066
"37" 0.31948548400851 0.485361305290895 0.585920463830271 0.654070286116071 0.702639035783639 0.315459403706635 0.479502165230725 0.588633548986026 0.654016791520358 0.706101730461231 0.332444595547075 0.498292746350251 0.598665770031972 0.661280461832169 0.707335883157299 0.302811980373162 0.478903278504448 0.586415758761226 0.652983126426893 0.698086407034512 0.319992157630204 0.475094074974338 0.584187414028991 0.651922104820527 0.695642882216634
"38" 0.320092516847696 0.485038403515242 0.585212607190281 0.65299545690513 0.701900055950421 0.323661772669929 0.49015975653403 0.588102609237279 0.660103547677974 0.710707083316184 0.325078185778137 0.487727229903851 0.584212473575329 0.658574712982473 0.707170894174157 0.304753774343558 0.487321825754988 0.585338044804374 0.654408583402408 0.703802846769599 0.330043651300915 0.496363016255803 0.596682831936016 0.663845282428019 0.711830375130884
"39" 0.319275615092929 0.484114498348506 0.584673034201202 0.652744481179255 0.701657697700875 0.324003520060908 0.472936375823378 0.58519865543951 0.658089606037969 0.700636526595402 0.336862132028583 0.507125532329151 0.608569252582642 0.675486309622146 0.714453783970064 0.33677958081546 0.483049807690427 0.583113395202614 0.645074803398786 0.690903401494848 0.298137926996302 0.443732106415019 0.558328367960666 0.628055623015234 0.673254880660012
"40" 0.318929653904024 0.484384907859022 0.584971348246842 0.653428929536595 0.702632623002984 0.326951890369953 0.488163599998575 0.59255406908852 0.658278181838188 0.705817567392651 0.325677636190983 0.48874644519124 0.590786322953021 0.658952622423512 0.708392018720531 0.319591934646899 0.484298180211215 0.587327271407506 0.655526146978227 0.706432059372997 0.331464649312122 0.483691272981842 0.589262583827469 0.658654416474453 0.703757042065379
"41" 0.321051380125105 0.485261982393438 0.586069324724618 0.653811241894507 0.702923140356221 0.323293319967781 0.488534732460371 0.589934525491734 0.656947532299025 0.706306661798354 0.331700109799083 0.499622774825665 0.596588093868513 0.662125879722517 0.709168693159925 0.333526136556871 0.494358623785312 0.595282576166452 0.662793675437347 0.708923629560684 0.328801340295937 0.492657244342585 0.592421693472399 0.658236162808289 0.705966393593533
"42" 0.320630215170007 0.486741746196058 0.586828121040118 0.654710844014663 0.703365449157495 0.328016286105771 0.492068726394383 0.593381200990287 0.660914251764054 0.710233774333305 0.331951831516813 0.496752797084489 0.587930306860882 0.657166910679568 0.704486147033516 0.327367362975983 0.493692695853996 0.594326648256829 0.657338838957369 0.706901619246123 0.331630653083364 0.498369123339859 0.596121523179148 0.662151686917175 0.709126141278192
"43" 0.317096278869411 0.48280350187734 0.586009385256579 0.653248978234467 0.702366436450914 0.322178647013121 0.487492095592076 0.591100456004394 0.660124529141346 0.710105201237953 0.322162537491382 0.481189866630086 0.586491983268299 0.659200797605774 0.710337996804579 0.324105589914335 0.482271707093808 0.587718647366779 0.659169363562221 0.709106503953569 0.327757291147067 0.486351649822981 0.59122328666991 0.660823174759917 0.710605391576164
"44" 0.321936595712208 0.485980670853235 0.587047289074873 0.654088613068796 0.702807482454647 0.304860198540128 0.468806728807681 0.569826314207086 0.64577053751114 0.69431497267305 0.339118359499401 0.503026377086349 0.592705301060253 0.657426702841872 0.702515050210436 0.313731287563461 0.475286039969178 0.57887742016044 0.652470763330506 0.698017256204729 0.329895323298656 0.498261732764054 0.598881526459223 0.663717544703612 0.711856729564329
"45" 0.320135935404934 0.485321738952671 0.586509417543035 0.6545505113932 0.703034914407625 0.332572584116945 0.489269890545537 0.58553681746746 0.655050366037195 0.702184876055187 0.309092003679917 0.488852569319034 0.585213380388955 0.647605634777033 0.699543775533318 0.311551711344965 0.475062123573314 0.576763261183995 0.649241463570952 0.697914635062662 0.312239074369754 0.486194388273986 0.590167013911565 0.659450769146393 0.708737868153362
"46" 0.321108400043193 0.486016688194165 0.586662955858945 0.654372026302842 0.702848951711697 0.332368105120108 0.482110186379547 0.591413810324047 0.661710083377616 0.712551628583832 0.327794430025137 0.479489480771442 0.58937206818718 0.658359653979379 0.709066282241079 0.331376883425654 0.495448201045636 0.585824149758619 0.652354684172888 0.7039710325317 0.332384829099155 0.482659028854655 0.588965288792426 0.650006856218134 0.701927358071792
"47" 0.319422119906588 0.485453329018 0.585998120107451 0.65371377935909 0.7026384472786 0.334027545276958 0.484326360023821 0.580033965412507 0.64933430963429 0.698334542812673 0.320390861282125 0.481413875442008 0.578658756476797 0.644571464573663 0.69481455888924 0.299776006522819 0.471226710913466 0.569769884751189 0.644571068478955 0.694729110408329 0.321902120113029 0.493411158855704 0.581962531222816 0.652270909819055 0.701916146127713
"48" 0.320385338100644 0.485989007564905 0.586343619097685 0.653906360153052 0.702606331027359 0.330124482936984 0.498050063698503 0.587098276322259 0.650969198224061 0.700810768905915 0.33278373447808 0.485776143701779 0.593833596557127 0.654602473414139 0.703902817129937 0.314564269422399 0.480721654663732 0.589829053497305 0.655903280091197 0.70461547781442 0.313555586131262 0.484678494906277 0.579867674687364 0.644505095876031 0.697421172636902
"49" 0.3220445767689 0.485984011893952 0.586880403068775 0.654289508184119 0.702817303507496 0.334834654576048 0.497029403077568 0.595668179218331 0.656743569618554 0.701918416842004 0.307537261046331 0.48887358389158 0.596067710885299 0.66660669704764 0.713078940702557 0.306710200459675 0.487334442675812 0.587351195484888 0.650454385342784 0.702128471153168 0.303695000729841 0.481141976014504 0.587859313623232 0.65429183091067 0.704458369735477
"50" 0.317614976385193 0.483535171962336 0.584983614347345 0.652964264575233 0.702020295546529 0.33905973004465 0.491883021479795 0.586162693519793 0.658866905073937 0.708166600832629 0.313119178615215 0.493264082259079 0.593231988545134 0.662609170670534 0.709261323914203 0.322799543082474 0.496172047946444 0.599689960678107 0.666035192782265 0.710262728201331 0.330007258488793 0.486654561735468 0.591168874173995 0.660538188894437 0.706330804345625
"51" 0.320959837968824 0.486294220115731 0.586727033316194 0.65497910438565 0.703181705681771 0.305149331343705 0.476901447029377 0.574338576763559 0.646024307366806 0.700552256518242 0.317459104439862 0.486183770008507 0.579844463002702 0.646827433815916 0.700996737094416 0.333401985024936 0.484186841560223 0.579444765100744 0.644451981642965 0.69979023702344 0.300187564905412 0.461469793849371 0.574783082168098 0.648912263097849 0.700731849879151
"52" 0.32041584490783 0.486244559962816 0.586557335948819 0.654197975523237 0.702598987010995 0.308272570383443 0.482661812526191 0.576665944820791 0.647743214072916 0.698078617826079 0.32226104067068 0.477282261408794 0.575504162343597 0.642276055018449 0.695331741945452 0.308475738458394 0.472823629702756 0.572336470584576 0.640697391617106 0.695573498595789 0.331476845669385 0.49686953406621 0.584272589676644 0.645738265959222 0.69801139178409
"53" 0.320524700700104 0.485562482321714 0.585836379394051 0.653751517090094 0.702529324876222 0.328766848688047 0.494510822343715 0.591887283940153 0.654375619135406 0.703451658951587 0.329103239328547 0.494542228122885 0.59195612942829 0.654037860603208 0.702890244645404 0.331434023176517 0.50157464994307 0.596800508566086 0.666214235564104 0.711144450300819 0.327181662366465 0.495595481868703 0.595515599331237 0.663112896395763 0.710754669171897
"54" 0.319984248501008 0.485356571261568 0.586989515309885 0.654770263492624 0.703505609868193 0.339691202263516 0.503582163974197 0.602424676451633 0.669176932953653 0.711254344307526 0.327404816469792 0.499884286874769 0.600645484943257 0.667084266267532 0.715816243595726 0.306303489854271 0.486885180591319 0.581570384660066 0.653509387872321 0.706204844029082 0.306963551414602 0.483905351466872 0.58035121504083 0.652723550727241 0.698674462618932
"55" 0.320064367222989 0.485634167701421 0.586126187226038 0.654071601759288 0.702857848410766 0.305223631122231 0.480094255732805 0.583616199782506 0.655589133383344 0.704953524525017 0.305982244711172 0.480995648080985 0.581918354782894 0.650369840099351 0.697168413228942 0.325980318690689 0.479842073616658 0.578301188471036 0.644015900327757 0.696477053734547 0.295975721850969 0.457220612293151 0.568816926783861 0.637648793869037 0.693093589703393
"56" 0.320847603566642 0.486074765434457 0.586891520733786 0.654234418640394 0.703062526039707 0.317459815351149 0.478242897276715 0.586122399502397 0.657317761922129 0.706451234829283 0.316786829559299 0.482458018107373 0.58316525193561 0.655083728211057 0.702986500458577 0.305067432458201 0.472309105262537 0.583443089991107 0.655617888386077 0.70389801270037 0.304850025182742 0.481106466070742 0.577721805722726 0.648938430464561 0.70004068399505
"57" 0.315985023698295 0.478509123714829 0.581192200852048 0.648822616910011 0.698539086774323 0.294538294872123 0.466177663490926 0.565538884410001 0.638230448256338 0.692709686884142 0.330705023305121 0.499817178883356 0.597765979061106 0.657132720695095 0.706678379543007 0.330980599350768 0.484449265405808 0.585283832124998 0.652065571595192 0.703091797253754 0.321052985353692 0.490919095094577 0.579688151903185 0.649583787983148 0.701697984115676
"58" 0.319856935488051 0.484815423133553 0.585473479062025 0.653236315362165 0.702161247675403 0.310525299910411 0.468779192784237 0.58281551313628 0.65281101499837 0.702373011152721 0.323716629343208 0.496454520760808 0.598514505727458 0.663249347896423 0.712671796811588 0.320931931632994 0.491819235395397 0.597537143639702 0.660935398074363 0.711331086542826 0.318178240050072 0.489725797100636 0.591610474718047 0.653077902574237 0.70352114816864
"59" 0.32017411680136 0.485135212288381 0.585882095266166 0.65398413159108 0.702762507674972 0.330159631309827 0.49752795243443 0.596921844058367 0.664292016833388 0.71322618985087 0.30594440276178 0.488899917325696 0.594403061062795 0.657892593454189 0.709306868981296 0.332775071001759 0.484872882774299 0.592566626797516 0.66376039112027 0.713373373193229 0.330240397452383 0.497569620979093 0.589330122823193 0.658933281998788 0.708713886768123
"60" 0.319129819330359 0.484728851337994 0.586078275510623 0.653846623143114 0.702836274920416 0.332722083196921 0.500663815261145 0.601445849725354 0.667725322118682 0.714074680868373 0.340079039465896 0.488755890746521 0.589939437685627 0.660198612538729 0.705751402443854 0.335601437095492 0.500078393765196 0.59964034690662 0.666810264730625 0.713944031670459 0.330869267733491 0.498598884112008 0.592398415526428 0.660903182116135 0.70969987900331
"61" 0.321210350691605 0.48633092110898 0.586679837553001 0.654016182607622 0.702796630540861 0.33669396804512 0.485758020031596 0.578106667250149 0.643954982341553 0.691671983746032 0.300920119013739 0.478567031838533 0.578807589590746 0.644381011793581 0.697648002701973 0.328434080435936 0.502436644185979 0.594917799199446 0.655763712146204 0.700879457663457 0.295621891050121 0.476925830596666 0.579856973502393 0.644487913062895 0.691331784225854
"62" 0.320018441227962 0.485942022140239 0.586699043108483 0.65448216590808 0.702809403103083 0.313022913014547 0.473826519645079 0.585306202417988 0.658940535414104 0.706537360108017 0.309057112564235 0.48831996376221 0.595166450464799 0.661436828274985 0.711611869415322 0.311645044183143 0.485591282894926 0.593077004465226 0.655099317084358 0.707034052946748 0.315823046180843 0.47818840160582 0.586018258692179 0.647297722308697 0.700154716153775
"63" 0.320346188931311 0.485917171959354 0.587056153756926 0.654678024368164 0.703006259037118 0.324039644252196 0.488387605576651 0.592942666394757 0.658671968353134 0.707043536129416 0.320648787814132 0.484474029723254 0.581020697661151 0.649915372067717 0.703073103994613 0.322472132791693 0.481864094179108 0.589187017234731 0.656033905755932 0.706592361933659 0.322943196581642 0.492840049049306 0.595133953741402 0.661654643921875 0.710525964307234
"64" 0.32025806551786 0.485770285697786 0.586440612956917 0.654318868662151 0.702922688978808 0.318065569767242 0.484322235763695 0.59214814819566 0.656328197839988 0.702127960168688 0.334148604240474 0.4835632729532 0.58763296221507 0.654471593707437 0.705461427660936 0.315958202496887 0.485910423538112 0.58789363618274 0.650488635356178 0.701810917205808 0.330780591308015 0.498280096461692 0.596512830295261 0.663988400756499 0.712255262467883
"65" 0.320220093739766 0.485922555975916 0.586606923522543 0.654601448804275 0.703032951272986 0.304657442935097 0.483109704508291 0.587587310020882 0.657981603284052 0.706174299979914 0.336278779029859 0.504649785490644 0.59889793432041 0.665629287650858 0.713200440782743 0.329054755532474 0.489721087037411 0.595144036302494 0.66313823940039 0.712211791205352 0.330723903738795 0.497515380199098 0.597170950375369 0.658436566194052 0.70847877355888
"66" 0.320743328060231 0.486148964783901 0.586672167566239 0.654349717067993 0.702846284141687 0.334082198132428 0.500959380845474 0.59788378546122 0.662005829913303 0.708681375112708 0.319640419418457 0.492388951356816 0.593795562204925 0.662529073356668 0.711427803660348 0.315981869534936 0.490443867819237 0.589666397279857 0.660086197870176 0.70743789101003 0.331385104547641 0.498503638665556 0.595863789273718 0.663703000735895 0.711268395497942
