"NIGf-" "NIGf" "lasso" "ridge" "null"
"emsel" 0.0232960907074593 0.0224751702249675 0.0258008729045963 0.0361274837857497 0.199981140037848
"emsel" 0.0248868874968775 0.0241125264900428 0.0268335914410027 0.0390988040439116 0.212238857997015
"emseh" 0.0352396048003266 0.0320747885738839 0.0343737460524662 0.201361164399378 2.73357536483833
"emseh" 0.0356322666652763 0.0333938408965432 0.0355870459909761 0.21892667107603 2.61459972353642
"emseh" 0.0319343053703613 0.0296859451288924 0.0320999892020731 0.2066739320846 2.92467184198098
"emseh" 0.0280991912227602 0.0263969087105762 0.0273638121648993 0.176794323197249 2.44399046003318
"emseh" 0.0307605375655915 0.0295716792218784 0.0304443111860716 0.214441037627845 2.89725247594919
"emseh" 0.0326214836073966 0.0292087516589852 0.0325244710703947 0.218463611567703 2.71842024974192
"emseh" 0.0299967778981785 0.0282847380844829 0.0298801980195452 0.215871938532243 3.13726761847014
"emseh" 0.0316461068122977 0.0291119004482754 0.0320414062700228 0.184170754821584 2.62423793917718
"emseh" 0.0320133206476737 0.0300668361530976 0.0312783707748031 0.212862175081763 2.79094325604298
"emseh" 0.0329784818278894 0.0309245827232988 0.0317977787197292 0.222229151152757 2.88161280465264
"emseh" 0.0317764223357905 0.0292437740715598 0.0309940019144453 0.201314359125236 2.67935500760908
"emseh" 0.0350784825054098 0.0328728240094931 0.0349480371720738 0.235410828112896 3.21341212736839
"emseh" 0.0356114883846 0.0353581673246837 0.0345517646558178 0.216763495741853 2.68890734103854
"emseh" 0.0334263670965112 0.0315404025854031 0.0348188601676423 0.217017367178211 2.79763058943806
"emseh" 0.039258891430296 0.0374562144105196 0.0375610026805295 0.252276284469723 3.45508718129981
"emseh" 0.0304885532757118 0.0276458422621151 0.0312456014187255 0.195397086390103 2.70007823952712
"emseh" 0.0330013418876291 0.0302686675477377 0.0312623433563298 0.208636550463313 2.59000975445881
"emseh" 0.0408972108546885 0.0382894633699045 0.0400212299991961 0.247392117750275 3.19793772694415
"emseh" 0.0329457433491856 0.0297631736379004 0.0325030388976435 0.272950347496143 3.17474577640551
"emseh" 0.028963081076528 0.027294982590251 0.0292692228161193 0.20431648061178 2.60775629912316
"emseh" 0.026614409207752 0.0255333104920879 0.0262764431328943 0.178742603215444 2.53304373118769
"emseh" 0.0348061778086398 0.0327482240631506 0.0370809068208394 0.205880057631662 2.70093616375864
"emseh" 0.03198799166503 0.0294750485675135 0.0351563397975848 0.204030894156765 2.70637286683149
"emseh" 0.0355876900636952 0.0332978070483348 0.0346901936444968 0.215495701044756 2.62797904192694
"emseh" 0.0328727699961752 0.0303501810015337 0.0338549614725777 0.23210736308808 3.25342044508699
"emseh" 0.0308016625030123 0.0290436917031841 0.0306083808526182 0.226449717830916 2.99826564021382
"emseh" 0.0333324945141776 0.030247787375521 0.0329653945715552 0.197826714746832 2.74394557842468
"emseh" 0.0363720938682113 0.0329334326435686 0.0346250133531254 0.21518531130888 2.86832772802146
"emseh" 0.0372307717068688 0.0357546023292369 0.0389939534667003 0.255669410610361 3.64394851448647
"emseh" 0.0344037145732557 0.0331956996352459 0.0338594874236366 0.210562295145774 2.77119453407146
"emseh" 0.035793180138998 0.0338051953564665 0.03600771942735 0.265453508816414 3.10310929173528
"emseh" 0.03580038378051 0.0340596093995993 0.0379911827506903 0.224288373379488 2.88610812941397
"emseh" 0.0320913123803598 0.0297093624602417 0.0316546499267904 0.205399714482659 2.68352203335843
"emseh" 0.02930153121073 0.0276709545311676 0.0290033092278772 0.17864286877602 2.68030487709632
"emseh" 0.0351309749048258 0.032645485175595 0.0336772550052555 0.268248477765256 2.94629943323355
"emseh" 0.0382859786128999 0.0358595629803425 0.0375121641536175 0.245476481139938 3.30603064320011
"emseh" 0.033456665542674 0.0308158782816711 0.0318054045973747 0.253885838233523 3.23945814412698
"emseh" 0.0322565490179861 0.0304585869711981 0.0328323464394229 0.227772504615346 2.62304489445854
"emseh" 0.035284920946124 0.0326376631555159 0.037127536563059 0.226293588082091 3.15647071957693
"emseh" 0.0327908034833834 0.0305399624675469 0.0319704867980873 0.214323839562299 2.99483251984285
"emseh" 0.0344190835699521 0.0309258006130371 0.036237317689288 0.245624946516142 2.91820596673357
"emseh" 0.0310702069949106 0.0288844063317357 0.0300366340601185 0.179054423225121 2.59651918491923
"emseh" 0.0368195494608574 0.0345224821489075 0.0357142046130333 0.224627306492165 2.96965514221074
"emseh" 0.030951236026214 0.0300470909149447 0.0313385040738387 0.211461554550966 2.7872372305896
"emseh" 0.0361248825959031 0.0332995074010757 0.0355943656067706 0.221700856444918 2.87762313231233
"emseh" 0.039461136818984 0.0371829928787404 0.0394189511156946 0.250487790726258 3.03627474922263
"emseh" 0.0374763077912445 0.0350474673542626 0.0358184756522443 0.244461587592824 3.07636959742669
"emseh" 0.0419677979570469 0.0373632399551711 0.0414239733484182 0.263466618497669 3.2451077417281
"emseh" 0.0292917939765188 0.0274957888812442 0.0297042604901461 0.213827185630662 2.74728200160451
"emseh" 0.0406168806497959 0.0374413158642853 0.039337729678793 0.242739723814172 3.02427250321236
"pmse" 1.68599806109457 1.66485225197997 1.71707935641602 2.30553686282355 45.0541330705574
"pmse" 1.60403306782042 1.59129150032082 1.62791360187785 2.29847492824092 43.0910318711905
"pmse" 1.55736737770958 1.547435303585 1.58183221324167 2.22106426817206 48.6531963604559
"pmse" 1.44171463409025 1.43258368388886 1.46062566559448 2.04006965718555 40.7801853656956
"pmse" 1.64455516952903 1.62875533172058 1.66340373969263 2.43691986232819 49.6450628041327
"pmse" 1.54865261714852 1.53134811321575 1.57347315244627 2.29657258601928 47.9025371051385
"pmse" 1.70652364144021 1.69327215603395 1.72955436468494 2.46854488420672 52.4492097737837
"pmse" 1.56683902809639 1.555559229334 1.59043941531901 2.18811293241673 45.6220003852675
"pmse" 1.59449985675161 1.58017212783268 1.61721973676993 2.29399323028962 47.8900631077952
"pmse" 1.5986127443758 1.58318621743672 1.6196661894341 2.30912980007793 47.1036752953654
"pmse" 1.57450271971191 1.55897416466365 1.59045976836353 2.27591344882125 44.4421641144951
"pmse" 1.70637637113752 1.68971222142314 1.73110330100101 2.515597425733 53.7402439523217
"pmse" 1.62234001716394 1.60230626912452 1.64750287948562 2.33802570920905 45.7691004742013
"pmse" 1.56291038162704 1.53820894232877 1.5942783722643 2.25674242988977 44.1825583654189
"pmse" 2.04991180135518 2.02492447846954 2.09183320495769 2.85684942778424 64.4201525950697
"pmse" 1.47677474749119 1.46441889736888 1.49732969576996 2.1182649720096 43.9460774961488
"pmse" 1.60103634121018 1.58640930889258 1.62190039423593 2.26306987680098 43.0412923971681
"pmse" 1.82700034049845 1.80533191073781 1.84939266813784 2.60430577734008 58.6005469316354
"pmse" 1.67083827659472 1.65235557194749 1.70353736272486 2.58795348917347 57.4578395674398
"pmse" 1.51209293231181 1.49711978449415 1.54369199587501 2.26044410979223 44.1323949311831
"pmse" 1.41899853982697 1.40511566836693 1.42648004809495 2.01115932969234 41.2172477264698
"pmse" 1.62095571144578 1.60426440872608 1.6555934003873 2.33464070114076 46.5080568629987
"pmse" 1.60138415169168 1.58666512627155 1.62673404653785 2.27918748656086 46.984593513952
"pmse" 1.5370322234676 1.51935859854796 1.56358258756462 2.21313932537415 40.9862981377208
"pmse" 1.74078999283036 1.72944030879043 1.76758450716043 2.52176906676987 51.1790290798328
"pmse" 1.66842836646235 1.6523654468904 1.69641959073427 2.45050774735269 48.827471416012
"pmse" 1.60025888264459 1.58637537752916 1.62589059645745 2.23201743492692 46.3780536236631
"pmse" 1.65961559818988 1.63805081209518 1.68283287863134 2.33385955692683 50.9141881820301
"pmse" 2.05246201422802 2.04942091865778 2.08139482737809 2.95980578214031 53.5794034833373
"pmse" 1.56424479689913 1.55026032160676 1.58633578805825 2.26676030246531 46.2045002789092
"pmse" 1.75251625520184 1.73089274197832 1.78770272136348 2.63146670177061 52.3839023899286
"pmse" 1.67783219550118 1.66351282724909 1.69868400173064 2.38697080242801 49.3504473452721
"pmse" 1.62219401663629 1.60393155268492 1.64878602679421 2.27157154619113 49.1673179016707
"pmse" 1.57568317085815 1.5593059688167 1.60098350887132 2.17980232696265 39.7437701193487
"pmse" 1.6090769343094 1.59494545010617 1.6391485825258 2.49754383523873 50.7789894374209
"pmse" 1.97287631008337 1.95446424825844 1.99031256606659 2.80141216407298 50.6399989788879
"pmse" 1.76318142714848 1.73661689571984 1.78839378864093 2.64491461358995 57.7029298342544
"pmse" 1.55459543752212 1.54277984923427 1.58171834485555 2.30972959571186 47.1671546909669
"pmse" 1.86624196416215 1.84076509342259 1.8888790549005 2.63429679397848 50.0536596370437
"pmse" 1.73496725969767 1.7178164550787 1.76446380318852 2.48717553785547 47.5427450734525
"pmse" 1.64892339466809 1.61926198314098 1.67184937942298 2.35956695893041 49.9777328113995
"pmse" 1.53787511651696 1.52766883560138 1.55177514494625 2.13946775326011 42.1278794335161
"pmse" 1.69396651247083 1.68114903863925 1.71654983370553 2.38487033049667 50.4243458571407
"pmse" 1.60759575899361 1.59572688380247 1.63399040036032 2.32968715182697 44.9602942148206
"pmse" 1.63897757833409 1.6252224074364 1.66513604246118 2.3954461804123 46.1187283550931
"pmse" 1.82235334727434 1.80467531020722 1.86279780188351 2.62478271280415 52.2625824143359
"pmse" 1.77390583990979 1.74899904067809 1.80252675329223 2.64167179092181 56.05328839346
"pmse" 1.84095537518986 1.82326342753267 1.87188676993727 2.63304223386057 55.2733418039609
"pmse" 1.6479346015275 1.62443506732778 1.68222777045355 2.41163460860969 46.8179682282301
"pmse" 1.78546546355643 1.77058048849204 1.80457482052821 2.59522813650764 49.7328504790303
"pmset" 0.603112325661726 0.611023612278528 0.616811085292856 1.04167160060861 44.3262396138108
"pmset" 0.574827525777005 0.582619542146176 0.58518247077188 1.03029856327228 42.3911055602357
"pmset" 0.578178629532479 0.586021924087426 0.590732784252693 1.04442331973524 48.8179248079373
"pmset" 0.533066726170517 0.540564118103154 0.540963739985867 0.941690628849128 41.0607609364083
"pmset" 0.585286064390978 0.593826947037525 0.598301458078709 1.0600585771259 50.4821459908332
"pmset" 0.546803691404137 0.55398999432877 0.556749148434039 1.01685498272548 47.5850861234782
"pmset" 0.628674372172813 0.63698893196145 0.642384330124043 1.14560533885796 52.2543306028929
"pmset" 0.588097522935553 0.596043120146222 0.599413431196192 1.02021638989656 46.1833497089552
"pmset" 0.589550873089526 0.597396826679389 0.600068157143838 1.07833851567046 48.1554233307677
"pmset" 0.597058411462274 0.60542928738481 0.605573116759728 1.06227034510939 46.9573302713427
"pmset" 0.581361240082034 0.589441622816093 0.588069121492715 1.02328355820765 44.2218988317704
"pmset" 0.61686102488611 0.62577369831585 0.628911128051422 1.1685996574898 52.8686968772841
"pmset" 0.592213284544719 0.599888891253924 0.605817072644006 1.04919544262128 45.8392913698669
"pmset" 0.584894123206643 0.593486890610261 0.5926311821283 1.04761495779349 44.4982402641334
"pmset" 0.759835972438726 0.771882265968826 0.771192457924629 1.30511302233368 65.659847364244
"pmset" 0.556579846534578 0.564934138585335 0.564144588393194 0.986464332523336 43.31594424135
"pmset" 0.578041500091737 0.585974513572546 0.58792397257363 0.995834969425562 42.3348831619266
"pmset" 0.658033385648295 0.669237531125562 0.670926939990711 1.16505258919316 55.4175307430354
"pmset" 0.613475638166637 0.62175844081686 0.62960823276167 1.1595466253892 56.8549245022731
"pmset" 0.538575525320669 0.546095084597665 0.550407412651494 0.986458929114393 44.6636700899473
"pmset" 0.533878231794959 0.540512462517991 0.543585213863464 0.931898428899731 41.7510093722196
"pmset" 0.606012964709865 0.614204018706241 0.619191803292124 1.07666900870633 45.7372032330457
"pmset" 0.584159582366991 0.592573680677635 0.597136761464042 1.04791094893521 47.0600321300616
"pmset" 0.558043534933318 0.565486464468703 0.571020029970395 0.987667512431225 41.367317127766
"pmset" 0.649124311079385 0.659253995783917 0.665864785475093 1.15875316594929 51.1739708435712
"pmset" 0.625935360241102 0.633521575869851 0.633545031748153 1.13405270850142 50.3151357326722
"pmset" 0.588528889971426 0.596781836055351 0.600896147432753 1.04146233974503 45.4659414486891
"pmset" 0.629928448376113 0.637800012576263 0.641587869331827 1.1117518909673 51.8002910442378
"pmset" 0.754456228797586 0.76460125307686 0.760074484896797 1.3683379212438 53.4106201448881
"pmset" 0.562466327202588 0.570023005613018 0.57155993126003 1.01356712606724 45.151299417866
"pmset" 0.62666651051625 0.635910701719791 0.639681029544105 1.15862146933664 52.3092959468255
"pmset" 0.619304739595449 0.627026082544603 0.629501291425903 1.10659010893329 49.6875981540616
"pmset" 0.616248048385997 0.625137190175346 0.632076923517431 1.07288384094504 48.8173269230602
"pmset" 0.573967132155705 0.581470183747878 0.580128483947989 0.987915270947662 40.7746958181697
"pmset" 0.605775751015511 0.613749505819054 0.615026419216335 1.136055707674 50.2049482533869
"pmset" 0.7340214685748 0.743429485152432 0.74769775492997 1.26386219198485 51.0343327413317
"pmset" 0.633767265093243 0.642411656074039 0.645206491731051 1.17669916523683 58.1101702487185
"pmset" 0.55221267986122 0.559651050665991 0.561458066855954 1.02642589656649 47.142069030023
"pmset" 0.70305009558367 0.712382665226087 0.71412956788862 1.21216764862721 50.4098576299849
"pmset" 0.636914414533918 0.646211412356686 0.648606984968382 1.12305371634269 47.605066447393
"pmset" 0.613168802650197 0.620840336311228 0.621589368290078 1.09390944956428 51.4567075843462
"pmset" 0.590896264571026 0.59897898677166 0.599344538070314 1.00725901250504 42.1895815034297
"pmset" 0.629023191618138 0.63719342442803 0.63847129073084 1.12568327433209 50.3128192055035
"pmset" 0.588474926602135 0.596181871765605 0.60093472383359 1.04370285113635 44.7584193767916
"pmset" 0.600438930779875 0.608989546944192 0.607772975324329 1.07160410529811 45.0833590246274
"pmset" 0.656754782260843 0.666974940561615 0.673413523181287 1.163091918103 52.8044758461056
"pmset" 0.64907203605899 0.65938480097692 0.6603898051907 1.17118269895578 57.4484502431055
"pmset" 0.69344366352886 0.702630115384992 0.709598244158848 1.23061099102295 56.6737661407269
"pmset" 0.583951334412325 0.59234038592557 0.592818048743668 1.07260432874245 46.2817445944779
"pmset" 0.633477982737301 0.64168393831753 0.64523648152704 1.13735547255105 48.7211424987214
"alphaf0" 2.18534211758082 1.0654528498445 NA NA NA
"alphaf0" 2.16039382995647 0.984655813356918 NA NA NA
"alphaf0" 2.05802665334672 0.937476625798228 NA NA NA
"alphaf0" 2.15536475817756 1.03447064116692 NA NA NA
"alphaf0" 2.08883724394521 0.973560902938514 NA NA NA
"alphaf0" 2.04339008740952 0.945769888936181 NA NA NA
"alphaf0" 2.12026324635269 0.990796105907726 NA NA NA
"alphaf0" 2.22452628946466 1.04814000046107 NA NA NA
"alphaf0" 2.13655328325184 1.03784375055703 NA NA NA
"alphaf0" 2.0754502880072 0.994163269107127 NA NA NA
"alphaf0" 2.12350785041958 1.01543940765174 NA NA NA
"alphaf0" 1.98750786417101 0.884588543182293 NA NA NA
"alphaf0" 2.19542879595497 1.04633192185524 NA NA NA
"alphaf0" 2.07005165939872 0.955449228726112 NA NA NA
"alphaf0" 2.10350442202309 1.02060757062407 NA NA NA
"alphaf0" 2.00509920964773 0.915127531993617 NA NA NA
"alphaf0" 2.17465463436665 1.04168316351143 NA NA NA
"alphaf0" 2.13422459780308 0.987140520992846 NA NA NA
"alphaf0" 2.06741659115033 0.941865121118644 NA NA NA
"alphaf0" 2.0980650266012 0.95634039505975 NA NA NA
"alphaf0" 2.07774069798727 0.967852102301047 NA NA NA
"alphaf0" 2.17379742120411 1.03871747200868 NA NA NA
"alphaf0" 2.08993302592309 0.977092569402974 NA NA NA
"alphaf0" 2.12617345550281 0.979213590150655 NA NA NA
"alphaf0" 2.07753797091377 0.964739553409754 NA NA NA
"alphaf0" 2.11735539156256 0.996309014110111 NA NA NA
"alphaf0" 2.10508339025486 1.00750496067723 NA NA NA
"alphaf0" 2.15577175952863 1.02950698170231 NA NA NA
"alphaf0" 2.0461954666312 0.941417529051948 NA NA NA
"alphaf0" 2.06997105994692 0.953862429387199 NA NA NA
"alphaf0" 2.07289429850131 0.970747561643841 NA NA NA
"alphaf0" 2.14471913277375 0.982391629239306 NA NA NA
"alphaf0" 2.16133490199425 1.05658815020597 NA NA NA
"alphaf0" 2.1400122513986 1.0201082097586 NA NA NA
"alphaf0" 2.08466420191316 0.957888912017751 NA NA NA
"alphaf0" 2.20004420745484 1.01707280951432 NA NA NA
"alphaf0" 2.07051414460745 0.972607460081251 NA NA NA
"alphaf0" 2.11867407908159 1.0135645293526 NA NA NA
"alphaf0" 2.15769361793526 1.016354183776 NA NA NA
"alphaf0" 2.0946472993686 0.96922113274786 NA NA NA
"alphaf0" 2.148479812701 1.01434427722146 NA NA NA
"alphaf0" 2.19564882821961 1.03023610867456 NA NA NA
"alphaf0" 2.13274336348569 1.00226435924167 NA NA NA
"alphaf0" 2.06504795939756 0.953776248767421 NA NA NA
"alphaf0" 2.14179120076661 1.01501679464503 NA NA NA
"alphaf0" 2.11474084073248 0.964506958636259 NA NA NA
"alphaf0" 2.12475323465362 0.960483282979671 NA NA NA
"alphaf0" 2.16210614203463 0.992112670337759 NA NA NA
"alphaf0" 2.0922317125943 0.990330697594225 NA NA NA
"alphaf0" 2.16107075143248 1.01519668701855 NA NA NA
"alphaf1" NA 0.920242662732397 NA NA NA
"alphaf1" NA 1.07754439566252 NA NA NA
"alphaf1" NA 1.12518070642867 NA NA NA
"alphaf1" NA 0.913564962429159 NA NA NA
"alphaf1" NA 0.948976475880573 NA NA NA
"alphaf1" NA 1.01647754645623 NA NA NA
"alphaf1" NA 1.03037534365477 NA NA NA
"alphaf1" NA 1.01383989951063 NA NA NA
"alphaf1" NA 0.877181254517463 NA NA NA
"alphaf1" NA 0.828105644611423 NA NA NA
"alphaf1" NA 0.928294148064034 NA NA NA
"alphaf1" NA 1.0083624966928 NA NA NA
"alphaf1" NA 0.936683738915514 NA NA NA
"alphaf1" NA 0.998643917079848 NA NA NA
"alphaf1" NA 0.889414806181166 NA NA NA
"alphaf1" NA 0.955913010277557 NA NA NA
"alphaf1" NA 0.914177199164409 NA NA NA
