"cram.advi" "cram.vb" "corbvar.advi" "corbvar.vb" "msebvar.advi" "msebvar.vb" "corbest.advi" "corbest.vb" "corbest.glmnet" "corbest.map" "msebest.advi" "msebest.vb" "msebest.glmnet" "msebest.map"
"rep23" 1590.06857455796 11.7667193134556 0.151066179994761 0.798839134303728 0.0408057629615368 0.00310439988313767 0.554176948093235 0.999050354752947 0.783980703109273 0.780229541050631 0.607431608362112 0.00130800627267818 0.445151841798223 0.611224713809587
"rep24" 747.234305096834 26.2592513399538 0.105424623232083 0.737791161272026 0.0325762990081084 0.00146239780468884 0.863813072533337 0.99787022557751 0.705356415377291 0.747603764624393 0.201005020396482 0.00549801361469833 0.495999845319639 0.344200969889262
"rep25" 1858.47021629372 36.6662851788595 0.150504300566672 0.583239686955641 0.0179034436714996 0.0035720905508847 0.40874378577896 0.995237330888771 0.553878086025615 0.848394407990606 0.634135477829831 0.00758999064687274 1.19006343827797 0.368223788575819
"rep26" 761.587587623029 37.7063136250047 0.242586664370075 0.582728366519061 0.0350904231565591 0.00227934501055033 0.823903502878587 0.993259201190626 0.746945380567607 0.991157175691276 0.173242035659097 0.00788688092419141 0.331883520068533 0.0115924217178295
"rep27" 806.132794824807 12.2429313114205 0.134848733662441 0.785752075177992 0.0256635278547448 0.00167302236321621 0.886241170687113 0.99871075760117 0.557586983415706 0.597771283838689 0.221298172428012 0.00123109120855359 1.0899517049662 0.39073752258416
"rep28" 807.258608862056 72.532118320122 -0.0913992341490678 0.362835401625303 0.0361559924374673 0.0118025363470007 0.863613396235644 0.989757128147967 0.392669426480128 0.651171219416497 0.239153015098761 0.0106371315830249 2.84245320256721 0.416574484906118
"rep29" 1948.52578251267 20.0865463192614 0.225001549394867 0.589095304905265 0.0125035048323997 0.0031194190903138 0.494641975074617 0.997299898289931 0.688686757956252 0.99668482174368 0.578343478449941 0.00232342949424952 0.486384340514069 0.00324024173972939
"rep30" 1868.26095150364 1033.82744270091 -0.0310162837861806 0.238222903256738 0.0302512373613428 0.0749970137199769 0.779516457585336 0.866948418170025 0.603750093473119 0.705238295903071 0.359691816590202 0.145017699580242 0.655440787179997 0.539610239365192
"rep31" 743.544445452136 32.9680579948213 -0.00984790609874413 0.568212820517414 0.0180519366528847 0.00348771289196601 0.897855456022015 0.995680330265101 0.521684327751784 0.69695498712532 0.191854333514376 0.00391960610367704 1.1469428126184 0.34488014556705
"rep32" 692.414737201827 13.6489196622116 -0.0520428740470681 0.746687628417675 0.0258335911286309 0.0021058571900057 0.893756061290245 0.99891951724305 0.467135629661284 0.852208952510519 0.199141068624171 0.00182293917469672 1.73529923648578 0.358424218572852
"rep33" 718.296523045308 7.03317566810924 0.20205265301418 0.807012613051393 0.0159432253633897 0.000917798228317713 0.917332615153653 0.999483593857063 0.69147375708689 0.655145673391197 0.180564638559387 0.000401599313975118 0.43783682007638 0.340078181647148
"rep34" 564.940506865929 115.352160580952 0.10496227597928 0.576276086730074 0.0346901929080688 0.00301646370197959 0.9140399627218 0.986148895911765 0.640749731714831 0.649316078036056 0.132415525308048 0.0286594910399598 0.685819924507116 0.249647308772602
"rep35" 611.891308207722 22.6953607489477 0.125044619594149 0.596961063746163 0.010317818727563 0.00253165906935413 0.908685733114832 0.995697805091599 0.460816632722589 0.843876771160169 0.149317166017932 0.00283650644566076 1.32865442934184 0.271539420623672
"rep36" 699.74389854504 19.0887820555568 0.184025803027496 0.61750478558921 0.0143928568471587 0.00203026273117682 0.875111924077301 0.997525072246914 0.765650268801704 0.429629118609677 0.174197519499947 0.00206190449437476 0.288007410628148 0.330763420807115
"rep37" 1873.86160037135 13.9503921616839 0.137847323319324 0.769941366542418 0.00813667549111187 0.00173907530271314 0.444323968700338 0.998680112391709 0.757722290354513 0.9929298642476 0.566920828586351 0.00196048476476208 0.308182457039226 0.00774919955491986
"rep38" 775.338228575976 55.9113727424005 0.000782651348867562 0.443317268284993 0.0356967662560145 0.014100333099986 0.891542519758966 0.991139194539803 0.402221421286923 0.812473471360937 0.242124040692361 0.00970849734513944 2.75095028031261 0.41039928621895
"rep39" 753.618561063573 19.368933506946 0.17864018472767 0.64797312996388 0.024359539004479 0.00244297363841832 0.894910461288635 0.997764335961922 0.745242736702368 0.804307771940206 0.220677107247318 0.00316254366598781 0.429288436120938 0.414097045748979
"rep40" 879.676701684803 16.5894500692607 -0.0463406670499613 0.701409806522899 0.023961530571785 0.00206790695948609 0.819250900151267 0.998271120702229 0.473468796756094 0.540823173627337 0.247669923852021 0.00176087292059425 1.65116184429152 0.40326711481761
"rep41" 723.980860770542 9.16924618159465 0.0823883863501407 0.823875640056245 0.0165148523069259 0.000991863269111331 0.893187537347177 0.99917655179453 0.679394114176506 0.530165376128347 0.195264194747226 0.00076742260041121 0.518736783250339 0.368411423393164
"rep42" 1033.88931788101 282.601960652475 -0.0398674832545096 0.260196481807194 0.0548117503204133 0.0322881144366496 0.826502203390169 0.94979779201945 0.563724631153465 0.520957687209863 0.283160734563314 0.0524006846625162 1.0343893297322 0.463360578666711
"rep43" 934.995533141442 15.0931842787658 0.0801516256183926 0.804968273847059 0.0660591145449796 0.00297989790266474 0.908207528972387 0.998685128018153 0.559887626557294 0.99820872348584 0.293888034157624 0.00230829991674632 1.43247328888495 0.00357910978685244
"rep44" 1485.96939574463 7.65734152215147 0.156579377311676 0.813366388580559 0.0977126506857442 0.00127349072741252 0.433033973543364 0.999560959949925 0.732497066162916 0.78474382642738 0.505946662719063 0.000473462949380816 0.441039162876059 0.462756365200507
"rep45" 775.065423679793 111.982242218186 0.0878401532247968 0.27966511332966 0.0335516361658888 0.0165411177791948 0.882762272897561 0.982975967083082 0.692160486883052 0.567606099307231 0.212882878823818 0.0157252881860045 0.478214322992323 0.416616535484625
"rep46" 733.984624751942 13.3710711299715 0.0469613977909721 0.766213481764299 0.026153511153946 0.00172090545506794 0.849413787128411 0.998348466866276 0.679128001771985 0.34604548016788 0.176158735694356 0.00145205162573958 0.475385237777238 0.331001600276162
"rep47" 807.450318776521 9.59602444781948 0.0913775024410868 0.756255367974443 0.0279443645067459 0.00213834409483206 0.875490663074979 0.999408467231924 0.508610219736042 0.578894424075404 0.234151499909224 0.000677821595143877 1.51576316600662 0.409228932616206
"rep48" 534.975241108031 78.2716782817205 0.0856257828738341 0.720066457745547 0.0211708787291162 0.00174590048949957 0.893014856591947 0.990540456474565 0.721558866337403 0.556458677105972 0.165462955482297 0.0215683923850689 0.529687944420261 0.348779699788673
"rep49" 3496.32172146816 2520.69697707893 -0.0182081895657817 0.19518836850137 0.0745421419329524 0.138144099862062 0.663545491942632 0.736378848452155 0.434283964468777 0.545633374941502 0.770805376927453 0.477299775052766 1.23492354868589 0.982037070702848
"rep50" 686.564353449959 21.0297741769105 0.0459558047997515 0.675897751644161 0.0258966609396354 0.00298273261004461 0.893171622581858 0.997575184262177 0.721166256851579 0.983021209693184 0.187337696612168 0.00338154762493374 0.430121853941299 0.0189128297969138
"rep51" 1068.30608814553 352.066437124829 0.0847483910282818 0.288972362787769 0.0625118144948193 0.0439582133678453 0.844444163911139 0.935954857052484 0.679652134716848 0.766763302694921 0.262215875428877 0.0667148804743608 0.634804442933125 0.412518436550674
"rep52" 996.472601414352 17.2958642003511 -0.0200968569573887 0.706765322765498 0.0538784815302625 0.00329978824726847 0.863423240367406 0.998659297148379 0.785889078804203 0.622947035473639 0.311771062163537 0.00193893012280927 0.40446662462575 0.544403526941972
"rep53" 1089.52685696625 9.71561577582225 -0.0208570700456107 0.720833316068217 0.0521065654213136 0.00232000196033586 0.867297541023675 0.999413959615737 0.811852377887041 0.700863735733031 0.301279980142855 0.000744162073230746 0.282417843384889 0.498858563757114
"rep54" 770.653590659875 7.9640902064444 0.110582049111397 0.782132466097793 0.0205752182572252 0.00140840326811091 0.879232597539476 0.999466096933769 0.685395189112368 0.629801984238042 0.199098832636874 0.000443491950923269 0.476268091926289 0.351389705307299
"rep55" 1208.5618955557 15.1552062204239 0.206660242081069 0.736220060864541 0.0679565664606351 0.000953008120345547 0.444005289638706 0.998222006100312 0.721172542753488 0.995894158583425 0.351361560304481 0.0023201103660936 0.336503396668198 0.00550534869438081
"rep56" 768.80387381948 21.9290086507575 -0.0176331555083259 0.679652542617714 0.0345348649214021 0.00312851956293651 0.918118945227833 0.997969795341597 0.767001695357478 0.868608798913702 0.23575952398377 0.00437673254447093 0.427982211691582 0.458960956796177
"rep57" 1696.94998653517 6.64856901700217 0.181892431914838 0.808681345454713 0.0188719102498713 0.000818162618509722 0.48031783609692 0.999472954546866 0.680989069284198 0.781821517202224 0.515458974999982 0.000463084568469946 0.463695469031567 0.339379699470123
"rep58" 776.881024756174 54.3892708478753 -0.0661475650044404 0.439857512266518 0.0381407821490847 0.004879332037857 0.864691258343864 0.990113819058375 0.755188103202057 0.488494547398858 0.208448334387718 0.0107996173586166 0.409295985805095 0.38027246134957
"rep59" 1134.15860554959 309.616052160333 -0.0587928712894887 0.193245887174951 0.0342214095324612 0.0243660277248079 0.811685127477465 0.955957260575209 0.692423594163746 0.39073151832462 0.282429882014417 0.0471958248470313 0.535187328497349 0.476163173108786
"rep60" 1451.78562519351 16.3223616359773 0.249348302340848 0.692424331121071 0.00787134927226473 0.00177277733749621 0.557259599669819 0.998210212125449 0.621098482210351 0.995711736464471 0.417588482551873 0.00158959786042517 0.695248369818005 0.00404605479551075
"rep61" 2368.73173393642 13.0354666747676 0.168920129669899 0.749832700909896 0.0110083512030452 0.0013241379203192 0.429154180265558 0.998359778310819 0.770314483772716 0.997767595620221 0.713400418659642 0.00164754792211671 0.298447901787298 0.00297937053491571
"rep62" 1650.55111328981 21.8092683402786 0.291289293820765 0.720489432802908 0.00999987159802934 0.00188462377595128 0.530716087071838 0.997639847853207 0.765800118940049 0.814519477585998 0.509978376319609 0.0042873769897315 0.343001222493731 0.359892999309435
"rep63" 602.121445571576 78.7550316506245 0.158355888913142 0.631323905321275 0.025600123703039 0.00188590913309293 0.896834575641347 0.989089271010256 0.516052511149923 0.742159612391807 0.147327121024789 0.0188877479866773 1.27175761980485 0.255208780297633
"rep64" 1553.07012773155 14.5336185850251 0.173834202694838 0.798062982175018 0.0141411277176098 0.00160580823734942 0.491912785458458 0.99879730857299 0.604814302276762 0.618361082122346 0.526970027636329 0.00232560119049266 0.999660093764283 0.428826334400119
"rep65" 1153.59896954141 17.6874247433449 0.20158804955821 0.829485410588835 0.0111108247975624 0.00175143225671399 0.579767637083908 0.998388578495917 0.596988594395172 0.577207381551398 0.383251290630208 0.00303732339721293 1.06075977437008 0.447423484648242
"rep66" 787.95487080978 55.8532256344773 0.0627813405202553 0.772980906952106 0.0582060755349361 0.00260118148128498 0.849420020040126 0.994435473061089 0.627203920247285 0.390700925790245 0.253783853733442 0.0163725418312804 1.0972712856489 0.459939701419733
"rep67" 727.900557574026 6.96902133301514 0.0615952248702759 0.818216297031793 0.013098878812751 0.00081648896229866 0.855364605368774 0.999528548807979 0.553282978928101 0.626892850944522 0.190572046121653 0.000345344339820256 0.84308416633456 0.317528585129742
"rep68" 710.496973942244 50.5226538420396 0.334879722740324 0.676593145675919 0.105509265668831 0.00156846661598984 0.609642435463872 0.994445988725076 0.76204782796524 0.812326189756163 0.210471126165306 0.0114359123712294 0.333197608241084 0.299031659282845
"rep69" 1640.29679099101 841.687565677017 -0.031773847123528 0.342118374396622 0.0455089846043166 0.0512407594368651 0.809553654154876 0.901312804232949 0.580873903040357 0.438276777080167 0.329116553788385 0.109718294311825 0.952651724254438 0.525044728294388
"rep70" 1102.28993296923 274.204794923631 0.0833672559536696 0.388489878608514 0.029637428674777 0.0141854453060593 0.824620843182098 0.952298356472 0.688540657259547 0.454516640020718 0.241357344450056 0.0387364567626781 0.466765904520089 0.377025835064784
"rep71" 1696.85700545342 7.6135519303353 0.261787241993466 0.846666241257456 0.0592000539166334 0.000970815877727129 0.447951565055358 0.999423919388775 0.778565943009329 0.890130133034928 0.549335316681952 0.000488450261803608 0.285764999637353 0.376861220387335
"rep72" 703.499881576071 22.8842259387267 0.134638578382262 0.641357727486042 0.0258321540442678 0.00399915920639275 0.874372271189161 0.996616133077034 0.781509361439104 0.994310988432456 0.19913508424228 0.00401616384575663 0.333943575019862 0.00724849973704683
"rep73" 1449.80565941201 7.7649719964219 0.15891174004545 0.828532867230739 0.00983133836723741 0.00191673817129478 0.535146252793474 0.999765675728441 0.713085551835933 0.641953039417632 0.462402762005485 0.000235123959876477 0.504899839767682 0.452946140952334
"rep74" 962.488321149511 224.893242999747 0.00109957505783343 0.271747618981023 0.0301060193082065 0.0186138449647748 0.817104380269969 0.960565822343972 0.367817997384745 0.959718726949894 0.232981607104599 0.034210827769827 2.38697614983388 0.0351111281799482
"rep75" 851.208598079603 86.9870139814126 0.181535248481564 0.348590489495466 0.0432405219531813 0.0145309629187795 0.834609310486087 0.98386952293874 0.59057687597369 0.891683428931423 0.216798696810883 0.0154617993901153 0.858607824126387 0.115014829566408
"rep76" 855.578651884378 13.0740097636939 0.0172290804240674 0.707185444954843 0.0287645830668744 0.0021419748014854 0.901113063540345 0.998583003191287 0.758454329142532 0.991507392273975 0.219322484355264 0.00127368615240079 0.323304314874574 0.00759699505341144
"rep77" 788.167985158666 7.91241430380341 0.0546219032311288 0.806419918267527 0.0220659292549126 0.00152089170124525 0.882498798844627 0.999652919510681 0.639495809910152 0.543066903882278 0.216164496993191 0.000313146997173893 0.685473019790895 0.394523077856565
"rep78" 809.088746281026 10.9847757874544 0.0225937485460021 0.771968872160701 0.0269813120962819 0.00225008425304263 0.880739407322208 0.999356180415577 0.752557377397219 0.587543677600696 0.250737376306628 0.00126975665940061 0.437012931781084 0.459764490532092
"rep79" 1806.83665427406 7.02294661355962 0.264468379206853 0.797629566519842 0.0550344666054635 0.00149063857989856 0.355956942913615 0.999715975565614 0.446512873189377 0.99321118763485 0.587920535066935 0.000246864961658172 1.7673077756835 0.00658465693809076
"rep81" 855.043974753817 17.046289672781 0.200445502268376 0.74716348770737 0.0332048785135602 0.00416249014855891 0.8811489774652 0.998309842436436 0.519991975782562 0.986890811059705 0.248415220997584 0.00183367979512265 1.37889862914848 0.0141896705896814
"rep82" 743.358115550608 13.5832586376097 0.104756027721178 0.722610294458877 0.0238519548781338 0.000970398027302198 0.889057003624743 0.998643530988077 0.719120872907618 0.786199948933902 0.169580344612701 0.00189090091911076 0.35368526243259 0.288064742887049
"rep83" 1926.49018801193 7.78827055871156 0.153794912886445 0.833948268797588 0.0150077389693797 0.00100336328297515 0.418450870399784 0.999451226793674 0.795173191356048 0.979677002856312 0.610089109258396 0.000477892032759003 0.262711274058461 0.0192706114633718
"rep84" 907.464707099481 241.569727103152 -0.0516592067746728 0.276531155580302 0.0267701144330158 0.0167005793678244 0.817737944930377 0.953789667940204 0.644246663691419 0.397758034562668 0.202814762951663 0.0335258374183076 0.466442037741619 0.333563759204602
"rep85" 844.950413759277 7.61700722457492 0.0295758692249513 0.851131281463735 0.0259532210555819 0.00100155993635977 0.842317511450901 0.999437871809511 0.67632788940722 0.429888133615666 0.218771453209945 0.000503886960220066 0.541826815034898 0.384321792148288
"rep86" 1352.81157021344 6.80662397421017 0.123690828466412 0.794567487483606 0.00990198762018609 0.00186935319583116 0.575192432606588 0.999650121801699 0.743237256599067 0.793881722655357 0.403491959726442 0.000328096067143826 0.383222350910239 0.408572227226881
"rep87" 883.857804090725 11.1952352524232 0.0668649315679213 0.742045146864911 0.025232929077285 0.00175439185958982 0.889711751855935 0.999012971252495 0.62519077513026 0.975628377640083 0.243860396038391 0.000973968090426865 0.784384686864028 0.0254361261277107
"rep88" 827.957132406176 9.73688082362179 -0.0803569136188004 0.773231906027691 0.0290165235531669 0.00283165059621944 0.868190291134564 0.999316553621025 0.696160721141904 0.791525337261802 0.240507088050578 0.000674649892892646 0.549227856086164 0.437448828930601
"rep89" 667.782278429782 6.73918308881394 0.16528050392184 0.751426893557813 0.0125221262371137 0.00143002807702878 0.884565132190884 0.999653014860165 0.744929239315076 0.749999312733428 0.177687778551471 0.000293351612661375 0.336899018767863 0.350280204294352
"rep90" 1547.47642451915 11.8545268462089 0.234057897469407 0.786055543717924 0.0148629966533228 0.00139445882112991 0.470613245813677 0.999156592580368 0.799957654579165 0.577397028309981 0.518496932424231 0.00137666752887944 0.301299470769968 0.430215448755803
"rep91" 1518.59619903449 15.5136507328026 0.210971744944015 0.692949835982099 0.022999079671023 0.0046236575201439 0.565267109220075 0.998470329072456 0.75027962455639 0.845800661083051 0.495667744510241 0.00179077849373077 0.451571972719304 0.497436476443776
"rep92" 598.762934124939 10.5954259178023 0.178889945796035 0.743880900237951 0.0428507914208518 0.00121066907931247 0.877296843177384 0.998995669883135 0.737801214109076 0.511902704923434 0.164656283526634 0.00125751169001436 0.344057312271154 0.308351964304355
"rep93" 768.168510519096 10.7182654239506 -0.0365167488908518 0.719961545781022 0.0222397335226684 0.00185039474431636 0.863750176266902 0.998980944570488 0.718942018181098 0.440356078893694 0.215794523120054 0.0012140722893352 0.470650445419329 0.418296942346132
"rep94" 2316.98316460309 640.150283013075 0.0325822923729074 0.121729726975046 0.108519757758418 0.0433958437236418 0.443356102507157 0.911369160546661 0.690632283581035 0.388295061592948 0.655443588593516 0.0987930699797177 0.459775123447308 0.516829779360582
"rep95" 1179.28167338984 19.3423218693405 0.151073141756802 0.670136638090381 0.0384220712760132 0.00404437194099443 0.553417503636285 0.997907554465806 0.697864005773977 0.997051967916173 0.407735624154903 0.00279051923781208 0.597652275815456 0.0045159585483336
"rep96" 769.156882445643 22.4096383408026 0.184054431731002 0.727159827605047 0.0276953349189708 0.00188503301583912 0.855875070863565 0.998298413062737 0.674862964429789 0.454341602605339 0.229086537874464 0.00447508039621383 0.663497177015261 0.396155614996797
"rep97" 774.308850688095 12.9060698298935 0.0860009784327914 0.692983987183584 0.02157635248047 0.00254810458682993 0.869465998547534 0.999115818841573 0.507811948795828 0.776966563910866 0.231381045661587 0.00103832876492167 1.44241910956937 0.406146008574591
"rep98" 1179.98309242756 236.465500166605 0.139925634271268 0.489910410458461 0.00405319978105271 0.00504305527938564 0.511771612335006 0.971889459662984 0.770165190133899 0.84731333139407 0.313616585213604 0.0562764411624015 0.311689995428181 0.163121490325595
"rep99" 858.06837683787 8.40941475915225 0.0892254652894931 0.780195517031765 0.0253156151284 0.00137835289386498 0.87652457441159 0.99958175899245 0.451424669865565 0.999235567495153 0.23441806545525 0.000426066317025273 1.86626959581366 0.00112369097876879
"rep100" 937.333870370254 8.58938518246921 0.0267522198098383 0.724602742970802 0.0443351107491928 0.00288031320031602 0.881216316144226 0.999625642344626 0.706901241073343 0.999323126912702 0.283191574468535 0.000475337885400015 0.576919584981405 0.00116228603870465
