"NIGfd-" "NIGfd" "lasso" "ridge" "null"
"emsel" 0.0545336115221675 0.0545039921426466 0.0544963412540983 0.0586540280880196 0.087499112800463
"emsel" 0.0481825577253386 0.0481416032042025 0.048205017998897 0.0518296405664205 0.0788951366168497
"emsel" 0.0632499782177895 0.0632297653446517 0.0633373127118452 0.0676073218940013 0.098396766966995
"emsel" 0.0523689913521203 0.0523511039802186 0.0524319167271996 0.0563788493182778 0.0849178623108409
"emsel" 0.0540405610208808 0.0540144302131544 0.0540603543797314 0.0580643007854079 0.0868605826349206
"emsel" 0.0532578934280913 0.0532577510025156 0.0532509761719608 0.0571111623918617 0.0857363675456537
"emsel" 0.0682268762341918 0.0682467853046407 0.0682769001606196 0.0731087749000864 0.104454572493839
"emsel" 0.0577494767477198 0.0577726800732622 0.0576781362601224 0.061843995084531 0.0906175093346411
"emsel" 0.066528833030391 0.0665356633129742 0.0664895102479343 0.0712911277398359 0.10281690175425
"emsel" 0.0645160494458523 0.0645418612850589 0.0644543682641063 0.0690872892262077 0.0992431391654025
"emsel" 0.0646170796237348 0.0646147745450347 0.0645843554564178 0.0693692042534109 0.101483817267407
"emsel" 0.05738611446509 0.0573763717939348 0.0573046757220075 0.0618307664262596 0.0919206114672125
"emsel" 0.054789530954668 0.0547859709365593 0.054855176813076 0.0587487637081667 0.0875746953411144
"emsel" 0.0550832635459124 0.0550605050046374 0.055123712077797 0.0590501456450688 0.0870082991741284
"emsel" 0.0701126272167334 0.0700915914990303 0.0701192592635682 0.0749860506269529 0.107514809333089
"emsel" 0.0581128131213694 0.058091099040573 0.0580776177721982 0.0621369113112951 0.0913383532791306
"emsel" 0.0583820582991633 0.0583794983350828 0.0583790979988097 0.0626568596946969 0.0918998983665749
"emsel" 0.0556988394173939 0.0556807496413934 0.0557294201617369 0.0600285940558504 0.0896077296953004
"emsel" 0.0617046251555794 0.0616536783929414 0.0617781224733246 0.0658699403672941 0.0964628279171653
"emsel" 0.0542345977879436 0.0542435358842563 0.0542058388373572 0.0581717098274007 0.0866480649829486
"emsel" 0.0462634207497297 0.0462240636847905 0.0462514945818863 0.0495097860051684 0.0758328652105409
"emsel" 0.0663572488278117 0.0663760506702422 0.0663244045622 0.070889272351402 0.103209034412706
"emsel" 0.0516423477134534 0.0516448727321877 0.0517327037384742 0.0555768937809482 0.0826382365082732
"emseh" 0.810310735488176 0.810153540667078 0.808518689929845 0.891330143953864 1.31337821930418
"emseh" 0.850649604683683 0.849418679517451 0.848135049546571 0.930418137995517 1.36659841867473
"emseh" 0.885081414989702 0.88483858038524 0.884514509927407 0.965463161594058 1.40239730866745
"emseh" 0.868739410485834 0.868322021315383 0.867497651247819 0.953285005864624 1.38209574062186
"emseh" 0.70731929635266 0.706954785603911 0.706249825440809 0.778241636846003 1.17512026353833
"emseh" 0.816698055412066 0.815852364670945 0.814681728659297 0.898441343962811 1.32571758707758
"emseh" 0.777264083157446 0.777002058067406 0.776045326184663 0.852368151120091 1.26609793118872
"emseh" 0.843311552820655 0.843028184016967 0.842334193018247 0.926757105839746 1.35635739544988
"emseh" 0.799607647427225 0.798833289934465 0.797186390849668 0.883010854096715 1.27628958404937
"emseh" 0.822840324759993 0.822333827360622 0.821218821636108 0.9003576505848 1.33426374603354
"emseh" 0.765373078626005 0.764766730395387 0.763352907977349 0.843500428140046 1.25392295179837
"emseh" 0.853956169145476 0.853715824229789 0.853600489922742 0.926439467732424 1.36483824392248
"emseh" 0.973045548717142 0.972863905415594 0.972311857719147 1.055671616623 1.51112046313602
"emseh" 0.88647691400847 0.886649435513426 0.885614047405772 0.962095852769305 1.39128790395115
"emseh" 0.796320041661041 0.796077818466681 0.795002891690504 0.870866314889869 1.28576803275613
"emseh" 0.798276601062472 0.798056924744829 0.796592873877154 0.87728093715104 1.28489123813655
"emseh" 0.839430672640997 0.838758600911557 0.837919577861699 0.916316926478737 1.34042966546868
"emseh" 0.820974838025667 0.820797430334076 0.81983474998171 0.903633605683107 1.33320768406709
"emseh" 0.850653573601582 0.850513878314877 0.849230043844532 0.933720030613799 1.36720809020143
"emseh" 0.754351902461394 0.754255712781043 0.753790686978995 0.835662607366929 1.24788789279983
"emseh" 0.924056199676073 0.923428314016139 0.9234476277095 1.0091694683817 1.45668956879785
"emseh" 0.947648165286198 0.947430877271281 0.947280879362555 1.030495629555 1.49125577878701
"emseh" 0.800965578412036 0.800707379943698 0.799735469503017 0.882635466640103 1.28930439278043
"emseh" 0.850291268166255 0.85036604409056 0.849174227217429 0.925825384015641 1.36837223036287
"emseh" 0.750271001501179 0.749932608335271 0.748008910530358 0.829836473992347 1.24352463721189
"emseh" 0.847556595326378 0.847178191066412 0.846362043947072 0.924662913469925 1.3581139912689
"emseh" 0.818773247294418 0.818247395387157 0.818008746331024 0.888283841909472 1.31743404726757
"emseh" 0.771785859911513 0.771669460891243 0.770908203416272 0.849166572973968 1.26342887894659
"emseh" 0.869814813709674 0.869064210203284 0.869075382040426 0.94627128607904 1.38301213362718
"emseh" 0.879656519611647 0.878962865632017 0.877819466543822 0.965222879904218 1.4025247692882
"emseh" 0.875954306989498 0.875293043940125 0.874506060746121 0.952256230125688 1.39210334721258
"emseh" 0.818903011168342 0.818205793720658 0.816958327062491 0.906791927991113 1.30611927477248
"emseh" 0.867723658141106 0.867483248792279 0.866132094776171 0.945233874488922 1.3825283277707
"emseh" 0.736851296896456 0.736100203516966 0.735670092906536 0.803033356061078 1.21437374058174
"emseh" 0.853204800195912 0.852457451283403 0.852394374823589 0.935646581571655 1.36709789095529
"emseh" 0.891500666402742 0.891392023019634 0.890730556113637 0.969133702629024 1.4159070743538
"emseh" 1.00076358978441 1.00025385123089 0.998727979474565 1.08778739370616 1.54850464354651
"emseh" 0.696239644138384 0.696043031360275 0.694664613295241 0.764206160698142 1.15971285575436
"emseh" 0.871275519503409 0.870998796771176 0.870439153947668 0.944398172946336 1.37531633116041
"emseh" 0.83256011330765 0.831702554569182 0.831763578229595 0.91071269806053 1.33615168530956
"emseh" 0.841520645487833 0.841269393777714 0.840389040250312 0.919620682376456 1.3507216100651
"emseh" 0.963183143615525 0.962733792274153 0.961812346174218 1.04340472035461 1.50286208157723
"emseh" 0.881024104574436 0.880672360475785 0.880253376769747 0.955908680585082 1.39525960563662
"emseh" 0.854176460814743 0.853285482343888 0.852826166240032 0.942318389010826 1.36698244246133
"emseh" 0.756571883447648 0.756357707347204 0.755813304203365 0.827342023101851 1.22301482630251
"emseh" 0.747591548754261 0.747406811745576 0.745520893152214 0.823470944857686 1.20935309567424
"emseh" 0.867707408768685 0.866515258553729 0.865973968054627 0.949351619137967 1.3700118651663
"emseh" 0.932026513361382 0.931247723847707 0.929679693977763 1.01649724406461 1.45219352909012
"emseh" 0.848476348104333 0.847287377734432 0.84625816229665 0.931890031692688 1.35134293475054
"emseh" 0.839853556422018 0.839050709117671 0.838412963977676 0.916309827313388 1.33996547631565
"emseh" 0.802120344482569 0.802062067228224 0.801998046137448 0.880641541294024 1.3221954955288
"emseh" 0.728172922960858 0.727429283734096 0.725919450090609 0.806766967023238 1.20477806926263
"emseh" 0.89898284654911 0.898296500086335 0.897171103531552 0.973610757295935 1.40055409849758
"emseh" 0.755444617891259 0.755097959034507 0.754507667078207 0.826296967287537 1.23429088627492
"emseh" 0.862019751222626 0.861623372207921 0.8607662506683 0.940098313509884 1.37904219080047
"emseh" 0.780107577439751 0.779534409427161 0.777997169394819 0.855244279694729 1.2751390993033
"emseh" 0.851436030112263 0.851025558790715 0.850325115913584 0.928563275573745 1.35165551094276
"emseh" 0.904730174055848 0.904722561335172 0.904060760090855 0.991236675531937 1.42938240247235
"emseh" 0.822766219878027 0.822780356822094 0.822019785790565 0.901650613245232 1.3141488376155
"emseh" 1.02711801311501 1.02643069135053 1.02587557447064 1.12320095478686 1.60048366548264
"emseh" 0.803135418824996 0.802830615619927 0.802055365740674 0.878100370287563 1.28791447413127
"emseh" 0.757065349564372 0.756878472712059 0.755549588337071 0.833347620500035 1.23760031295708
"emseh" 0.901959218470642 0.901835645432826 0.900626588307854 0.985522763384654 1.44715097660399
"emseh" 0.84705815161386 0.846560027667209 0.84559868082727 0.932498118818556 1.35015895027251
"emseh" 0.890954580097734 0.890519556151049 0.88948458224134 0.968458931911605 1.39176836947356
"emseh" 0.852848895008977 0.852308103724424 0.851497607343748 0.929017706994226 1.34815972504433
"emseh" 0.696202684766919 0.696390795774612 0.694256302893959 0.767422113281119 1.15864159467094
"emseh" 0.997990973016817 0.997718617309612 0.996756591739782 1.09221984483503 1.55126606545385
"emseh" 0.867980401755093 0.867527502911005 0.866451632106026 0.945378722688927 1.38177305542131
"emseh" 0.886667979550067 0.886212069912686 0.884817654710296 0.970165286368029 1.4100575620842
"emseh" 0.927964115149981 0.927868568941444 0.926535436139034 1.00376871309449 1.45921153514576
"emseh" 0.935151060860231 0.935042905106985 0.934913055141265 1.02113081722978 1.48329651598251
"emseh" 0.78122545842333 0.780827368645555 0.779905971861675 0.86240547407059 1.27336070700018
"emseh" 0.931780180238025 0.931798994019676 0.931415966841458 1.01548124300257 1.47108098638536
"emseh" 0.903153988482 0.902662503494328 0.902165541388484 0.988787425615385 1.4362864866841
"emseh" 0.860651668126396 0.860011229290643 0.859416562768836 0.935009757703119 1.36374764607606
"emseh" 0.855059966811558 0.855076673353323 0.853711134055546 0.935926164673223 1.36842009088394
"emseh" 0.745610110736231 0.7452136890718 0.743913721488324 0.820107317601716 1.22610596001866
"emseh" 0.688136245774724 0.687921516231623 0.686872829028768 0.755828417470912 1.1567464281404
"emseh" 0.880560490525986 0.880002164782853 0.879859258084203 0.957734643517806 1.39681850609791
"emseh" 0.712577658720682 0.712166428375394 0.711086738184765 0.786819564394876 1.18005838906608
"emseh" 0.779943788406873 0.779755389267796 0.778937324593808 0.852389212037021 1.27229886535264
"emseh" 0.737430434709997 0.736689908446634 0.736084852960418 0.805135626743735 1.20968149747068
"emseh" 0.956023853840516 0.955952037326186 0.955399919625962 1.04562637662704 1.48679954611495
"emseh" 0.831177333511232 0.830552835982424 0.829638174381626 0.909055701933741 1.32725656738505
"emseh" 0.919637306271227 0.919287907019718 0.918185540162585 1.00103866492071 1.44942018098187
"emseh" 0.920694308375581 0.920243875703317 0.919754755549442 1.00834008812964 1.44442129820635
"emseh" 0.855894360792529 0.855701184019913 0.853899013423522 0.938900611857459 1.36914775103113
"emseh" 0.789943190128138 0.7895172541796 0.787946111145813 0.86927680435353 1.28349942730129
"emseh" 0.764110208115798 0.762943643484786 0.763131882697985 0.839179386999203 1.23842619319917
"emseh" 0.791820008804449 0.791598012343836 0.790904189935875 0.867040862369775 1.26961272371621
"emseh" 0.962202777648378 0.961835740415552 0.961611733470294 1.04660911069714 1.49352370862168
"emseh" 0.849875968431179 0.849346122107455 0.848873580287893 0.926195553971541 1.35789977463944
"emseh" 0.833496613451792 0.833094778794703 0.831930033534957 0.916226889096922 1.3359971247524
