"semnig2" "lasso1" "dss.semnig2"
"pmse.drug99" 0.764489391125033 0.81267420426661 0.770705012563134
"pmse.drug100" 0.962401362052151 1.00068253927892 0.982154391808976
"pmse.drug101" 1.01758638782327 1.01844549610627 1.01234557373669
"pmse.drug102" 0.810519557557956 0.833187865838199 0.838935009493175
"pmse.drug103" 0.850412635828014 0.826952304251752 0.83689081585938
"pmse.drug104" 0.784150293936609 0.798995400781644 0.785345960722349
"pmse.drug105" 0.938085140791099 0.946437135485376 0.954271445446088
"pmse.drug106" 0.681462302896665 0.724355374228601 0.722265788941709
"pmse.drug107" 0.8407797145658 0.808383216973247 0.797598609025906
"pmse.drug108" 0.553486490283172 0.551127265834191 0.548513192667578
"pmse.drug109" 0.909260847547749 0.90715073034345 0.913770690653179
"pmse.drug110" 0.535902223583933 0.59503324973 0.597381135098583
"pmse.drug111" 0.994582945985976 0.942168878062689 0.936051706682384
"pmse.drug112" 0.722710347003584 0.793616319302229 0.786511049924477
"pmse.drug113" 0.574252663051945 0.610620011392568 0.612227599539898
"pmse.drug114" 0.724813890510505 0.742482698751398 0.737746727331858
"pmse.drug115" 0.885590935388643 0.903667789871669 0.893419102279626
"pmse.drug116" 0.667766303985966 0.67725608042461 0.685917309464353
"pmse.drug117" 0.827712998886921 0.891145996509309 0.885913832159715
"pmse.drug118" 0.826627056196338 0.769335615972263 0.778565266233563
"pmse.drug119" 0.854614884077871 0.816814545508962 0.814929255371339
"pmse.drug120" 0.60461009672697 0.604071437559986 0.592680413465338
"pmse.drug121" 0.919501840123758 0.886628403674031 0.882478148951669
"pmse.drug122" 0.971214714145785 0.951616401102515 0.899842271561524
"pmse.drug123" 0.726667554907728 0.748416758573829 0.762803064113369
"pmse.drug124" 0.964415367063237 0.973196308270708 0.970621074914315
"pmse.drug125" 1.02390704033079 0.93864829311137 0.936345163844337
"pmse.drug126" 0.70848252818027 0.76329907276184 0.743413254392318
"pmse.drug127" 0.822589791405938 0.844306451522231 0.834657336763971
"pmse.drug128" 0.682976207808127 0.678531485783973 0.682979962270975
"pmse.drug129" 0.611585559366103 0.622418488078771 0.649606980058728
"pmse.drug130" 0.592605587453119 0.573344247693842 0.574009010671987
"pmse.drug131" 0.88790296683211 0.826008750453252 0.838464051990408
"pmse.drug132" 0.861503271336173 0.866126077631231 0.875497942578801
"pmse.drug133" 0.794754251125739 0.820925096503954 0.816405430119106
"pmse.drug134" 0.740463730383923 0.749921993495709 0.736289147577464
"pmse.drug135" 0.653111478037495 0.636569039112315 0.644358827476875
"pmse.drug136" 0.851996567510405 0.855881493695566 0.868052981357468
"pmse.drug137" 0.773845686658927 0.823223656553581 0.796210472366257
"pmse.drug138" 0.689106320490484 0.709015213362354 0.699460827022677
"pmse.drug139" 0.866912819602646 0.885847550059694 0.862172271719729
"pmse.drug140" 0.799077476714328 0.827006802508524 0.832138007058458
"pmse.drug141" 0.689398577799498 0.661305613074964 0.650472404120076
"pmse.drug142" 0.79802386171748 0.815886832640904 0.826534447742506
"pmse.drug143" 0.790421704115178 0.761576190030191 0.759131988147191
"pmse.drug144" 0.955583150815106 0.953958477088664 0.983462627066051
"pmse.drug145" 0.788478421525199 0.828107614352902 0.814043558461335
"pmse.drug146" 0.80040577821643 0.775645192458273 0.832127413908001
"pmse.drug147" 0.88959357090126 0.923693708665794 0.913678869356218
"pmse.drug148" 0.591369462187308 0.614586317345364 0.625256000041623
"pmse.drug149" 0.913104363135452 0.993181221799401 0.935968774890084
"pmse.drug150" 0.80206784405283 0.783577752427135 0.803030706711053
"pmse.drug151" 0.835351437594354 0.848582740362043 0.855546486108291
"pmse.drug152" 0.874452367500713 0.927667272141943 0.930472857041324
"pmse.drug153" 0.895754633587335 0.945094986280192 0.89873144603171
"pmse.drug154" 0.808980635032759 0.838073585428644 0.838584335186376
"pmse.drug155" 0.733357366350877 0.791893444730891 0.774528860557854
"pmse.drug156" 0.787011684912466 0.868208802290623 0.864093467711848
"pmse.drug157" 0.650300717360781 0.692242392843836 0.70154470184961
"pmse.drug158" 0.843157178686318 0.761236709975555 0.754868080505103
"pmse.drug159" 0.783898776090614 0.787946603003365 0.78510743642396
"pmse.drug160" 0.921952434068077 0.963605035869038 0.945420995975214
"pmse.drug161" 0.820471257725373 0.777122818204436 0.773177662913237
"pmse.drug162" 0.75882397691028 0.748902306603365 0.742585979681948
"pmse.drug163" 0.641561087119799 0.689627502466379 0.658003393264686
"pmse.drug164" 0.775322871342977 0.792987357679255 0.801082802976151
"pmse.drug165" 0.750649153814509 0.822678642733676 0.839296475924467
"pmse.drug166" 0.778651644876084 0.868320785098171 0.85763826239826
"pmse.drug167" 0.67470724701303 0.672768332740672 0.676293193772707
"pmse.drug168" 0.637611454403026 0.670411055984974 0.682763508431168
"pmse.drug169" 0.882604233851614 0.862073786501405 0.869678730897675
"pmse.drug170" 0.639606220863224 0.774681696622633 0.781779135155847
"pmse.drug171" 0.819537036744967 0.865159573438794 0.857090546152762
"pmse.drug172" 0.885231657343844 0.816702290225257 0.822337311272676
"pmse.drug173" 0.892193749543598 0.876849554236077 0.871239724027676
"pmse.drug174" 0.478982537778115 0.52120995093951 0.518648499692938
"pmse.drug175" 0.912795656476341 0.894199327093984 0.895754407393416
"pmse.drug176" 0.807322452975257 0.832583548310072 0.853608133002427
"pmse.drug177" 0.750953435888969 0.782809338083916 0.786122740117046
"pmse.drug178" 0.649115790368066 0.669356778483661 0.661773821668641
"pmse.drug179" 0.912903360423906 0.884581301648886 0.885641894494428
"pmse.drug180" 1.08698808438731 0.989514438306511 0.975945208802109
"pmse.drug181" 0.928996713183997 0.936043408676123 0.928510335060533
"pmse.drug182" 0.848401989252952 0.86141922390037 0.867112828176842
"pmse.drug183" 0.84909386314827 0.882599200538459 0.882629971776848
"pmse.drug184" 0.796233466900426 0.821452366629071 0.809238289839492
"pmse.drug185" 1.14246833738592 1.06477996882408 1.05885853877972
"pmse.drug186" 0.784464392904807 0.797332973414079 0.771111937141888
"pmse.drug187" 0.480090979940233 0.561332294510254 0.531941722672467
"pmse.drug188" 0.983743969736035 1.02022575110162 1.01228263883193
"pmse.drug189" 0.823383961557072 0.849207070530928 0.8422609933533
"pmse.drug190" 0.709572649337948 0.756554079268285 0.751274605421022
"pmse.drug191" 1.00486981911496 1.01654105055984 1.00051654815341
"pmse.drug192" 0.832791866243154 0.911034949535874 0.856495535600087
"pmse.drug193" 0.541504477249264 0.509042986564952 0.526891797554335
"pmse.drug194" 0.711061926596643 0.704573610694281 0.708008072567324
"pmse.drug195" 0.844618925826657 0.819980898709822 0.823116665222387
"pmse.drug196" 0.625406922578019 0.67818330501305 0.669116990463897
"pmse.drug197" 0.877422866316692 0.919249255936518 0.919149353396804
"pmse.drug198" 0.750934251421543 0.778346660892621 0.783201869939371
"pmse.drug199" 0.615368118603365 0.622335625540602 0.618452572520351
"pmse.drug200" 0.730858754107104 0.771594497723057 0.754199085115623
"pmse.drug201" 0.656163183424299 0.638980424216763 0.641295028241325
"pmse.drug202" 0.924061310575007 0.837336972278556 0.842817891426587
"pmse.drug203" 0.561872109966718 0.559121062907506 0.572210272125412
"pmse.drug204" 0.689063689302625 0.709888363998848 0.720385073338414
"pmse.drug205" 0.73052101161347 0.711716779746449 0.698104991631158
"pmse.drug206" 0.659684951162822 0.759108014345841 0.752345326658942
"pmse.drug207" 1.01230939210088 1.04296593428563 0.987224072741834
"pmse.drug208" 0.798218174135636 0.773888568744377 0.74798612298992
"pmse.drug209" 0.759313481865659 0.725871543934502 0.723152711749988
"pmse.drug210" 1.02165545421252 1.00172331863128 0.986451256234827
"pmse.drug211" 0.718090639429254 0.722518599018192 0.72285776327176
"pmse.drug212" 0.718112908597423 0.729393125563781 0.716796857243737
"pmse.drug213" 0.659706302848083 0.664746138013234 0.660391936092361
"pmse.drug214" 0.7431516752353 0.831151227265133 0.861575141173322
"pmse.drug215" 0.61850373370182 0.618690908696512 0.619841118726404
"pmse.drug216" 0.490122635286965 0.488252365286966 0.491977794660581
"pmse.drug217" 0.767322546217644 0.754831525545492 0.751079405118096
"pmse.drug218" 0.678525880119932 0.677694528993296 0.672639511200954
"pmse.drug219" 0.778737515211479 0.808157721399842 0.811745729802045
"pmse.drug220" 0.64573809962919 0.683820945977123 0.694633868928337
"pmse.drug221" 0.538974174373002 0.590384857987337 0.5873198335046
"pmse.drug222" 0.784077938588268 0.77138492773801 0.766950546242031
"pmse.drug223" 0.756804610302605 0.812391110514756 0.808276349451284
"pmse.drug224" 0.855799681378122 0.855611538829165 0.859094887271736
"pmse.drug225" 0.804733378626076 0.878843464961205 0.880798646591045
"pmse.drug226" 0.630519485338034 0.652733160352228 0.64861850160937
"pmse.drug227" 0.720375207754478 0.750943813291503 0.75253069121807
"pmse.drug228" 0.859988812573946 0.89729663749693 0.893072214787048
"pmse.drug229" 0.663477542892035 0.709646165681394 0.710447825172836
"pmse.drug230" 0.909190059609361 0.938322533188436 0.932634054529057
"pmse.drug231" 0.830944120510049 0.867929368220598 0.883673796100948
"pmse.drug232" 0.778395774740448 0.821744588276699 0.820715352229941
"pmse.drug233" 0.738285746229599 0.811302685573277 0.771072217073817
"pmse.drug234" 0.727792368260403 0.76983861172667 0.753301972802441
"pmse.drug235" 0.664756658986825 0.73541640564663 0.700499997628471
"pmse.drug236" 0.656175545199924 0.737649784926553 0.71763538093379
"pmse.drug237" 0.566487130287566 0.577814933349126 0.567780901393087
"pmse.drug238" 0.476396030570642 0.54972185157348 0.548596479760253
"pmse.drug239" 0.633024367031311 0.630662704770969 0.626435418884138
"pmse.drug240" 0.643048463133064 0.657521122270522 0.66856233073399
"pmse.drug241" 0.851431504210413 0.870899581249473 0.865177817146419
"pmse.drug242" 0.70772186527523 0.724318736110551 0.724297505895527
"pmse.drug243" 0.698954696427466 0.726674953494715 0.752336637163882
"pmse.drug244" 0.853540694915332 0.846792719737581 0.844163508506599
"pmse.drug245" 0.635227266336074 0.742325456076735 0.752030335895586
"pmse.drug246" 0.579534782256195 0.583815359744564 0.573925757775776
"pmse.drug247" 0.847705679625322 0.811105957713877 0.806050956651551
"pmse.drug248" 0.852080847137169 0.813472026647466 0.814970020672929
"pmse.drug249" 0.792460075025964 0.766061671637593 0.755492272579232
"pmse.drug1" 0.646366392277257 0.619290225710965 0.617625170251612
"pmse.drug2" 0.53067589320929 0.541213765399103 0.531485209784132
"pmse.drug3" 0.822787237896112 0.936603652624563 0.933824611378621
"pmse.drug4" 0.907310077416679 1.00105536454009 0.927726859873968
"pmse.drug5" 0.611746939370433 0.639142515857349 0.618334518960028
"pmse.drug6" 0.632654897924099 0.657721783764894 0.647588768749786
"pmse.drug7" 0.753016230201912 0.789924017968752 0.791699238266677
"pmse.drug8" 0.873867138204678 0.945636325232493 0.89215957266594
"pmse.drug9" 0.864506128412049 0.812450863440316 0.81673874486486
"pmse.drug10" 0.815499182484018 0.803628412703046 0.804329966600323
"pmse.drug11" 0.830926196123274 0.929309723018306 0.937495988659152
"pmse.drug12" 0.779907170367327 0.796236093694753 0.802505353853704
"pmse.drug13" 0.607833703613886 0.644601658504156 0.645226493503039
"pmse.drug14" 0.98972342474822 0.950743890882779 0.952466654537036
"pmse.drug15" 0.662337991360571 0.691727579331608 0.699992779974981
"pmse.drug16" 0.573857099484001 0.535203992082842 0.550599260737974
"pmse.drug17" 0.826090993758208 0.864150121708552 0.867444313828018
"pmse.drug18" 0.683828513136636 0.726556574528193 0.730857437874187
"pmse.drug19" 0.621651172844613 0.650781508404514 0.648773438099427
"pmse.drug20" 0.902990947935107 0.935977200299896 0.927279276816925
"pmse.drug21" 0.780212043988641 0.799965291290027 0.805113683877794
"pmse.drug22" 0.952051128934216 0.917777218142849 0.917148653488337
"pmse.drug23" 0.856532136823486 0.870757479981486 0.89218369446627
"pmse.drug24" 0.799838130409194 0.805056803729579 0.803138912976461
"pmse.drug25" 0.548682690283928 0.565205734227029 0.560363452598319
"pmse.drug26" 0.840344960984408 0.784108314313107 0.790824249192829
"pmse.drug27" 0.584748954642603 0.628226490732045 0.630472035453212
"pmse.drug28" 0.863213708628896 0.956681248169428 0.94273128273574
"pmse.drug29" 0.936350837680453 0.929690232844748 0.921351169976795
"pmse.drug30" 0.971778806845577 0.972131855470594 0.959162019326706
"pmse.drug31" 0.846587048159758 0.840098226102259 0.814447209285836
"pmse.drug32" 0.828813429411628 0.856931510118248 0.85022133989945
"pmse.drug33" 0.946943130732914 0.958232651953479 0.95538130607773
"pmse.drug34" 0.722033233993694 0.738978070402264 0.735205491245062
"pmse.drug35" 0.586863480174482 0.620199866168597 0.612468712337475
"pmse.drug36" 0.736969682899215 0.729178249323317 0.726567197377284
"pmse.drug37" 0.857191467532043 0.861078227446984 0.853962661212416
"pmse.drug38" 0.844831775585294 0.923202076977932 0.867481491046182
"pmse.drug39" 0.844582100560727 0.85666407901583 0.857653483248948
"pmse.drug40" 0.763723698930917 0.837887018622078 0.806984781621257
"pmse.drug41" 0.749052305370306 0.774907662166046 0.751845292281635
"pmse.drug42" 0.870709180008263 0.847510221910002 0.841189873457241
"pmse.drug43" 0.652913875372538 0.7001371461872 0.683658905529415
"pmse.drug44" 0.767489166635443 0.813749316189806 0.765897108797048
"pmse.drug45" 0.659570542733803 0.674853792828989 0.694069594061051
"pmse.drug46" 0.838887808884005 0.815545307951988 0.789524143101081
"pmse.drug47" 0.822130478803823 0.800565354207871 0.80064129984068
"pmse.drug48" 0.903023681713117 0.929733775156663 0.930780077866632
"pmse.drug49" 0.705139476161553 0.713384035533206 0.724027218515073
"pmse.drug50" 0.854556735686468 0.782624829443483 0.777185564654854
"pmse.drug51" 0.50774539422234 0.543126744175428 0.53943052211525
"pmse.drug52" 0.852468891096561 0.812467516893188 0.821922892739072
"pmse.drug53" 0.710422083552919 0.725529990439861 0.74642669057091
"pmse.drug54" 0.571087975568172 0.570270938497054 0.576263118964802
"pmse.drug55" 0.9198841733342 0.924368796931521 0.929692928990816
"pmse.drug56" 0.909095218879542 0.939882096125856 0.906302383961707
"pmse.drug57" 0.88021965287126 0.882172751757001 0.836346186617342
"pmse.drug58" 0.825518526474275 0.800079718211194 0.802850530610474
"pmse.drug59" 0.907010577397327 0.920517147396212 0.906143946982785
"pmse.drug60" 0.788765285504151 0.765664723585125 0.771436403414422
"pmse.drug61" 0.933343526426541 0.973079054368315 0.971669600849757
"pmse.drug62" 0.859842610291312 0.863484618374636 0.876989166919804
"pmse.drug63" 0.806337633370963 0.835264650160922 0.836604478479149
"pmse.drug64" 0.780155294437938 0.777579235778334 0.782664427668243
"pmse.drug65" 0.888083326116395 0.908198167605127 0.911338270922023
"pmse.drug66" 0.816281949254751 0.863879030821193 0.876784054379729
"pmse.drug67" 0.769231702190543 0.799119558520982 0.797876507892787
"pmse.drug68" 0.977753688235205 0.959595385716943 0.94295846418431
"pmse.drug69" 0.90110948541348 0.832864882915156 0.831350359154988
"pmse.drug70" 0.92881419614406 0.895142439117364 0.895268712717557
"pmse.drug71" 0.760728365911131 0.771558120751125 0.774984533185115
"pmse.drug72" 0.785508500966144 0.792925903037606 0.794467601608462
"pmse.drug73" 0.626102703605053 0.601729557526631 0.603587529211361
"pmse.drug74" 0.840148566967364 0.845253900387988 0.839894851551962
"pmse.drug75" 0.829428927118775 0.873240662721594 0.876923921022259
"pmse.drug76" 0.948248134460155 0.934450375823012 0.926727214231142
"pmse.drug77" 0.672767430269202 0.668228778445722 0.658175269320738
"pmse.drug78" 0.878466226762088 0.828950268809454 0.827392396539731
"pmse.drug79" 0.754473068963055 0.761828494131253 0.745805621513272
"pmse.drug80" 0.72775529222174 0.866613859801233 0.866390204220271
"pmse.drug81" 0.647293247485915 0.648375973529552 0.627735554028455
"pmse.drug82" 0.934780010958814 0.955201005954934 0.949850022885715
"pmse.drug83" 0.751573007356518 0.737310581062169 0.732557578187147
"pmse.drug84" 0.78084282936187 0.778922272658939 0.781005468952759
"pmse.drug85" 0.83200081755901 0.882209493818678 0.8786860191311
"pmse.drug86" 0.64511915077061 0.670323158892311 0.653049098270735
"pmse.drug87" 0.752365639968505 0.724629395500342 0.73166494585309
"pmse.drug88" 0.921039189521027 0.967503810920107 0.962217135730565
"pmse.drug89" 0.845301103595346 0.900892326369313 0.893289445350188
"pmse.drug90" 0.648018638984315 0.708678433738079 0.645666740790389
"pmse.drug91" 0.904110538728514 0.890958083332158 0.899800707394663
"pmse.drug92" 0.764593381907297 0.807855904276608 0.784867590021221
"pmse.drug93" 0.48883196775151 0.51793856978035 0.516046433246704
"pmse.drug94" 0.817280451107231 0.883582296306318 0.875076680755109
"pmse.drug95" 0.737935031169781 0.696357990822967 0.689397119889174
"pmse.drug96" 0.828813528541187 0.83586468893352 0.834182989289858
"pmse.drug97" 0.894775010892934 0.931716519489929 0.902753426029203
"pmse.drug98" 0.789272734205586 0.784017534717233 0.786052919086033
"pmse.drug99" 0.706974598003877 0.761173389341803 0.761944209343503
"pmse.drug100" 0.786680475691724 0.867128463068168 0.861460519117845
"pmse.drug101" 0.965348285897782 0.924462941317951 0.908866751632216
"pmse.drug102" 0.825314118202049 0.896952279651559 0.894108392946142
"pmse.drug103" 0.853419519146039 0.916385426833254 0.922112601294537
"pmse.drug104" 0.700112394974592 0.7169087188052 0.70681024357706
"pmse.drug105" 0.93970050324044 0.944573699400232 0.946797341955205
"pmse.drug106" 0.517157632068288 0.567207933859024 0.570762204360327
"pmse.drug107" 0.695150620566475 0.709303727556778 0.707134969113262
"pmse.drug108" 0.519304420224391 0.54024373374686 0.544593368225274
"pmse.drug109" 0.886165696614059 0.881958804822182 0.877202458753361
"pmse.drug110" 0.56047906956417 0.613416647938733 0.616072623475435
"pmse.drug111" 0.752720040635129 0.806270361919955 0.82504929417423
"pmse.drug112" 1.06292133157027 1.18168869966008 1.13713783837514
"pmse.drug113" 0.710132234259678 0.734251858965357 0.738005459606342
"pmse.drug114" 0.839485390023609 0.889803967189243 0.875802857985158
"pmse.drug115" 0.954465276507408 0.903744101265363 0.908996583887397
"pmse.drug116" 0.874146821697499 0.89678182625693 0.867375605689454
"pmse.drug117" 0.852309018408238 0.883761006181661 0.877513608692017
"pmse.drug118" 0.899500911259714 0.891900718995918 0.868491987904237
"pmse.drug119" 0.671917685709356 0.677704267337692 0.674618928504704
"pmse.drug120" 0.60598532436613 0.592945034454324 0.58660551124984
"pmse.drug121" 0.980229087801211 1.00652064395719 0.999699538540892
"pmse.drug122" 0.833712501805436 0.856774802429441 0.830487191691121
"pmse.drug123" 0.791729537491328 0.824076171997706 0.840185457640029
"pmse.drug124" 0.94211148848908 0.876518604756763 0.886966439286973
"pmse.drug125" 0.862341117955619 0.922874884417473 0.921165962462901
"pmse.drug126" 0.785118214895621 0.775874544208913 0.773485417451208
"pmse.drug127" 0.600661500172068 0.610490059378654 0.605730553998412
"pmse.drug128" 0.834555203047739 0.856784518659473 0.837974485492506
"pmse.drug129" 0.725987434979129 0.786029507798006 0.768198049672129
"pmse.drug130" 0.645474035003088 0.6742492230392 0.67349584799222
"pmse.drug131" 0.814865144829929 0.822737198286927 0.827549140159639
"pmse.drug132" 0.77497236142249 0.7692742800508 0.782285344066305
"pmse.drug133" 0.730633121338488 0.733587486442007 0.755193444437125
"pmse.drug134" 0.705628289513084 0.655542554279367 0.687874031364765
"pmse.drug135" 0.540375423688376 0.560880754478586 0.561312428421276
"pmse.drug136" 0.856302413079316 0.889243728722243 0.846776943340927
"pmse.drug137" 0.872549600948494 0.878069301715553 0.878103031572956
"pmse.drug138" 0.683258845464512 0.772055274327986 0.735741894794374
"pmse.drug139" 0.750010119589112 0.800594090902529 0.789339878546272
"pmse.drug140" 0.776959316846159 0.778531658475078 0.78095792882647
"pmse.drug141" 0.602035308207648 0.594531984316872 0.593914218110716
"pmse.drug142" 0.682042448997219 0.705007731670895 0.713710242532586
"pmse.drug143" 0.902926850788964 0.876839765304049 0.872099509519455
"pmse.drug144" 0.962091495189707 0.989922631993965 0.995185872343225
"pmse.drug145" 0.75289076390307 0.805148734190881 0.795236072946656
"pmse.drug146" 0.768067820293185 0.757328878034259 0.74105582862244
"pmse.drug147" 0.927891893954025 0.919173437940541 0.913011248075121
"pmse.drug148" 0.660034269149749 0.73911302311792 0.727531805535934
"pmse.drug149" 0.777431758736017 0.853992192449274 0.820282680406012
"pmse.drug150" 0.850369353008966 0.889866320601038 0.89172584244066
"pmse.drug151" 0.911808309286167 0.936882106131216 0.925429700121146
"pmse.drug152" 0.994564432137177 1.04764789910122 1.03578279328242
"pmse.drug153" 0.950474129909202 0.969770865884308 0.960062476674494
"pmse.drug154" 0.762752974006357 0.837950979411433 0.841406562358571
"pmse.drug155" 0.788914644654893 0.834666662552351 0.824174439102512
"pmse.drug156" 0.968474398583792 0.972173075560192 0.957821620713496
"pmse.drug157" 0.523502274654251 0.533400215847025 0.52729368115576
"pmse.drug158" 0.773737890415373 0.744020924356234 0.743324108844162
"pmse.drug159" 0.673754857527569 0.659675795933331 0.654245066090175
"pmse.drug160" 0.906007560258802 0.931278596365817 0.930519383223019
