"set1.cram.enig" "set1.cram.studentst" "set1.corbest.enig" "set1.corbest.studentst" "set1.msebest.enig" "set1.msebest.studentst" "set1.cover.enig" "set1.cover.studentst" "set2.cram.enig" "set2.cram.studentst" "set2.corbest.enig" "set2.corbest.studentst" "set2.msebest.enig" "set2.msebest.studentst" "set2.cover.enig" "set2.cover.studentst" "set3.cram.enig" "set3.cram.studentst" "set3.corbest.enig" "set3.corbest.studentst" "set3.msebest.enig" "set3.msebest.studentst" "set3.cover.enig" "set3.cover.studentst" "set4.cram.enig" "set4.cram.studentst" "set4.corbest.enig" "set4.corbest.studentst" "set4.msebest.enig" "set4.msebest.studentst" "set4.cover.enig" "set4.cover.studentst" "set5.cram.enig" "set5.cram.studentst" "set5.corbest.enig" "set5.corbest.studentst" "set5.msebest.enig" "set5.msebest.studentst" "set5.cover.enig" "set5.cover.studentst" "set6.cram.enig" "set6.cram.studentst" "set6.corbest.enig" "set6.corbest.studentst" "set6.msebest.enig" "set6.msebest.studentst" "set6.cover.enig" "set6.cover.studentst"
"rep21" 1226.56297369062 1225.77715497785 0.715714706075897 0.711652192982793 0.970161095399041 0.971259990279265 0.0696517412935323 0.0746268656716418 1227.84588413582 1223.94018168911 0.711816177787213 0.718602678001231 0.968954579390159 0.968901684210633 0.0696517412935323 0.0696517412935323 1225.45467088807 1221.8705826513 0.712534706919474 0.718058274567855 0.968311198707347 0.968253772845894 0.0646766169154229 0.0696517412935323 1233.4334455621 1382.36432856277 0.673472865343114 0.599835495889233 0.971531817434437 0.959604568235583 0.0696517412935323 0.054726368159204 1233.21910523203 1247.6498307223 0.679284223921964 0.714328404707296 0.969602413767658 0.967509973681268 0.0696517412935323 0.0597014925373134 1230.33445371751 1224.61424383909 0.677326409012874 0.717100099680709 0.969175434147342 0.968489642807133 0.0646766169154229 0.0696517412935323
"rep22" 1184.01273960898 1178.53393247303 0.741147585248214 0.752048503610038 0.85793748095246 0.857605075094001 0.109452736318408 0.119402985074627 1182.97386381634 1176.46394871621 0.742555978505281 0.748844198079597 0.856234437356644 0.856307581025139 0.119402985074627 0.114427860696517 1183.37303711152 1178.66474662843 0.740972607213782 0.747811455237657 0.855621607891931 0.85555729112767 0.114427860696517 0.114427860696517 1191.92263666185 1180.02996828526 0.708426682294323 0.74739771292594 0.857783216287516 0.859147937906767 0.119402985074627 0.114427860696517 1192.30144728242 1178.48090157596 0.707442724808965 0.750247658416814 0.856688109682997 0.856565124830149 0.114427860696517 0.109452736318408 1191.56612726366 1177.107047897 0.718362962782533 0.750092597809945 0.854341300817238 0.855673031898208 0.109452736318408 0.114427860696517
"rep23" 1190.60171540093 1187.53699963644 0.730549311039647 0.743996155742628 1.1313131633393 1.13084555601489 0.104477611940299 0.0945273631840796 1193.66696290138 1184.51651285669 0.729694064735825 0.746653950488909 1.12988859875713 1.12861899215717 0.0895522388059701 0.0995024875621891 1193.69226604789 1188.90893914051 0.728239157374079 0.747183196478526 1.12938972385121 1.12774398955985 0.0945273631840796 0.104477611940299 1200.26395575538 1186.52838302861 0.686609485258947 0.750038032388643 1.1339594621476 1.13053721385266 0.0995024875621891 0.0995024875621891 1201.16708503011 1182.02483451604 0.691860880362955 0.742335733298298 1.13136798401808 1.1296119707782 0.104477611940299 0.0995024875621891 1201.82209573597 1184.47192679956 0.687136014130358 0.746506830672605 1.13139367177578 1.12825423092439 0.0995024875621891 0.0995024875621891
"rep24" 1167.84098659918 1168.86070341806 0.702529622766842 0.701929780734213 0.855494782177963 0.856617975469023 0.114427860696517 0.114427860696517 1168.74495488483 1163.16083436026 0.700688685117122 0.702407273607298 0.854229716008189 0.854760996479599 0.114427860696517 0.114427860696517 1166.6263231878 1167.03878894644 0.703090942976549 0.703704415900005 0.852976717617889 0.853378003309599 0.109452736318408 0.114427860696517 1165.47047863931 1168.32625106423 0.693519854439234 0.700919438834758 0.855553166637469 0.857430117181624 0.114427860696517 0.114427860696517 1169.61096906014 1162.44689989276 0.693109598025676 0.703859726293336 0.853329767601035 0.855087654485937 0.104477611940299 0.114427860696517 1167.90750277205 1168.10640191623 0.689205603705315 0.701997105492408 0.852823635021566 0.853951891275522 0.109452736318408 0.114427860696517
"rep25" 1256.1169541751 1256.63445284665 0.748718590176944 0.748202414143061 0.829435348220901 0.829902764256382 0.0845771144278607 0.0845771144278607 1258.13003312264 1255.96386908424 0.749894127838882 0.747684627608833 0.828015191495035 0.828591148954867 0.0845771144278607 0.0895522388059701 1255.93092360829 1254.07011925901 0.750002068771018 0.746797706421237 0.827368272046871 0.828041349779699 0.0845771144278607 0.0845771144278607 1254.1214574937 1254.25538996817 0.744009539675935 0.747457597468301 0.828658744952479 0.83036981995806 0.0796019900497512 0.0845771144278607 1256.39473550159 1256.74490428933 0.741645337003267 0.748876107945297 0.827019822690501 0.828579045810558 0.0746268656716418 0.0845771144278607 1257.71552193706 1255.7223158911 0.739163885696966 0.748026255512344 0.826854722041695 0.828150815065181 0.0895522388059701 0.0845771144278607
"rep26" 1144.29022730848 1143.30814881292 0.664156621422102 0.664801066630165 0.777383283907604 0.778208643726663 0.149253731343284 0.149253731343284 1141.25203066316 1138.11057436897 0.66173666860546 0.664227343966393 0.776156123950422 0.776376881727474 0.149253731343284 0.149253731343284 1144.05015305788 1138.24089595878 0.660065438377159 0.661474621956722 0.775471835550295 0.775830629020191 0.149253731343284 0.149253731343284 1161.0347475352 1138.66890281366 0.632580023676013 0.662297327219826 0.777224038958141 0.779489197476418 0.129353233830846 0.149253731343284 1161.72159971574 1135.29947134773 0.629420637200778 0.672804464973485 0.776242627565148 0.775535878322345 0.139303482587065 0.149253731343284 1160.23984708486 1137.69406353392 0.624423702275847 0.66199599415822 0.775358041465122 0.775960898777595 0.134328358208955 0.149253731343284
"rep27" 1253.05110666874 1250.29499297488 0.689571313795526 0.693222313123381 0.881342510712659 0.881394147313424 0.0597014925373134 0.0646766169154229 1252.05409914274 1255.66326084463 0.688255138101859 0.693358888241924 0.880507876157675 0.88035781860497 0.0597014925373134 0.0597014925373134 1254.79163222898 1253.02339341377 0.686532871762898 0.690663621239747 0.880131078675448 0.880058018051154 0.054726368159204 0.0646766169154229 1252.31847441832 1256.89326763559 0.670670076786567 0.690490100403283 0.881619506159797 0.88133728002822 0.0597014925373134 0.0646766169154229 1252.5542298252 1254.54323185026 0.667511153030057 0.65299554525362 0.880804776312135 0.88182991441938 0.0646766169154229 0.0597014925373134 1256.68190181805 1258.68228504778 0.665953184805495 0.665164363618529 0.880128502716782 0.882216422773595 0.0597014925373134 0.054726368159204
"rep28" 1337.95318729248 1337.92766660439 0.750817363644133 0.744213162663838 0.873412395137806 0.874016949611226 0.0597014925373134 0.0597014925373134 1339.15416781201 1337.57412633907 0.750141272714986 0.747252389588659 0.872871093183672 0.873393837269913 0.0597014925373134 0.0597014925373134 1337.45128637219 1337.83776541633 0.7489107444895 0.751700033420581 0.872603057244198 0.872822008909005 0.0597014925373134 0.0597014925373134 1341.26409706724 1338.50642737766 0.720120030999283 0.749947852490645 0.873510168174191 0.87392184876679 0.054726368159204 0.0597014925373134 1340.77836556456 1337.18784371438 0.72398076891052 0.744354248630633 0.872534280407874 0.873741617347533 0.0597014925373134 0.0597014925373134 1340.57802416901 1337.71942524713 0.717156748315194 0.751168646089854 0.872643366391337 0.872838742063255 0.054726368159204 0.0597014925373134
"rep29" 1205.91629720808 1204.2808883269 0.710448214601201 0.705702384231218 0.803874665608981 0.805066046569873 0.124378109452736 0.129353233830846 1205.46891822552 1202.60277548022 0.70774223595434 0.710082871214592 0.803026194249832 0.803382319337862 0.124378109452736 0.124378109452736 1205.76411448661 1206.13291521964 0.712957502269929 0.707327180608072 0.801872116099859 0.802886266695162 0.124378109452736 0.129353233830846 1208.63517421833 1202.32885581077 0.701794740914517 0.706155128219413 0.802834706802298 0.805130526075359 0.119402985074627 0.134328358208955 1212.10114274787 1208.40106535466 0.695004275907304 0.706229747756677 0.801883762570647 0.803896823106568 0.124378109452736 0.124378109452736 1211.53755824287 1203.8195677975 0.695607879517246 0.707007513202139 0.801172979333213 0.803100838142252 0.129353233830846 0.124378109452736
"rep30" 1160.51398537746 1158.85948192527 0.696924732743118 0.693481462818708 0.837643513162311 0.838354913610878 0.119402985074627 0.114427860696517 1157.65613458192 1159.04104798619 0.694287623976976 0.6973260787851 0.836587750333352 0.836514067118501 0.114427860696517 0.114427860696517 1161.0688755458 1160.88571358188 0.696454024120206 0.696756804295316 0.835530054159137 0.835891606509576 0.114427860696517 0.109452736318408 1167.34475935374 1157.3129024524 0.659632420409574 0.694993921345094 0.839610905735541 0.838587747663928 0.124378109452736 0.119402985074627 1161.3029388629 1159.60635208402 0.664430348265134 0.698083512237817 0.838029524906146 0.836613568508256 0.119402985074627 0.119402985074627 1161.44997860912 1157.17616045933 0.658858054151142 0.694832228952961 0.837790794515285 0.836249555312448 0.119402985074627 0.109452736318408
"rep31" 1273.62191687814 1270.25500033435 0.694012112803674 0.698294018951455 0.807889842198428 0.808173284877072 0.0945273631840796 0.0945273631840796 1274.52184271298 1271.25987917729 0.692611864512093 0.698857085129065 0.80718093263288 0.807194854878509 0.0945273631840796 0.0945273631840796 1275.93768361602 1270.36074529713 0.692950147465709 0.699238046532292 0.806699827401653 0.806772053415106 0.0945273631840796 0.0945273631840796 1291.15427438317 1267.87800287013 0.62079690370745 0.697734649679158 0.809767540406666 0.808530034052536 0.0845771144278607 0.0945273631840796 1289.24913807233 1269.2297986494 0.621447616864887 0.696849435421266 0.808908512541974 0.807652629769195 0.0845771144278607 0.0945273631840796 1293.3500070987 1269.42648658482 0.615818195744226 0.70081060761933 0.808858400249655 0.806745237146187 0.0845771144278607 0.0945273631840796
