"chifisher" "pfisher" "harmonic"
"ENSG00000004799" 120.286591748887 2.98391690667416e-06 0.0122662890590459
"ENSG00000004809" 274.293399276151 7.81937774650499e-30 6.9550195496438e-07
"ENSG00000004838" 72.465270094989 0.0957692224076612 0.0983830689691223
"ENSG00000004846" 241.271249429911 3.30453163466565e-24 6.75112709594481e-11
"ENSG00000004848" 49.6178069411091 0.775340127515378 0.305591034817711
"ENSG00000004864" 175.67096567565 9.02887609059561e-14 1.52793193810817e-05
"ENSG00000004866" 119.809773194636 3.39930311483604e-06 0.0149004829444833
"ENSG00000004897" 129.726774491792 2.08592557822398e-07 0.0212312581317301
"ENSG00000004939" 177.455301619517 4.8878106692404e-14 9.9893072902105e-15
"ENSG00000004948" 41.8872758819561 0.945091223281076 0.439947567030177
"ENSG00000004961" 209.14645400583 5.98965727043419e-19 1.12196169942998e-05
"ENSG00000004975" 144.667630598827 2.34477240647785e-09 0.00189646301158603
"ENSG00000005001" 306.697423356591 1.59663335429305e-35 4.28457103971835e-08
"ENSG00000005007" 121.503851904085 2.13543447519524e-06 0.0120186322106663
"ENSG00000005020" 95.9627555889227 0.00126957154909011 0.000768364484209365
"ENSG00000005022" 64.2093659326623 0.268101837051335 0.112757833947024
"ENSG00000005059" 132.061789707247 1.05647090691659e-07 0.00016095965190291
"ENSG00000005073" 50.2919131364371 0.754094364083708 0.270253337519518
"ENSG00000005075" 110.25838672627 4.22520722802021e-05 0.0116861287851165
"ENSG00000005102" 80.8419622010964 0.0254106792185948 0.124776080765267
"ENSG00000005108" 85.91334961617 0.0100705685016012 0.121888461740722
"ENSG00000005156" 141.159926260227 6.91388931736214e-09 9.56244159456077e-06
"ENSG00000005175" 108.502107972313 6.58264310444944e-05 0.0642182641196375
"ENSG00000005187" 75.5625968584212 0.0604908936268971 0.128376991711219
"ENSG00000005189" 86.7515277314731 0.00857194870248257 0.0861793444918122
"ENSG00000005194" 43.7072291853215 0.91799571391568 0.228842624878913
"ENSG00000005206" 193.069745634228 2.03584696025333e-16 2.55376648047255e-05
"ENSG00000005238" 158.05165189905 3.29988642040551e-11 0.000202831161087533
"ENSG00000005243" 89.7561443922977 0.00472524054380417 0.00627044668391965
"ENSG00000005249" 100.842380020109 0.000419933302927817 0.00554035014829222
"ENSG00000005302" 123.146363341506 1.35404928369108e-06 0.000180585713385073
"ENSG00000005339" 101.385521152349 0.000369901307853544 0.04154976680863
"ENSG00000005379" 308.651202212433 7.17075826131587e-36 1.40467233600965e-12
"ENSG00000005381" 256.718334578575 8.16258418909802e-27 1.42487625004972e-06
"ENSG00000005421" 75.2287667223703 0.063677109750928 0.0740835978331648
"ENSG00000005436" 100.778323514112 0.000426243020375654 0.0390960704143825
"ENSG00000005448" 108.599416626578 6.42401781062318e-05 0.0146215173956856
"ENSG00000005469" 184.626713155114 4.03867825478431e-15 0.00126031043799849
"ENSG00000005471" 175.949400178017 8.2058558510053e-14 2.84253271787731e-05
"ENSG00000005483" 156.48780846336 5.48808017701706e-11 0.00350171293596633
"ENSG00000005486" 97.2655616100697 0.000950581988489163 0.0218526359455764
"ENSG00000005513" 120.827622011871 2.57244892484308e-06 0.000337552590798971
"ENSG00000005700" 88.6700882350821 0.00587903252151344 0.0368045770027176
"ENSG00000005801" 116.485254947605 8.33712360987276e-06 0.00441063319424838
"ENSG00000005810" 277.433246848924 2.23120617393636e-30 1.34777010157958e-08
"ENSG00000005812" 57.57514367864 0.491047265765317 0.259738843725439
"ENSG00000005844" 480.694541175444 7.10213640691554e-68 4.65230556137666e-18
"ENSG00000005882" 59.725338881673 0.412768225307784 0.133436136373152
"ENSG00000005884" 447.295665284936 1.7077595629907e-61 2.47452404805887e-18
"ENSG00000005889" 84.1920086212893 0.0139210960755283 0.0387982651951641
"ENSG00000005893" 158.11306294852 3.23444836150242e-11 6.69347534795216e-06
"ENSG00000005955" 109.102437265437 5.66113939521237e-05 0.0566477542513579
"ENSG00000005961" 75.3608747716439 0.0623998402887905 0.0330067679578172
"ENSG00000005981" 92.6104924032673 0.00261713316713135 0.00716298072177475
"ENSG00000006007" 319.951734000065 6.84893290161882e-38 5.38500511027964e-08
"ENSG00000006015" 138.549533501538 1.52975318436232e-08 0.0312705830472621
"ENSG00000006016" 93.2920074715036 0.00226491755216537 0.079764751046563
"ENSG00000006025" 93.2952662149346 0.00226334559649142 0.0539868811762894
"ENSG00000006042" 103.067159235327 0.000248621681223558 0.0253350932956361
"ENSG00000006047" 99.8916298151713 0.000523432688112183 0.073990169412107
"ENSG00000006059" 109.574423911917 5.02544227134861e-05 0.0562675939090793
"ENSG00000006062" 157.26896270228 4.25805816893363e-11 8.19608052536515e-07
"ENSG00000006071" 66.286959229074 0.212781925410526 0.171115233305714
"ENSG00000006074" 124.412584947846 9.50023671202554e-07 0.000565713640135241
"ENSG00000006075" 276.750582810988 2.93146364885579e-30 3.94468505031519e-08
"ENSG00000006114" 144.026444155929 2.86061796185564e-09 0.0016288238557915
"ENSG00000006116" 69.0958488481365 0.151029961272277 0.0714212087749426
"ENSG00000006118" 375.432226015006 5.24220304727103e-48 1.40194088563479e-12
"ENSG00000006125" 107.057939191235 9.43122252140157e-05 0.0142655915092457
"ENSG00000006128" 53.8914797610185 0.628749866904316 0.155873087882922
"ENSG00000006194" 95.9001212663526 0.00128721015078073 0.0536455385417381
"ENSG00000006210" 118.933166724678 4.31505055730017e-06 0.00287109032536389
"ENSG00000006282" 228.501160596586 4.34520799512253e-22 1.55383701440871e-07
"ENSG00000006283" 57.0435414287128 0.5108752929629 0.152546272868423
"ENSG00000006327" 517.056495042083 6.89047578902269e-75 1.54587419688673e-20
"ENSG00000006377" 82.8722762875682 0.0177258905015058 0.0384521720107644
"ENSG00000006432" 278.316326164197 1.5670602382068e-30 0.00011827353026441
"ENSG00000006451" 127.057978173106 4.49209090765611e-07 0.00123375200308409
"ENSG00000006453" 445.46986647689 3.79671302444461e-61 5.40069385346901e-15
"ENSG00000006459" 70.4292728606788 0.126832749258273 0.0728200132668782
"ENSG00000006468" 151.88906135747 2.41145409694342e-10 0.000297507292411982
"ENSG00000006530" 105.030920464135 0.000155013379193489 0.0143971910093547
"ENSG00000006534" 296.6647459689 9.56237182617648e-34 1.25487171165405e-08
"ENSG00000006555" 255.441192531228 1.3461709159218e-26 6.74795915562901e-08
"ENSG00000006576" 141.174896920949 6.88228973501263e-09 0.000181187465969644
"ENSG00000006606" 144.316662787584 2.61456524103865e-09 2.24830149833304e-06
"ENSG00000006607" 152.072377042241 2.27432398215778e-10 1.97418698769549e-07
"ENSG00000006611" 74.5171695683247 0.0709376043859641 0.0428600526313371
"ENSG00000006625" 78.5044078157909 0.037782160729933 0.00426500433672655
"ENSG00000006634" 119.242078738901 3.96778744378406e-06 0.0011877312484233
"ENSG00000006638" 85.1124817260682 0.0117219430079561 0.00695215139959856
"ENSG00000006652" 183.970187978621 5.08312403871028e-15 9.56464390910686e-05
"ENSG00000006659" 86.4064893973318 0.00916225305354844 0.0948200687375129
"ENSG00000006695" 52.385236238481 0.683211057586697 0.208938530304498
"ENSG00000006704" 270.631980141437 3.35970095043043e-29 1.5294119001297e-10
"ENSG00000006712" 135.72208387416 3.57766959056876e-08 0.00115433340755726
"ENSG00000006715" 77.9146027820299 0.0416288282528868 0.109024455659143
"ENSG00000006740" 102.153241758969 0.000308801170118161 0.00219272251482528
"ENSG00000006744" 80.4821049606092 0.0270450961625942 0.0567397187205496
"ENSG00000006747" 101.832050373074 0.000333086803297308 0.0442347995337622
"ENSG00000006756" 324.300799727588 1.13292882488161e-38 7.99641380568523e-10
"ENSG00000006757" 150.024353756416 4.36472866396455e-10 2.39084441042825e-05
"ENSG00000006788" 48.5034803837178 0.80845325316979 0.0877984351367432
"ENSG00000006831" 83.2169803626435 0.0166511704268201 0.134520916422849
"ENSG00000006837" 151.571136357133 2.66892619244485e-10 0.000849904780800451
"ENSG00000007001" 63.8407717091095 0.278754670964538 0.229898255564339
"ENSG00000007038" 104.197777580554 0.00018962264995057 0.0118131878955979
"ENSG00000007047" 141.470405338059 6.28689240637476e-09 0.0187309002111936
"ENSG00000007062" 121.946327053076 1.88967786136547e-06 0.010376391172731
"ENSG00000007080" 98.7206914875609 0.00068446247687328 0.0154287307960454
"ENSG00000007129" 307.414710164642 1.19023528170711e-35 1.81219593759381e-15
"ENSG00000007168" 98.4900263135453 0.000721304746478862 0.012724277860425
"ENSG00000007171" 42.4623693544949 0.937344120298396 0.272770406454354
"ENSG00000007174" 129.044682283971 2.54045263370281e-07 0.00527859490035027
"ENSG00000007202" 65.0872462394841 0.243735375859012 0.147861588178776
"ENSG00000007216" 61.562203792698 0.349806419155894 0.196030460943457
"ENSG00000007237" 254.683059745081 1.81107466686009e-26 2.24267707077112e-07
"ENSG00000007255" 117.680721191343 6.05252238049143e-06 0.00412786857562925
"ENSG00000007264" 164.426691439064 4.03988297076248e-12 0.000523407708110056
"ENSG00000007306" 87.7768039980212 0.00701740146255414 0.0920739832368619
"ENSG00000007312" 321.311249521319 3.90468559452156e-38 6.01853497756244e-11
"ENSG00000007314" 178.005704880756 4.04261956091635e-14 0.000886787853001531
"ENSG00000007341" 177.194718610954 5.34700996115334e-14 1.39635258646566e-08
"ENSG00000007350" 67.3608457897152 0.187406168582858 0.0387878678539279
"ENSG00000007372" 95.1534458056573 0.00151611173368857 0.0140119875754548
"ENSG00000007376" 46.9814404385718 0.849229264155519 0.248953890234934
"ENSG00000007384" 446.947176943889 1.98916206570563e-61 4.04506867588744e-16
"ENSG00000007392" 138.812352864367 1.41279200199573e-08 0.00416953253552336
"ENSG00000007402" 91.8810988751153 0.00305051957492879 0.0267763464967862
"ENSG00000007516" 135.960308353064 3.33197036408522e-08 0.00119557495804619
"ENSG00000007520" 165.342831987948 2.97727328092753e-12 0.000390702682226345
"ENSG00000007541" 64.5679415590188 0.257976549299365 0.168732721027253
"ENSG00000007866" 408.724302418172 3.29099297484994e-54 2.94362832566884e-12
"ENSG00000007908" 67.3123245748057 0.188505168844826 0.141742855731951
"ENSG00000007923" 85.8567839709252 0.0101798464934101 0.0373387042806964
"ENSG00000007933" 56.0457029497542 0.548315659039177 0.314557653097548
"ENSG00000007944" 104.355533152336 0.00018254567636845 0.0120259989819303
"ENSG00000007952" 71.8683061739442 0.104175645379587 0.0743251215445447
"ENSG00000007968" 252.52758909153 4.20394066403664e-26 1.73627718980968e-10
"ENSG00000008018" 66.717469404651 0.202344076219206 0.205895557085132
"ENSG00000008056" 107.208560010094 9.08600970379621e-05 0.0500059718434692
"ENSG00000008083" 172.83154327374 2.38368598254077e-13 0.000496960758783477
"ENSG00000008086" 114.971379271494 1.24578674360365e-05 0.0303905715173717
"ENSG00000008118" 70.7664552050551 0.121210670938187 0.0624042000524964
"ENSG00000008128" 172.467173384612 2.69852676029844e-13 0.00374916507826113
"ENSG00000008130" 131.168206433149 1.37197831985388e-07 0.0016090070674392
"ENSG00000008196" 58.7411915030239 0.448120827309252 0.167835530059982
"ENSG00000008197" 49.8830595380615 0.767083883295807 0.366194196376902
"ENSG00000008226" 56.5247493999359 0.530318982089051 0.211983926447922
"ENSG00000008256" 234.459842314858 4.50479028421204e-23 1.85070312122012e-09
"ENSG00000008277" 184.185021719256 4.71476197357621e-15 5.19947925645559e-06
"ENSG00000008282" 113.88981479717 1.65529947470604e-05 0.0206368801684831
"ENSG00000008283" 276.469223429899 3.28036042654916e-30 1.29447867513709e-08
"ENSG00000008294" 100.335176240457 0.000472438081089406 0.0388181236540281
"ENSG00000008300" 90.276563659046 0.00425023630921833 0.0506785921572942
"ENSG00000008311" 88.7154110146816 0.00582609197402922 0.0286430924658871
"ENSG00000008323" 239.155627971748 7.45664657480592e-24 7.15187552931998e-06
"ENSG00000008324" 212.840659724194 1.53275712750357e-19 4.26052987227797e-10
"ENSG00000008382" 87.9030733459714 0.00684502736237405 0.0498500237568025
"ENSG00000008394" 187.053642953441 1.72067056909755e-15 7.29577757272605e-05
"ENSG00000008405" 144.067505875752 2.82446515289917e-09 0.0160260356408234
"ENSG00000008438" 132.457628334947 9.40625337925366e-08 4.12739102628564e-05
"ENSG00000008441" 102.917716438241 0.000257627226361381 0.00121479304739694
"ENSG00000008513" 69.3154824224155 0.146824266715353 0.150173776337702
"ENSG00000008516" 80.4202464383201 0.0273351952581091 0.00962066714241565
"ENSG00000008710" 105.988975275772 0.000122708130207686 0.0118346554060582
"ENSG00000008735" 81.1274747009894 0.0241766620346882 0.0437239472659891
"ENSG00000008838" 88.295606405909 0.00633375331156653 0.00674534984154035
"ENSG00000008853" 97.780623548443 0.000846783578225075 0.0748398911383131
"ENSG00000008869" 83.3651324532715 0.0162075235568304 0.00160376919464616
"ENSG00000008952" 93.3613393552747 0.00223169309696434 0.0426018378253234
"ENSG00000008988" 212.575420274602 1.69080356552531e-19 5.9596135263195e-06
"ENSG00000009307" 75.3447933179572 0.062554167744664 0.122084751686077
"ENSG00000009335" 99.4607043721044 0.000577970260553554 0.027478830828159
"ENSG00000009413" 110.9966447244 3.49996250111372e-05 0.0202179616821616
"ENSG00000009694" 131.285742369905 1.32571338883408e-07 0.0131231284611912
"ENSG00000009709" 42.2264671227718 0.940610382119678 0.226422232125799
"ENSG00000009724" 153.502241485327 1.43863237847072e-10 0.00153412849048555
"ENSG00000009765" 113.829218416198 1.68175410206761e-05 0.0573241207681707
"ENSG00000009780" 82.5990151323469 0.018621614593454 0.0738010217832513
"ENSG00000009790" 395.578876340377 9.47459785009232e-52 1.50924837397685e-15
"ENSG00000009830" 119.970126520829 3.2536749508529e-06 0.0227076833034552
"ENSG00000009844" 69.3428783670946 0.146305842547805 0.10036255587883
"ENSG00000009950" 111.246884076862 3.28269083467147e-05 0.0136837715685998
"ENSG00000009954" 116.247744839503 8.88194830025451e-06 0.0269605242321322
"ENSG00000010017" 115.256123012623 1.15553295739258e-05 0.0336847360677715
"ENSG00000010030" 140.72725619479 7.89159086048124e-09 0.0109242491249157
"ENSG00000010072" 67.3762147104207 0.187059000140725 0.152695430983587
"ENSG00000010165" 173.1663292263 2.12666952013856e-13 0.00849407686602919
"ENSG00000010244" 105.629626662713 0.000133982668648886 0.0413358941416809
"ENSG00000010256" 71.0387495384147 0.116812504228397 0.0548411770699462
"ENSG00000010270" 71.8136447368665 0.104973682844571 0.166088445049936
"ENSG00000010278" 401.511792603186 7.38290706146716e-53 1.68222775081219e-13
"ENSG00000010292" 134.827475756219 4.67003721035313e-08 0.000157289571913385
"ENSG00000010295" 286.467985337062 5.92907590475811e-32 8.98962599616953e-05
"ENSG00000010310" 105.988603841598 0.000122719298224097 0.000789421026285954
"ENSG00000010318" 245.580326415024 6.25796737501073e-25 3.475200575708e-08
"ENSG00000010319" 109.751818696583 4.8048371602001e-05 0.000244473897766855
"ENSG00000010322" 150.913246406678 3.29112260623544e-10 0.00117492845307717
"ENSG00000010327" 146.136434684616 1.48396153587405e-09 3.12780657254449e-06
"ENSG00000010361" 155.951502547762 6.53006895914237e-11 0.00162483171897424
"ENSG00000010379" 61.7524487859151 0.343552502763211 0.205285386962227
"ENSG00000010404" 115.554423756121 1.06780691814463e-05 0.00661614977877712
"ENSG00000010438" 90.2273876326513 0.00429314692540327 0.0596950378198889
"ENSG00000010539" 54.9839811560578 0.588160801418842 0.152125500891383
"ENSG00000010610" 279.730800071571 8.8928435386432e-31 1.0797241587737e-07
"ENSG00000010626" 90.6383477632829 0.00394658722676487 0.0570970263933394
"ENSG00000010671" 390.523370412565 8.29575167810415e-51 6.40935597217678e-11
"ENSG00000010704" 243.006596799183 1.69247525937879e-24 1.44379980578138e-12
"ENSG00000010803" 204.569077215037 3.20418859799703e-18 1.88995614753076e-05
"ENSG00000010810" 221.045332865875 7.21545514792468e-21 0.000381723258187447
"ENSG00000010818" 137.868623695511 1.87898381695796e-08 0.0347380398465657
"ENSG00000010932" 73.4955011192049 0.0825451343941521 0.0355047739985045
"ENSG00000011007" 69.731679727556 0.139094862874579 0.0498485729444047
"ENSG00000011009" 69.9326486435805 0.135473988751113 0.151770855894356
"ENSG00000011021" 161.545515497562 1.04918405921161e-11 0.00115382877429561
"ENSG00000011028" 84.3858727772023 0.0134290915904109 0.0526937509039636
"ENSG00000011083" 77.1560161630535 0.0470682775469371 0.051353879166466
"ENSG00000011105" 343.057426546015 4.57229721635568e-42 7.97259178655025e-08
"ENSG00000011114" 96.0729961172549 0.00123907987405967 0.0517939411479168
"ENSG00000011132" 237.334264752723 1.49994500497155e-23 2.20986424673892e-06
"ENSG00000011143" 48.6977072100813 0.802871461254601 0.303695228161722
"ENSG00000011198" 166.943995982236 1.74301334647757e-12 8.76608283744921e-05
"ENSG00000011201" 146.188555945131 1.45999348029645e-09 0.000614103686043413
"ENSG00000011243" 216.204820863642 4.39873971778946e-20 2.7252312935812e-05
"ENSG00000011258" 226.016152280969 1.11214224206994e-21 1.56959782968559e-09
"ENSG00000011260" 167.876089904231 1.27481940548482e-12 0.00123430915637797
"ENSG00000011275" 115.95914097884 9.59072550963983e-06 0.030917476665593
"ENSG00000011295" 118.937958572402 4.30944406099693e-06 0.0174250984689581
"ENSG00000011304" 185.71072350758 2.76045690583086e-15 3.6287324220534e-05
"ENSG00000011332" 132.575944100157 9.08489977165459e-08 9.95085969215697e-05
"ENSG00000011347" 154.930018615716 9.08520650849807e-11 0.00208275978715897
"ENSG00000011376" 144.256165009378 2.66407040029498e-09 0.000792228775034877
"ENSG00000011405" 232.125877749724 1.09689413986927e-22 4.67345953191733e-05
"ENSG00000011422" 121.925293246215 1.90070742968019e-06 8.45842787061211e-10
"ENSG00000011426" 346.397861659474 1.12667753600301e-42 3.11320987291542e-12
"ENSG00000011451" 106.214450196455 0.000116106223169456 0.00661597655748071
"ENSG00000011454" 113.854721615458 1.67057048523135e-05 0.00926008506692331
"ENSG00000011465" 66.6938952440818 0.202906456305586 0.152361914006668
"ENSG00000011478" 87.7569959497736 0.0070448015700778 0.0418527925891256
"ENSG00000011485" 211.360911862043 2.64856082522843e-19 0.000136381570231898
"ENSG00000011523" 116.946652768565 7.37014600314652e-06 0.0174459066236611
"ENSG00000011566" 329.510520599102 1.30411387257237e-39 4.57381701517958e-10
"ENSG00000011590" 155.567829858909 7.3934026736194e-11 0.000182125014163951
"ENSG00000011600" 296.084842376627 1.21029351464708e-33 1.4517482057275e-08
"ENSG00000011638" 206.649446145071 1.49769349749087e-18 0.000761396742537523
"ENSG00000011677" 69.3315064909845 0.146520871266698 0.078995762986479
"ENSG00000012048" 150.471732084376 3.78701178459006e-10 0.000231478189835102
"ENSG00000012061" 162.478116463004 7.71058959510481e-12 0.00135004234013636
"ENSG00000012124" 115.752653787526 1.01312954629611e-05 0.0224684181361123
"ENSG00000012171" 302.969198771956 7.33204868799912e-35 6.29553426408360e-09
"ENSG00000012174" 186.435277768524 2.13943366378695e-15 0.000107710293857629
"ENSG00000012211" 140.43635936133 8.62429470644252e-09 0.00697788421677042
"ENSG00000012223" 63.5371977455115 0.287711663233301 0.142222220751925
"ENSG00000012232" 94.9410495393141 0.00158792881828142 0.0769987136679144
"ENSG00000012504" 54.6993182894246 0.598794589569292 0.264475825581792
"ENSG00000012660" 98.5339904756182 0.000714140415210744 0.0706295288738964
"ENSG00000012779" 102.421418911566 0.000289830866636548 0.0382772282302209
"ENSG00000012817" 102.14650017615 0.00030929303702038 0.0794092211572776
"ENSG00000012822" 79.4985730310453 0.0319934903564567 0.0679008922097675
"ENSG00000012963" 187.301336081071 1.57676931737266e-15 1.65746533059372e-05
"ENSG00000012983" 130.402288142436 1.71475506556485e-07 1.65211507199815e-05
"ENSG00000013016" 117.631132632548 6.13378681429824e-06 0.0128861577832097
"ENSG00000013275" 70.1808926181055 0.131100362971869 0.194946360505773
"ENSG00000013288" 67.737962236546 0.17901729427529 0.062522803075123
"ENSG00000013293" 86.5138830037558 0.00897465203124054 0.13710652045053
"ENSG00000013297" 114.225143492733 1.51605240801925e-05 0.00918125357449062
"ENSG00000013306" 129.378550879828 2.30698804912621e-07 0.00233617113305738
"ENSG00000013364" 245.069205740334 7.62688437053351e-25 2.09104367719101e-10
"ENSG00000013374" 87.3812843680657 0.00758350626600877 0.0502537489002709
"ENSG00000013375" 246.631005091569 4.16547165602292e-25 2.92506221607232e-06
"ENSG00000013392" 166.667597547793 1.91212336426866e-12 0.0154462014048743
"ENSG00000013441" 61.3819450511985 0.355781880219252 0.0359171559391776
"ENSG00000013503" 80.8810100852913 0.0252386877684065 0.0618731972021833
"ENSG00000013523" 70.6123172508745 0.123756409761518 0.0140473801223904
"ENSG00000013561" 190.239556219416 5.57548415252667e-16 1.59809802781082e-05
"ENSG00000013563" 233.402179706898 6.74472098894982e-23 6.40646944300011e-06
"ENSG00000013573" 179.513265304967 2.40024821196064e-14 2.02182059143724e-05
"ENSG00000013583" 262.310237507235 9.05903325599995e-28 7.1151246384301e-09
"ENSG00000013588" 414.021791607351 3.33210282813824e-55 8.25532161517227e-13
"ENSG00000013619" 167.794183582955 1.31039105698342e-12 1.40730320916005e-09
"ENSG00000013725" 194.533062277347 1.20649547649561e-16 3.08976030904077e-05
"ENSG00000013810" 102.807656916776 0.000264458462317255 0.0127225333978179
"ENSG00000014123" 55.0687624385306 0.584987963639984 0.24727317500023
"ENSG00000014138" 129.272267833873 2.37892659980595e-07 0.000979215933195456
"ENSG00000014164" 133.499850734005 6.92026287630566e-08 0.0100273862761924
"ENSG00000014216" 269.685461206748 4.89349545284091e-29 2.88740005238899e-06
"ENSG00000014257" 75.024348959613 0.0656964496147699 0.142517700325394
"ENSG00000014641" 105.502786806027 0.000138195242155317 0.000217072421873753
"ENSG00000014824" 64.5433489352967 0.258663415628476 0.173859041061527
"ENSG00000014914" 204.236867211219 3.61701184161985e-18 3.28784301769377e-07
"ENSG00000014919" 81.1847951058541 0.0239354122700218 0.00560544004156394
"ENSG00000015133" 272.745534115649 1.44907098474225e-29 2.03707137441675e-09
"ENSG00000015153" 203.906141537059 4.0805211708624e-18 8.20416739322571e-05
"ENSG00000015171" 116.357029308789 8.62708872200845e-06 0.0171899654704148
"ENSG00000015285" 501.533420449842 6.91822123967599e-72 1.73897057316211e-22
"ENSG00000015413" 92.9991501499278 0.00241044319245914 0.0217121057064876
"ENSG00000015475" 64.6523309928765 0.255628092085216 0.157134363929438
"ENSG00000015479" 152.934325198819 1.72612256176142e-10 1.69130154308386e-05
"ENSG00000015520" 73.961911630138 0.0770669798919293 0.0701765723058824
"ENSG00000015532" 129.374151244663 2.30992316644659e-07 0.0195736980510449
"ENSG00000015592" 125.2480357463 7.50841274584164e-07 0.0202537373543002
"ENSG00000015676" 134.396553700632 5.30740303853286e-08 0.000269312683040576
"ENSG00000016082" 65.7465666995552 0.226385576421605 0.202300733115004
"ENSG00000016391" 58.1626022114718 0.469304713993388 0.127638002473895
"ENSG00000016402" 95.8066951527516 0.00131395083207125 0.077216039536241
"ENSG00000016490" 82.7796416154297 0.0180251163338667 0.0157644841330665
"ENSG00000016602" 42.7444888834471 0.933273446217993 0.301234494192568
"ENSG00000016864" 90.9330001949434 0.00371432528527775 0.00191119083768824
"ENSG00000017260" 162.018192280291 8.97642172787419e-12 4.27201369979869e-05
"ENSG00000017373" 102.0661766725 0.00031521142704861 0.0244571510781806
"ENSG00000017427" 91.5957845213342 0.00323761038380822 0.00158252026683273
"ENSG00000017483" 334.83985581178 1.41832631441022e-40 2.71741034600436e-12
