"NIGd-" "NIGd" "lasso" "ridge" "null"
"alphad1" NA 1.02467103421495 NA NA NA
"alphad1" NA 1.36797040094189 NA NA NA
"alphad1" NA 1.13801545245864 NA NA NA
"alphad1" NA 1.14805496819568 NA NA NA
"alphad1" NA 0.944599757391025 NA NA NA
"alphad1" NA 1.4083714482237 NA NA NA
"alphad1" NA 1.12790794678198 NA NA NA
"alphad1" NA 1.24233676626354 NA NA NA
"alphad1" NA 1.34307609838551 NA NA NA
"alphad1" NA 0.957330761209588 NA NA NA
"alphad1" NA 1.12456712465141 NA NA NA
"alphad1" NA 0.82059123055424 NA NA NA
"alphad1" NA 1.21642610563716 NA NA NA
"alphad1" NA 1.05705389846804 NA NA NA
"alphad1" NA 0.635308432864839 NA NA NA
"alphad1" NA 1.00086457349215 NA NA NA
"alphad1" NA 1.0463190333779 NA NA NA
"alphad1" NA 0.634625262353549 NA NA NA
"alphad1" NA 0.383693855724899 NA NA NA
"alphad1" NA 1.04258597276374 NA NA NA
"alphad1" NA 0.623710807194073 NA NA NA
"alphad1" NA 0.740882611205965 NA NA NA
"alphad1" NA 1.00284095022867 NA NA NA
"alphad1" NA 0.824246953812088 NA NA NA
"alphad1" NA 0.913955683927267 NA NA NA
"alphad1" NA 0.280112497716859 NA NA NA
"alphad1" NA 1.04060602145618 NA NA NA
"alphad1" NA 1.32198078370037 NA NA NA
"alphad1" NA 1.21425858589888 NA NA NA
"alphad1" NA 1.30576718013874 NA NA NA
"alphad2" NA 3.33723156394342 NA NA NA
"alphad2" NA 3.60127678615818 NA NA NA
"alphad2" NA 2.47318464391914 NA NA NA
"alphad2" NA 3.60530150638142 NA NA NA
"alphad2" NA 2.62603489576993 NA NA NA
"alphad2" NA 3.18614512658472 NA NA NA
"alphad2" NA 2.27709733528366 NA NA NA
"alphad2" NA 2.6769222884307 NA NA NA
"alphad2" NA 2.79365396824098 NA NA NA
"alphad2" NA 3.26906493499219 NA NA NA
"alphad2" NA 3.07879764875074 NA NA NA
"alphad2" NA 3.30320436338625 NA NA NA
"alphad2" NA 3.17249272660052 NA NA NA
"alphad2" NA 3.03617235666507 NA NA NA
"alphad2" NA 3.01217525881897 NA NA NA
"alphad2" NA 3.46272327269868 NA NA NA
"alphad2" NA 3.28966973738127 NA NA NA
"alphad2" NA 3.01304170677379 NA NA NA
"alphad2" NA 2.39483659380177 NA NA NA
"alphad2" NA 3.08979098692407 NA NA NA
"alphad2" NA 3.42108689155559 NA NA NA
"alphad2" NA 2.92684728028473 NA NA NA
"alphad2" NA 3.48920229641581 NA NA NA
"alphad2" NA 2.81132380962287 NA NA NA
"alphad2" NA 2.79731773444999 NA NA NA
"alphad2" NA 2.95176020268528 NA NA NA
"alphad2" NA 4.19790936024165 NA NA NA
"alphad2" NA 2.69026370975065 NA NA NA
"alphad2" NA 2.86080811365969 NA NA NA
"alphad2" NA 2.63366255042832 NA NA NA
"alphad2" NA 3.01320819147032 NA NA NA
"alphad2" NA 2.98922067278015 NA NA NA
"alphad2" NA 2.83066062168273 NA NA NA
"alphad2" NA 2.82769593441443 NA NA NA
"alphad2" NA 2.58861081460202 NA NA NA
"alphad2" NA 2.65325193411034 NA NA NA
"alphad2" NA 3.14809018919466 NA NA NA
"alphad2" NA 3.08878942938573 NA NA NA
"alphad2" NA 1.9619038368574 NA NA NA
"alphad2" NA 2.9288563327213 NA NA NA
"alphad2" NA 3.36037288903001 NA NA NA
"alphad2" NA 2.78716737118798 NA NA NA
"alphad2" NA 2.79577772634291 NA NA NA
"alphad2" NA 3.07140681942249 NA NA NA
"alphad2" NA 2.9488946288036 NA NA NA
"alphad2" NA 2.90154297638819 NA NA NA
"alphad2" NA 2.74913373535908 NA NA NA
"alphad2" NA 2.60014021919882 NA NA NA
"alphad2" NA 2.71468133599776 NA NA NA
"alphad2" NA 2.89234175021696 NA NA NA
"alphad3" NA 6.83753884466945 NA NA NA
"alphad3" NA 7.04734194019698 NA NA NA
"alphad3" NA 6.74299594632123 NA NA NA
"alphad3" NA 6.81995096907359 NA NA NA
"alphad3" NA 6.23191566725724 NA NA NA
"alphad3" NA 6.92711251677642 NA NA NA
"alphad3" NA 6.27750873143687 NA NA NA
"alphad3" NA 6.96862699003966 NA NA NA
"alphad3" NA 7.6035845422312 NA NA NA
"alphad3" NA 6.67860645060775 NA NA NA
"alphad3" NA 7.31102314265777 NA NA NA
"alphad3" NA 6.56863524808312 NA NA NA
"alphad3" NA 6.79968494076883 NA NA NA
"alphad3" NA 6.51733171897224 NA NA NA
"alphad3" NA 6.93335463854329 NA NA NA
"alphad3" NA 7.44989869388972 NA NA NA
"alphad3" NA 7.57812345453118 NA NA NA
"alphad3" NA 6.88387199652019 NA NA NA
"alphad3" NA 6.79569659820044 NA NA NA
"alphad3" NA 7.20240858102919 NA NA NA
"alphad3" NA 6.74693692542079 NA NA NA
"alphad3" NA 6.4151278671332 NA NA NA
"alphad3" NA 6.73872429738735 NA NA NA
"alphad3" NA 6.74908808547255 NA NA NA
"alphad3" NA 7.34320787184229 NA NA NA
"alphad3" NA 7.32302959989325 NA NA NA
"alphad3" NA 6.92236896151391 NA NA NA
"alphad3" NA 6.19270752727717 NA NA NA
"alphad3" NA 6.11010401687356 NA NA NA
"alphad3" NA 7.89361651589066 NA NA NA
"alphad3" NA 7.34186812028899 NA NA NA
"alphad3" NA 6.67866452609458 NA NA NA
"alphad3" NA 7.26703392517765 NA NA NA
"alphad3" NA 6.63233040432735 NA NA NA
"alphad3" NA 6.35874507639467 NA NA NA
"alphad3" NA 7.06686342441509 NA NA NA
"alphad3" NA 6.30366404196064 NA NA NA
"alphad3" NA 6.25317586566376 NA NA NA
"alphad3" NA 7.09512051805012 NA NA NA
"alphad3" NA 7.74234814395053 NA NA NA
"alphad3" NA 6.93600000843408 NA NA NA
"alphad3" NA 6.85277939418638 NA NA NA
"alphad3" NA 7.28332158819007 NA NA NA
"alphad3" NA 7.42560361058813 NA NA NA
"alphad3" NA 7.5550265913118 NA NA NA
"alphad3" NA 6.07714823274854 NA NA NA
"alphad3" NA 7.05585537559435 NA NA NA
"alphad3" NA 6.75945748155006 NA NA NA
"alphad3" NA 7.18311494227007 NA NA NA
"alphad3" NA 6.06903618732727 NA NA NA
"lambdad" 0.425494878711258 1.45714844215902 NA NA NA
"lambdad" 0.380102384426025 1.02970372289756 NA NA NA
"lambdad" 0.401275924663084 1.20716002768065 NA NA NA
"lambdad" 0.377985422519201 1.45253628899489 NA NA NA
"lambdad" 0.498338801623335 1.41901502935684 NA NA NA
"lambdad" 0.399156178288163 1.32973848588003 NA NA NA
"lambdad" 0.382208948234653 0.85427468420044 NA NA NA
"lambdad" 0.431441316711085 1.19841391379977 NA NA NA
"lambdad" 0.42443969638601 1.42373016312302 NA NA NA
"lambdad" 0.372096991569823 1.05816737648132 NA NA NA
"lambdad" 0.376430522826509 0.927057634743794 NA NA NA
"lambdad" 0.376441037469037 1.2632733126571 NA NA NA
"lambdad" 0.368478203386986 1.27626561262885 NA NA NA
"lambdad" 0.369908787358614 0.920702454923536 NA NA NA
"lambdad" 0.456581355441031 1.47632223905945 NA NA NA
"lambdad" 0.33773614829138 0.916730724336012 NA NA NA
"lambdad" 0.329578514670839 1.15238652866862 NA NA NA
"lambdad" 0.439085721691792 1.21459230659724 NA NA NA
"lambdad" 0.404119514692973 1.02547926502186 NA NA NA
"lambdad" 0.368798301569808 1.08378335001443 NA NA NA
"lambdad" 0.379903995147351 1.0502096598888 NA NA NA
"lambdad" 0.439045868964264 1.31929635896747 NA NA NA
"lambdad" 0.431329205306741 1.47048781803064 NA NA NA
"lambdad" 0.412217324726584 1.28995469004352 NA NA NA
"lambdad" 0.385786057802176 1.07815590604361 NA NA NA
"lambdad" 0.335502977073904 0.974215787032432 NA NA NA
"lambdad" 0.321400554719861 1.04592777694979 NA NA NA
"lambdad" 0.486977623956123 1.77730284348093 NA NA NA
"lambdad" 0.438151292163585 1.27927807854164 NA NA NA
"lambdad" 0.336697652090814 1.07394207432934 NA NA NA
"lambdad" 0.448102657248009 1.21334841760339 NA NA NA
"lambdad" 0.410864688960558 1.20953492050292 NA NA NA
"lambdad" 0.382197599648201 1.12084487558969 NA NA NA
"lambdad" 0.446888506748256 1.43624465743377 NA NA NA
"lambdad" 0.377160372132587 0.968231767458995 NA NA NA
"lambdad" 0.416133330011985 1.112278469209 NA NA NA
"lambdad" 0.379025878915834 0.992822914621202 NA NA NA
"lambdad" 0.439448003431678 1.17101679903041 NA NA NA
"lambdad" 0.441648990429377 1.02910185861771 NA NA NA
"lambdad" 0.346691137560825 1.19087414167385 NA NA NA
"lambdad" 0.433324812037466 1.23487227865459 NA NA NA
"lambdad" 0.440654498877257 1.56650740018566 NA NA NA
"lambdad" 0.416682336103816 1.02294956128551 NA NA NA
"lambdad" 0.411835798326205 1.30593682199275 NA NA NA
"lambdad" 0.398747974371607 1.46599256180596 NA NA NA
"lambdad" 0.429770383743704 1.12508337237349 NA NA NA
"lambdad" 0.483711423025057 1.37103127709842 NA NA NA
"lambdad" 0.410969493399836 1.35809823469607 NA NA NA
"lambdad" 0.445353616984003 1.18443609868553 NA NA NA
"lambdad" 0.436527508554045 1.15181284117147 NA NA NA
"elbo" -444.329225778942 -467.35541628893 NA NA NA
"elbo" -432.529600718622 -451.287940289346 NA NA NA
"elbo" -424.634362012677 -445.417832556788 NA NA NA
"elbo" -436.501685282196 -461.653610356707 NA NA NA
"elbo" -448.333529755788 -467.854274272977 NA NA NA
"elbo" -444.959131427832 -467.743306035931 NA NA NA
"elbo" -434.244558342572 -449.373582119561 NA NA NA
"elbo" -439.018118418357 -458.144354160997 NA NA NA
"elbo" -451.099560101029 -473.948922779222 NA NA NA
"elbo" -421.493251632395 -441.147318615718 NA NA NA
"elbo" -436.650315667337 -453.612910303379 NA NA NA
"elbo" -426.815622952392 -449.558768524599 NA NA NA
"elbo" -421.829379140952 -445.130974039098 NA NA NA
"elbo" -434.086260296993 -451.049143515484 NA NA NA
"elbo" -444.436594863157 -466.53182975374 NA NA NA
"elbo" -425.398011616686 -444.160817750807 NA NA NA
"elbo" -434.555754599277 -458.154294274353 NA NA NA
"elbo" -441.319654500189 -460.525013791035 NA NA NA
"elbo" -429.501782121528 -446.887511526707 NA NA NA
"elbo" -440.067386773854 -460.38051771775 NA NA NA
"elbo" -432.741307225146 -451.911829961119 NA NA NA
"elbo" -449.681463192434 -470.318066227359 NA NA NA
"elbo" -435.458508776054 -458.487616165757 NA NA NA
"elbo" -434.632049312805 -456.033842696682 NA NA NA
"elbo" -439.949551434367 -459.176718421852 NA NA NA
"elbo" -430.797444660025 -450.613105927249 NA NA NA
"elbo" -445.212178775091 -467.380749024512 NA NA NA
"elbo" -455.969224478358 -480.227120584739 NA NA NA
"elbo" -444.511782596528 -464.654055857661 NA NA NA
"elbo" -426.886385371376 -448.694589228122 NA NA NA
"elbo" -448.186959672893 -466.913298661944 NA NA NA
"elbo" -468.239482400878 -488.669555963502 NA NA NA
"elbo" -446.855601709958 -466.798396418232 NA NA NA
"elbo" -439.435424657164 -461.360589006926 NA NA NA
"elbo" -425.169609710213 -442.853202904823 NA NA NA
"elbo" -430.000340835602 -448.331510697835 NA NA NA
"elbo" -445.224587477586 -463.355575805251 NA NA NA
"elbo" -450.428255725062 -468.827836459202 NA NA NA
"elbo" -428.652480579313 -444.425890610552 NA NA NA
"elbo" -420.635093248064 -443.78559513164 NA NA NA
"elbo" -431.404158663222 -451.090632034894 NA NA NA
"elbo" -438.350502444272 -462.166240905822 NA NA NA
"elbo" -454.443519673888 -471.217744763337 NA NA NA
"elbo" -437.459199746616 -459.036624207549 NA NA NA
"elbo" -418.031914493811 -442.296486355261 NA NA NA
"elbo" -451.475453286244 -469.450081191478 NA NA NA
"elbo" -449.868071577329 -469.465331457766 NA NA NA
"elbo" -440.970491882314 -463.381257031829 NA NA NA
"elbo" -458.732642112356 -476.986463657356 NA NA NA
"elbo" -463.450964750594 -481.747550207538 NA NA NA
"elbot" -290.109326869963 -313.347307370082 NA NA NA
"elbot" -287.974540326538 -306.78322981656 NA NA NA
"elbot" -275.804498739669 -296.60933936783 NA NA NA
"elbot" -286.081880790459 -311.486651857283 NA NA NA
"elbot" -294.976366786252 -314.727845758408 NA NA NA
"elbot" -289.172327061162 -311.887706305055 NA NA NA
"elbot" -286.774922204152 -301.949885329236 NA NA NA
"elbot" -291.499173248528 -310.78798943844 NA NA NA
"elbot" -294.779998153025 -317.63003946337 NA NA NA
"elbot" -263.499410078105 -283.234253594151 NA NA NA
"elbot" -278.824706259496 -295.829023178421 NA NA NA
"elbot" -276.139980344799 -299.003294778393 NA NA NA
"elbot" -273.347036539854 -296.799684582274 NA NA NA
"elbot" -281.084353203493 -298.290248978536 NA NA NA
"elbot" -286.803622294895 -308.955895458622 NA NA NA
"elbot" -273.974097104739 -292.815875686181 NA NA NA
"elbot" -277.662895297353 -301.311762975238 NA NA NA
"elbot" -285.779009094452 -304.98439216087 NA NA NA
"elbot" -279.669062234195 -297.249675308951 NA NA NA
"elbot" -286.352215135149 -306.703161376275 NA NA NA
"elbot" -284.067738537489 -303.250452967005 NA NA NA
"elbot" -289.295191272331 -310.057703346585 NA NA NA
"elbot" -282.275176725661 -305.426761249005 NA NA NA
"elbot" -281.593975575963 -303.122955727592 NA NA NA
"elbot" -297.379938763467 -316.784823717594 NA NA NA
"elbot" -268.616232480188 -288.727362809994 NA NA NA
"elbot" -286.874528218203 -309.148372291699 NA NA NA
"elbot" -290.101899607799 -314.569720499515 NA NA NA
"elbot" -290.78526854396 -311.00958944489 NA NA NA
"elbot" -272.690276731557 -294.585335917756 NA NA NA
"elbot" -294.336387963322 -313.140262957803 NA NA NA
"elbot" -307.534185124512 -327.925522542569 NA NA NA
"elbot" -291.694597993162 -312.008013024316 NA NA NA
"elbot" -287.473418035331 -309.524039937783 NA NA NA
"elbot" -272.848607257752 -290.645299185484 NA NA NA
"elbot" -278.018744402255 -296.592689068245 NA NA NA
"elbot" -293.729252072028 -311.909989049713 NA NA NA
"elbot" -294.266795680172 -312.752538035378 NA NA NA
"elbot" -272.236783074324 -288.201300837652 NA NA NA
"elbot" -275.849908905736 -299.148679935734 NA NA NA
"elbot" -282.789778781758 -302.561752187115 NA NA NA
"elbot" -280.455886722362 -304.404976840108 NA NA NA
"elbot" -288.153353148488 -305.093534293051 NA NA NA
"elbot" -279.078310183694 -300.863656357678 NA NA NA
"elbot" -270.725632944759 -295.329177433928 NA NA NA
"elbot" -289.038961540767 -307.210227696865 NA NA NA
"elbot" -288.650673110849 -308.31527293655 NA NA NA
"elbot" -294.284526122374 -316.853352036993 NA NA NA
"elbot" -298.25643208261 -316.725828927745 NA NA NA
"elbot" -301.085670484145 -319.390691420179 NA NA NA
