"NIGd-" "NIGd" "lasso" "ridge" "null"
"emsel" 0.021435228464696 0.0214378828493895 0.0258868779437442 0.0422385054180793 0.294952693514725
"emsel" 0.0206227117925773 0.0206326987546425 0.025469495988437 0.0373103811390268 0.269986593165863
"emsel" 0.0221322384967304 0.022118031020565 0.0286720318819898 0.0440676958879753 0.340544966326542
"emsel" 0.021424886745137 0.0214487999716893 0.0244626263180795 0.0411047931734618 0.320816648252262
"emsel" 0.0198985361759391 0.0198897906063188 0.0249949385546326 0.0356609166940544 0.248498411809066
"emsel" 0.0255150093568715 0.0255155913451178 0.0318519132368825 0.0516163201452866 0.368704092214743
"emsel" 0.0213617874007447 0.0213647721424933 0.0277845431997262 0.049011859617039 0.388492062462585
"emsel" 0.0222235871270104 0.0222206214341316 0.0271064306432063 0.0433436186601064 0.315225338397387
"emsel" 0.0221952038083158 0.0222153858177547 0.0246580193776607 0.0377715749394395 0.260336466180571
"emsel" 0.0203213742931429 0.0203012913601565 0.0244146915595896 0.0379610495335761 0.258231901069652
"emsel" 0.02410348341192 0.0241260512335558 0.028051698418803 0.0409114676892343 0.318167677144043
"emsel" 0.0199361051859936 0.0199179684400876 0.0281236633629045 0.0399498486154194 0.279866474465553
"emsel" 0.0265234102528527 0.0265084941884324 0.0352491520441493 0.0535259967170721 0.376577864950835
"emsel" 0.0245563509362785 0.0245660680173511 0.0288987620714893 0.0409653056041511 0.258456559783656
"emsel" 0.0215167134306816 0.0215353542844582 0.0249807653721675 0.036850532115697 0.290130280205681
"emsel" 0.0206073378551884 0.0206160355102371 0.0241624664441035 0.034328889673835 0.255003181667324
"emsel" 0.0238215279527924 0.0238349191327377 0.0292783460450636 0.0414650878659507 0.267227352048967
"emsel" 0.0282834712511693 0.0282675458981142 0.0330226291005287 0.0550811559660571 0.395574908108468
"emsel" 0.0233820813943646 0.0233456589864291 0.02812999732253 0.0480441269769087 0.325435504366544
"emsel" 0.0228178260742031 0.0227721411876389 0.0268913513897261 0.0380596876437404 0.2522364278001
"emsel" 0.0203617331772791 0.0203290777368506 0.0234087698916448 0.030650932739452 0.19402449197912
"emsel" 0.0223365352493427 0.0223080596569672 0.0270547024887359 0.0387713950790055 0.251639515985964
"emsel" 0.0236766392658912 0.0237221278760633 0.0294808568547891 0.0551804677556311 0.406278761700768
"emsel" 0.0232860989606857 0.0232829112870525 0.0276559498331523 0.0498940935881831 0.367944435974883
"emsel" 0.0200424724082971 0.0200445638202631 0.0233420045621458 0.0329028283782328 0.212562339081688
"emsel" 0.0200804279075607 0.0201158505533727 0.0245476521575791 0.0341149708551929 0.237100823459506
"emsel" 0.02236830442109 0.0223857466358868 0.0258267073269009 0.0392256709680331 0.277085600904299
"emsel" 0.022225130780183 0.0222219844404281 0.0247921935600979 0.0372830446442102 0.253020875897948
"emsel" 0.024024944393588 0.0239987349809916 0.0291233486600145 0.0417941421518949 0.281043021961301
"emsel" 0.0204147690828727 0.0204336971377869 0.0247067919617514 0.0383855645001124 0.262560082376036
"emsel" 0.0191650512457657 0.01916235926562 0.0220301050091709 0.030757960445575 0.207441461488821
"emsel" 0.0240738055460499 0.0240765986547036 0.0283263501227029 0.0389811305189665 0.277454891644216
"emsel" 0.022918049164298 0.0229433215215425 0.0264829166476101 0.0406788279033646 0.268935570663109
"emsel" 0.0237048785079086 0.0237065163238834 0.0274736949372697 0.0403393367064635 0.280685526520794
"emsel" 0.0249899863265789 0.0249800345661183 0.0305216781560155 0.0496011401604407 0.343894964462204
"emsel" 0.0259391338095645 0.0259606201944549 0.0314277344968466 0.0488420550879343 0.327335503130603
"emseh" 0.032156830331721 0.0322620766103997 0.0363098218660622 0.141745257599814 1.93070939857878
"emseh" 0.0301564176573069 0.0301960724450151 0.0292841768162876 0.16572144166205 2.28959936327655
"emseh" 0.0334147083712994 0.0333057368632109 0.0375489893547026 0.139962709929252 1.74799615690031
"emseh" 0.0341302210245472 0.0342606885481446 0.0345912651895342 0.163512599075608 2.27803952814812
"emseh" 0.0391917505985941 0.0392776267514013 0.0453415222866844 0.179201311913856 2.11474311943345
"emseh" 0.0342129954901894 0.034149254372282 0.0363194354243658 0.141531116627644 2.07757955634994
"emseh" 0.033352970233475 0.0333990615568445 0.0477356093388716 0.156492491432718 1.99275300365096
"emseh" 0.0391058024095154 0.038752415879536 0.0388544005420156 0.17682689434766 2.12483390549206
"emseh" 0.0370419866323485 0.036888908790457 0.0382063365894666 0.172853494632489 2.23044309122898
"emseh" 0.0296359739742076 0.0295318819196528 0.0289593785489127 0.118572251787083 1.55064951730794
"emseh" 0.032770828759451 0.0327524861703238 0.0349061158004575 0.141020809130787 1.78663738793236
"emseh" 0.0305851584709239 0.0307046903001776 0.0370244334098144 0.191921451582964 2.26285308306224
"emseh" 0.0321457917957728 0.0320512604500139 0.0351405026619074 0.151829438042625 1.88548299819306
"emseh" 0.0393316917960983 0.0395292430809113 0.0437492599709938 0.159116209434474 2.0153375592373
"emseh" 0.0322625031373155 0.0324112464666857 0.0373749307644161 0.158896460894548 2.12099220158425
"emseh" 0.0300632054476689 0.0300745944972566 0.0344657490025622 0.133146405294244 1.83616216519711
"emseh" 0.0376541259356401 0.0375879780594975 0.0416121031882977 0.180034528827392 2.38552357869362
"emseh" 0.0327680842543257 0.0327813084442677 0.0339865053716008 0.147743084308769 2.1548868111852
"emseh" 0.0301523347733749 0.0301094929026026 0.0347335936516952 0.127150922634603 1.69805255583211
"emseh" 0.0307171095610657 0.0307395958800168 0.0329293244105444 0.174757941957402 2.43112234086531
"emseh" 0.0337398508155397 0.0337568560290536 0.041704447410334 0.202535917484724 2.72221065483284
"emseh" 0.0290532338068936 0.0289721569784122 0.0336293860054233 0.176043992351811 2.22932898145127
"emseh" 0.0337523484618628 0.0337161256199671 0.0353188215667419 0.137488444830496 1.75211651794777
"emseh" 0.0299548518445455 0.0298669275759513 0.0361247201337896 0.138102744775373 1.75365851612959
"emseh" 0.036574876221348 0.0365408278842196 0.0357994962219864 0.15006063638359 2.23072430893404
"emseh" 0.0275622159604886 0.0274731940346742 0.0310501627738106 0.13482654786328 1.84417180755662
"emseh" 0.0383155841223021 0.0383740013799781 0.0540965892330683 0.198854094573127 2.51467475407931
"emseh" 0.0349246885993976 0.0347826901381395 0.0351908330941236 0.149463168853074 1.77746948327114
"emseh" 0.0335678904543786 0.0334302084349179 0.0371609372834485 0.139096654530921 2.00645044972702
"emseh" 0.0301184426298739 0.0300709663797504 0.0291636012617335 0.128383034742331 1.78399405591306
"emseh" 0.037759406983441 0.0376575867475871 0.0424411272033763 0.154473854750527 1.86724277692747
"emseh" 0.0497518978515721 0.0497991823204879 0.0568920028516815 0.222104191566199 2.6857664805359
"emseh" 0.0312961000960702 0.0311675908402637 0.0330272624317501 0.172645271151746 2.19242953162516
"emseh" 0.0335845942968596 0.0335149294108846 0.0372391018128278 0.138098418570421 1.74676401376983
"emseh" 0.0295933290092892 0.0294662853549123 0.0310434613713485 0.0958175299284338 1.35798450588426
"emseh" 0.0309065021401794 0.030812825861591 0.0326923757814561 0.129572406032989 1.7514324555945
"emseh" 0.0320105476574597 0.0319856967674134 0.0338345040088087 0.216887015237597 2.80400546611445
"emseh" 0.0335934894502 0.0335757127084606 0.036028704597817 0.187377762998016 2.46752599991985
"emseh" 0.030685799153667 0.0306135560989199 0.0322256919771466 0.108569667023032 1.46700235069236
"emseh" 0.0328024388289573 0.0332479778614392 0.0362530910363824 0.122958755148156 1.58082495931423
"emseh" 0.0303891243533016 0.0303579157985797 0.0329943162930503 0.143261482520408 1.95653327900955
"emseh" 0.034274756338079 0.0341859348857956 0.0330278165463227 0.122895958913475 1.74074780080492
"emseh" 0.0368090959313791 0.0367041271389417 0.0366460456776142 0.158288828438774 1.96251056151799
"emseh" 0.0330138779417066 0.0329927914263315 0.0333158128936113 0.148563767691108 1.8318259437419
"emseh" 0.0288050289364752 0.0287048563888262 0.0313935764246397 0.109370427435606 1.41765360441171
"emseh" 0.0322203139009449 0.0321900691128765 0.0330510310737608 0.13953595668839 1.92018369639227
"emseh" 0.037712173075657 0.0374840411431055 0.0378262314324423 0.159412154577686 1.8300736018756
"emseh" 0.0355284613274583 0.0354563683162585 0.0366730002033191 0.141340363625832 1.92306317546895
"emseh" 0.0403780995609143 0.0401707587997552 0.0413857161387132 0.1803373698223 2.33140970380484
"emseh" 0.04052218725943 0.0407088061386417 0.0442851188625392 0.196449311241825 2.3765580468151
"pmse" 1.55599168049124 1.55540015179785 1.616640552457 2.19180048165464 44.3733658948105
"pmse" 1.61056259847948 1.61094479881782 1.66267105743672 2.40946032081336 49.8118945579197
"pmse" 1.41346528981923 1.4133262000765 1.45850526164118 1.98228814244132 41.5724383575587
"pmse" 1.64250505683495 1.64250396016427 1.69272518452228 2.43615590734567 47.5122670860445
"pmse" 1.62349837409976 1.6231193130339 1.66681400326676 2.338116129224 49.7464884454009
"pmse" 1.7379970000479 1.73831456067912 1.78394610126552 2.39222268237513 46.808058726534
"pmse" 1.57697735783875 1.57698864287444 1.66172577254762 2.18812885248943 46.4372159239348
"pmse" 1.78576660608021 1.78463083837334 1.82812810531871 2.52916727465479 47.5654724587579
"pmse" 1.68100269193865 1.68086292587336 1.74824643056665 2.44890826192274 52.0413602185127
"pmse" 1.41348608601142 1.41338364594455 1.45202230580832 1.94172026252007 32.3965587268476
"pmse" 1.5320864204737 1.5322551057807 1.62348154974891 2.22657489107898 42.1753177016581
"pmse" 1.44164260955928 1.44103444272227 1.5598804883905 2.36099896543649 48.8421915204486
"pmse" 1.43717617571456 1.43666603896196 1.49519123381956 2.099968686106 46.3319098009072
"pmse" 1.62121556186986 1.62067405051336 1.71274917257712 2.37671102608139 53.8333031520502
"pmse" 1.49938746346726 1.49964465684689 1.57630292181256 2.20160207088064 51.7689650441327
"pmse" 1.50605540571367 1.50622590437909 1.58807466215476 2.12234101354032 43.6915469767355
"pmse" 1.7373847662213 1.7366982849075 1.8496080589042 2.58553517799869 49.6156217977472
"pmse" 1.56137425588358 1.56141891383911 1.60931818379502 2.26807576737176 47.9641534090214
"pmse" 1.48927981410027 1.48901555335493 1.56274816899224 2.01692011432079 43.3387854696822
"pmse" 1.71330798839902 1.7132362747045 1.79061934829974 2.6002642651547 59.3425090352893
"pmse" 1.5421405496619 1.54231713648316 1.64319654807809 2.42560770412435 61.0789668391407
"pmse" 1.53775721939398 1.53772068180593 1.64557798536382 2.3830105557708 49.7403508697104
"pmse" 1.60255193872568 1.60205805534913 1.6398302347266 2.21942229781056 43.2429061833658
"pmse" 1.57815605423037 1.57760509079427 1.64872495927858 2.18840672365637 42.8602592781228
"pmse" 1.74761405547552 1.74747944593021 1.79483830128172 2.3397089510647 45.7959676894419
"pmse" 1.41647340985348 1.41555083854501 1.54279693007551 2.08757468064548 46.7583209055792
"pmse" 1.80137255000942 1.80110032606083 1.92699377329292 2.76206766963026 61.4626923885028
"pmse" 1.81238544626414 1.81240969484969 1.87630511889558 2.45367097189121 41.1619957696336
"pmse" 1.59307442259428 1.59338969086527 1.66235441222432 2.180402511924 43.8561283136078
"pmse" 1.49906968479312 1.49916298718893 1.5476214098652 2.03678152248778 39.1318062290066
"pmse" 1.7398569751198 1.73906718189057 1.86869098572716 2.38508110281287 50.4028210926154
"pmse" 2.01824869393107 2.01863858631232 2.09266975439792 3.15624381719057 68.0126282385178
"pmse" 1.72662542939156 1.72508535431395 1.80235338824163 2.59956886245795 54.6429519154793
"pmse" 1.66970719970028 1.66918843555969 1.75009940759503 2.25188885237287 41.8084846234899
"pmse" 1.53845190625876 1.538105340691 1.58586428336118 1.92083581253194 28.2975613823594
"pmse" 1.59625599190269 1.59574012193434 1.65419819187416 2.19840534304394 40.7338903796919
"pmse" 1.63524343262469 1.63531642262459 1.72559828521125 2.82026795015145 62.3884313475969
"pmse" 1.59312486120861 1.59325593988108 1.65136108287835 2.51543301249082 58.4108691047667
"pmse" 1.46841374140889 1.46793582593337 1.5127426105163 1.90333750260737 34.230597950034
"pmse" 1.55035281894865 1.55157436575718 1.61581881526486 2.0874322155936 36.4126313827487
"pmse" 1.54496216834462 1.54510832997876 1.59620491560808 2.17275365670066 43.2633423308426
"pmse" 1.57845095715358 1.57777579491744 1.60902141575677 2.10083102473498 39.3928031108861
"pmse" 1.70930932629966 1.70899481608462 1.80025012281024 2.42895121593427 49.2093498217837
"pmse" 1.51688710483662 1.51667570351633 1.58515602859539 2.21167185339333 45.1634666624552
"pmse" 1.42138441375405 1.42110907550463 1.45658715534658 1.85958446949664 33.8790806364488
"pmse" 1.69654130152823 1.69602399099945 1.75384489469362 2.31265768275626 42.659855316407
"pmse" 1.65421018979742 1.65416246173004 1.72097799401477 2.29660406931053 43.0253365106532
"pmse" 1.72495260193581 1.72471154277357 1.78250505701412 2.30891362208842 43.4352158043352
"pmse" 1.84739261803857 1.84626310067446 1.90676352829996 2.69044977462574 51.0187808825476
"pmse" 1.90767737726803 1.90779475362947 2.01572650550392 2.77485065332596 54.3054490426267
"pmset" 0.585186438996837 0.585303374062573 0.595269938343375 1.00713635326769 44.5640018867204
"pmset" 0.631125161885008 0.63121582291025 0.642922878636865 1.07555998550088 48.4871306809396
"pmset" 0.540702253930842 0.540174169796374 0.552439277761192 0.911986670361876 42.1166675034745
"pmset" 0.651642690126044 0.651565740120473 0.664279120408462 1.1053140475327 47.5278562834601
"pmset" 0.628707273933925 0.628874334532704 0.635624360655622 1.10032366655512 49.8568596151749
"pmset" 0.668648180324728 0.6683129177686 0.679986337943567 1.10356989885264 45.9703446297716
"pmset" 0.610526043484535 0.610854736782281 0.630713491672489 1.02526018620816 46.1848318339874
"pmset" 0.716941856668112 0.716432452704575 0.717700035754708 1.15008529294505 46.4462519391305
"pmset" 0.634563098825889 0.634347547888342 0.65757415556424 1.11707098537024 52.3954836554373
"pmset" 0.543746851805746 0.543235239498208 0.543796746238232 0.861280130028195 33.6974720480902
"pmset" 0.605149000880672 0.604899328323254 0.623371184047715 0.999706326260473 41.7749568082408
"pmset" 0.561700662700518 0.562137614146265 0.593654046108917 1.07293881193439 47.235478787648
"pmset" 0.568387759770044 0.567731576924705 0.58387859524605 0.993684517060577 46.4253119520284
"pmset" 0.624051343509255 0.624056236998057 0.657371013087048 1.10477022364811 53.4871814330309
"pmset" 0.559360376044366 0.559383959557249 0.581176926285566 1.01363836658446 52.9672334348775
"pmset" 0.58749650220294 0.586867207412457 0.615223787592402 0.976144641492839 45.2451189865619
"pmset" 0.65829273721576 0.657980295106707 0.685004029727304 1.12590347677056 50.6194047620117
"pmset" 0.581898056641628 0.582009372145902 0.591515784621154 1.03105691423988 48.9369371367639
"pmset" 0.58129719299738 0.581031444318108 0.600427642518459 0.958839807461914 43.3959004255769
"pmset" 0.637162273335289 0.636902505176455 0.663353917776187 1.20514262351804 59.1784615301777
"pmset" 0.585210283383175 0.584966620805919 0.617703947613109 1.13547752321939 59.2957592487472
"pmset" 0.574454940917001 0.573994054490078 0.604589996362439 1.05001519164482 50.1341079887219
"pmset" 0.604243328785269 0.604396254960283 0.610758088730489 0.987347142825805 42.9329951627223
"pmset" 0.598857099271558 0.598863697297347 0.611757121898353 0.99936779871529 42.5365682897777
"pmset" 0.690033471669007 0.689725917933481 0.692359472751972 1.1325270995552 46.7076176656339
"pmset" 0.530748668519241 0.53067735321778 0.568407875510844 0.94350259647455 46.7506170807975
"pmset" 0.672378261815392 0.672175310670669 0.723826173498063 1.2572247845877 61.8985907414413
"pmset" 0.690768144670688 0.689887136201644 0.696543326814257 1.08314430750158 40.6340564588472
"pmset" 0.610832908384637 0.610041761815474 0.626208509591092 0.996410013567079 44.4571990333003
"pmset" 0.577203613208848 0.577138588059447 0.58257650757616 0.94789510638762 38.8076586620156
"pmset" 0.675656854603923 0.675397269803342 0.717184091662467 1.08472308369204 49.9249470619094
"pmset" 0.763173453274489 0.762896131693856 0.781041828135091 1.37779729668398 67.6419860172966
"pmset" 0.669409476231087 0.669074035694398 0.682535377362196 1.18749691802835 54.681959307115
"pmset" 0.660477440154272 0.661033023948659 0.672742211668679 1.04717086127386 41.9149878178535
"pmset" 0.601825572311793 0.601720692415589 0.609785716614646 0.870134841299207 28.8394607858666
"pmset" 0.613959145100356 0.613820597006789 0.62030784144387 0.997848156899329 40.4320484777433
"pmset" 0.616851911139009 0.616526059432355 0.633589082075604 1.23863482304307 59.7591723269681
"pmset" 0.601758709010077 0.601648320949739 0.614775074517881 1.14869746863198 56.6097793510021
"pmset" 0.551640669022514 0.551235612021069 0.557200214100043 0.856827932542454 34.6306599670465
"pmset" 0.617566659251822 0.618029964315864 0.629069899290287 0.946198874041309 35.8462780675573
"pmset" 0.605140036572462 0.604634183051425 0.622501311827176 1.01493814557889 43.8359716777022
"pmset" 0.596497826865844 0.595761224825371 0.595540414527912 0.946818931458372 39.6989557329347
"pmset" 0.645867609916176 0.645659802841702 0.659134965060544 1.08578994834092 49.9782609562811
"pmset" 0.572586560476334 0.572264965392734 0.584987508681655 0.988904049959497 44.479764054899
"pmset" 0.550145759316891 0.550358144936852 0.551674207784666 0.862748147857181 33.8576199324271
"pmset" 0.629574119868435 0.629219301690279 0.637598837320072 1.02177480516533 43.1565455916942
"pmset" 0.610325338258257 0.609742816959549 0.613300230644453 1.02493610319665 41.7898148530153
"pmset" 0.669543072431058 0.66892131324455 0.683368741730785 1.05375568117177 42.9907546966881
"pmset" 0.686573929494621 0.685752351606181 0.702088273473159 1.19247570851621 49.9025148336037
"pmset" 0.718488876367828 0.718627565949002 0.745734397547449 1.22908028097621 54.6919737976857
"alphad0" 2.01275017378731 1.07881356716739 NA NA NA
"alphad0" 2.07869792615383 1.01903744554781 NA NA NA
"alphad0" 2.31801448226621 1.16057835607899 NA NA NA
"alphad0" 2.04100853499933 0.948321756469447 NA NA NA
"alphad0" 2.14198360521457 1.09007714284428 NA NA NA
"alphad0" 2.16636063844371 1.06647216188807 NA NA NA
"alphad0" 2.02279703500035 1.00649017340809 NA NA NA
"alphad0" 2.46733502699144 1.26126061775333 NA NA NA
"alphad0" 2.03487138521054 1.0270874517044 NA NA NA
"alphad0" 2.35324266733694 1.05024799814298 NA NA NA
"alphad0" 2.38187283080958 1.10194315507663 NA NA NA
"alphad0" 1.94053716928705 0.846420683168718 NA NA NA
"alphad0" 2.0366974801993 0.814817421173032 NA NA NA
"alphad0" 2.13064876831047 0.937345762599918 NA NA NA
"alphad0" 1.94206939958072 0.934927892766909 NA NA NA
"alphad0" 2.23617151209637 0.966659626449323 NA NA NA
"alphad0" 2.47943423641161 0.79969617396507 NA NA NA
"alphad0" 2.03283643410107 1.0273925779104 NA NA NA
"alphad0" 2.1698115764315 1.10744470349096 NA NA NA
"alphad0" 1.89021753914517 0.920402664458497 NA NA NA
"alphad0" 1.6977265773965 0.710787383652439 NA NA NA
"alphad0" 1.78341063643009 0.763159658792596 NA NA NA
"alphad0" 2.22368110620517 1.01486853202751 NA NA NA
"alphad0" 2.31238426172225 1.05978420599437 NA NA NA
"alphad0" 2.35825429755713 1.10982302978606 NA NA NA
"alphad0" 1.83143997095596 0.786434095822924 NA NA NA
"alphad0" 1.69870728998961 0.725631185705292 NA NA NA
"alphad0" 2.56845897457918 1.1659292977731 NA NA NA
"alphad0" 2.06203235616991 0.946772066176132 NA NA NA
"alphad0" 2.28978985816701 1.06025440322696 NA NA NA
"alphad0" 2.37894321820584 0.991468379310901 NA NA NA
"alphad0" 2.15354175244131 1.10617805960165 NA NA NA
"alphad0" 2.13235353674138 0.97151931026568 NA NA NA
"alphad0" 2.4406807159541 1.06504176712498 NA NA NA
"alphad0" 2.78480065135775 1.36539686471552 NA NA NA
"alphad0" 2.8180966332145 1.38681602397141 NA NA NA
"alphad0" 1.67003323573823 0.71917683635528 NA NA NA
"alphad0" 1.55290296252983 0.847600041932714 NA NA NA
"alphad0" 2.51372230526242 1.49607730231521 NA NA NA
"alphad0" 2.42028913057338 1.14422327708616 NA NA NA
"alphad0" 2.28551501866779 1.2766975946951 NA NA NA
"alphad0" 2.35868590191438 1.14371362829617 NA NA NA
"alphad0" 1.90289182740104 1.03829822939436 NA NA NA
"alphad0" 2.26329774599616 0.994835402245613 NA NA NA
"alphad0" 2.57338654410917 1.22784253718167 NA NA NA
"alphad0" 2.27738755906344 1.23940013193346 NA NA NA
"alphad0" 2.11589551224312 1.02359553720783 NA NA NA
"alphad0" 2.24678979392929 1.01913951817376 NA NA NA
"alphad0" 2.0168823673002 1.00762048276995 NA NA NA
"alphad0" 1.88668723310638 0.816272675713418 NA NA NA
"alphad1" NA 0.52449809800118 NA NA NA
"alphad1" NA 0.87720217930212 NA NA NA
"alphad1" NA 1.10956165454773 NA NA NA
"alphad1" NA 0.814829357021849 NA NA NA
"alphad1" NA 0.837878456414343 NA NA NA
"alphad1" NA 1.07981434607915 NA NA NA
"alphad1" NA 0.87840152384462 NA NA NA
"alphad1" NA 0.679883048778749 NA NA NA
"alphad1" NA 0.998794407377287 NA NA NA
"alphad1" NA 1.16387912661417 NA NA NA
"alphad1" NA 1.05470394516422 NA NA NA
"alphad1" NA 1.19396679382898 NA NA NA
"alphad1" NA 0.921358259324782 NA NA NA
"alphad1" NA 0.9942939247522 NA NA NA
"alphad1" NA 0.868550238628373 NA NA NA
"alphad1" NA 1.08197912367792 NA NA NA
"alphad1" NA 1.55593600060237 NA NA NA
"alphad1" NA 0.888913388966849 NA NA NA
"alphad1" NA 1.0854740151648 NA NA NA
"alphad1" NA 0.81913735854358 NA NA NA
