"nig1" "nig2" "ridge1" "lasso1" "dss.nig1.1" "dss.nig1.2" "dss.nig1.3" "dss.nig1.4" "dss.nig2.1" "dss.nig2.2" "dss.nig2.3" "dss.nig2.4" "dss.lasso1.1" "dss.lasso1.2"
"pmse.drug31" 0.972125043098971 0.963003317668065 0.895193868765922 0.850218276297846 0.961032265851028 0.907502981137351 0.908204726163293 0.923387408825308 0.948202739152312 0.892993301291515 0.898830436712931 0.908800840040223 0.912645195300422 0.834523827416681
"pmse.drug32" 0.736164646355069 0.732440887742306 0.771281235080059 0.943912227473334 0.756733698487553 0.832434093768688 0.827254491039052 0.756733698487553 0.761999665993252 0.833933260357815 0.830613687136952 0.761999665993252 0.940762922126481 0.882615583390818
"pmse.drug33" 0.727207580947422 0.728867087065357 0.774471113432425 0.799379858196388 0.715429352340678 0.751365030478884 0.831155080008175 0.737977455758012 0.715282033259207 0.760059396263417 0.839855065425667 0.744866873782483 0.823117572689157 0.794846651996279
"pmse.drug34" 0.989930235002663 0.988039339610142 1.00165315451035 1.04632687365908 0.984636955225296 0.951857067228848 0.994382298257704 0.963489964545841 0.981697982195571 0.952266694675664 0.99480698571792 0.957570352275244 1.02587605422034 1.05528162484321
"pmse.drug35" 0.837183996594333 0.835499557736654 0.840075775141153 0.842645701902384 0.8383665014554 0.811057176708828 0.820851232930945 0.80345883987979 0.838873196102217 0.812369479787691 0.826019026754198 0.802374451539823 0.880067872534553 0.903174326560196
"pmse.drug36" 0.993404164685028 0.990070310918599 0.977116273035164 0.996468720023784 1.00664402141979 0.987700617209841 0.992893809178913 0.999808826294178 1.00345421921725 0.985216387952809 0.990330577806707 0.999941622918902 0.988785026056622 1.01691155571834
"pmse.drug37" 0.874894535209381 0.869365869345066 0.845655245331696 0.902204337365575 0.866248132453425 0.877138241725987 0.890128561992806 0.870623181153911 0.861948701237699 0.874414748780948 0.889912973956189 0.86302465144218 0.902692240711443 0.893573772042444
"pmse.drug38" 0.897404219899902 0.893595061144723 0.80299080661154 0.803637202662529 0.887781530344097 0.829494074506504 0.827262135566929 0.862806528414661 0.885262751663867 0.827765871702103 0.824827944577023 0.858932298037461 0.797216411284713 0.841599357694568
"pmse.drug39" 0.818405071063571 0.818473535119638 0.851946682630146 0.869085245481676 0.823866538665145 0.886684924106545 0.888379820907483 0.840981961497942 0.826701571999469 0.888534053176655 0.889060104188188 0.84045648355726 0.869085245481676 0.878208933839167
"pmse.drug40" 0.797994155859606 0.796252166981202 0.842696440178694 0.832850762503348 0.797036546563708 0.795932093158937 0.864479069220956 0.795932093158937 0.797430452481369 0.794192575698014 0.865107152467157 0.793886673616796 0.863805193426405 0.832850762503348
"pmse.drug41" 0.838040829805468 0.837977574705952 0.839171960458727 0.862068034315929 0.838569518895417 0.883725095204557 0.883289648795911 0.847376568346378 0.839251466259784 0.883673169046448 0.883348785025921 0.845716749773024 0.85895045572118 0.9048575726233
"pmse.drug42" 0.95285940391724 0.947366783430723 0.893374689714184 0.872926520875802 0.92598135450358 0.87839144250631 0.851816419163756 0.92598135450358 0.920848150424148 0.876359843947998 0.849346227215693 0.920848150424148 0.844111358835787 1.06893733017832
"pmse.drug43" 0.817802481751731 0.81731385097844 0.862225686676747 0.871796415367786 0.884640673682271 0.845125640960088 0.852086374056997 0.884373357105256 0.882278715035714 0.848580534303546 0.845986865128135 0.881585511231571 0.847300439930975 0.868369502753072
"pmse.drug44" 0.746285483925405 0.746424609629216 0.831445667700273 0.840676594541447 0.749100992585342 0.821668138359113 0.839890287034833 0.777449724078746 0.748421981021648 0.826147059408694 0.843032178294112 0.781420898916713 0.840950642857269 0.834618774835004
"pmse.drug45" 0.827630900547989 0.823397026448235 0.783092477486606 0.761075813790979 0.819700055411577 0.755367205489825 0.868248858443767 0.767456950479048 0.813209567230994 0.753464157697532 0.846368815694196 0.764750666704069 0.805972181802219 0.750262538387971
"pmse.drug46" 0.801257721345622 0.799218840275263 0.818464668709636 0.801145834128544 0.794542518176247 0.775267519106544 0.859567491989559 0.762284628880369 0.794325490076453 0.776125303323209 0.859190589363096 0.763852016948068 0.839722924146838 0.776065710394911
"pmse.drug47" 0.908674593481375 0.912644461114537 0.982677652235759 0.955342770863816 0.885057951825503 0.954790047226282 0.936534008448711 0.885057951825503 0.889006397697496 0.954892304563778 0.937486369620665 0.889006397697496 0.955749479481708 1.03408901931014
"pmse.drug48" 0.861564927659237 0.857831375753199 0.847051595378752 0.838632779793461 0.850169396492189 0.843934508044213 0.840544720088591 0.836078379420653 0.847181123051596 0.844049120607811 0.839347880579712 0.833718280391309 0.852323016971649 0.831469702084243
"pmse.drug49" 0.917743538265547 0.913814926408416 0.887859086991137 0.895930466618054 0.917384394167139 0.898479541473194 0.896684999188109 0.908015985913348 0.916721402234674 0.899159639989144 0.896436966365868 0.90231685380261 0.894539646096731 0.880426600196175
"pmse.drug50" 0.838758672766521 0.83646651962047 0.849580271535769 0.884565894030945 0.836601917935047 0.872171502776593 0.871505703537082 0.836039990725493 0.834910718811328 0.869130449971993 0.868875503846511 0.832374015548072 0.883773252781608 0.868875708726377
"pmse.drug51" 0.73389760306884 0.730403634651577 0.712443300139055 0.757822437263109 0.728119947247405 0.742745287812831 0.724446972864611 0.69809522208603 0.722534296800409 0.74057431352029 0.723766839292045 0.69791688871925 0.746021755181762 0.703233820465337
"pmse.drug52" 0.885896353938223 0.885296828997081 0.874260539146608 0.872630145327349 0.871158398568788 0.865229909379687 0.864298615190007 0.845823977310959 0.873102564161383 0.860566773114449 0.861724816839831 0.845889364931464 0.870602939636098 0.910273106062519
"pmse.drug53" 0.711897329387518 0.711386733435111 0.736322047149249 0.710662755591446 0.699433829433479 0.730702721327533 0.698136188327499 0.699433829433479 0.694900019735184 0.731671727017694 0.693825755123574 0.694900019735184 0.691054844763222 0.964784365028887
"pmse.drug54" 0.889138350027116 0.885511781920855 0.897067395286245 0.980404070036652 0.886549187726724 0.908905500216278 0.937796391001826 0.893652497550109 0.883534117874507 0.906123920418996 0.943465537525059 0.891638011918464 0.91848109861835 1.03111963025249
"pmse.drug55" 0.788773753448946 0.731026177420657 0.728498621105727 0.573172978673245 0.778264268908514 0.743911493350909 0.712897351015812 0.755887992493617 0.721814763698147 0.70135410758758 0.657547029129311 0.707621177888727 0.599501734831672 0.576369792055932
"pmse.drug56" 0.765197872210991 0.766685276560202 0.820882590043275 0.805772488236008 0.754500878939313 0.777420674749827 0.767327729576438 0.745021241310365 0.756423267944941 0.7781279408938 0.769226787725759 0.74737600587803 0.790733653235367 0.79426424284947
"pmse.drug57" 0.788859908079098 0.783596374077582 0.78666973909424 0.80538308368595 0.791795007293551 0.802887030500145 0.804903442291162 0.806417565087113 0.78292737340074 0.802081696993373 0.804514212854165 0.800186972486051 0.814597954324213 0.805109492080408
"pmse.drug58" 0.762059932938909 0.759362743186639 0.769974198761912 0.78245335175269 0.756899698134475 0.735162461871472 0.791473086675633 0.731671610929001 0.75478780131422 0.732771194893885 0.790206048288162 0.730729315339169 0.802020520811281 0.770153848548457
"pmse.drug59" 0.738701930741768 0.739780655920851 0.771486628597039 0.764713031228014 0.765718924770587 0.786652989027418 0.787758702921118 0.765718924770587 0.763344657617244 0.786150550175316 0.78701980500694 0.764121693569358 0.769202342669967 0.872815288231045
"pmse.drug60" 0.933814098539555 0.932983279251551 0.946241232658079 0.926288026502949 0.93458297121773 0.930911204158785 0.937129449450818 0.935706921560362 0.93701928901187 0.92781889139413 0.933832864291887 0.934085547976384 0.910398494834884 0.951417450448528
"pmse.drug61" 0.641582573786459 0.640514934477099 0.688747519592319 0.701809974099078 0.636930783683485 0.684924416703902 0.684924416703902 0.64169617913964 0.632792748150957 0.688212744325613 0.688212744325613 0.640898158280669 0.701809974099078 0.667373666384508
"pmse.drug62" 0.959893381732304 0.95621097803857 0.945388176872611 0.987341772151899 0.958717626771689 0.987341772151899 0.964028958412896 0.985626518110763 0.957853481273871 0.987341772151899 0.963703742714053 0.984678440712108 0.963253928907597 1.01411807350611
"pmse.drug63" 1.11947109983185 1.11597279316046 1.04011694267106 1.0014634644091 1.10380694000364 1.02354022311661 1.02047897184167 1.08000192766604 1.10558681624576 1.0201222580028 1.0167780370241 1.07131361235349 0.994160620746123 1.03508957958807
"pmse.drug64" 0.738316091009763 0.738539964048439 0.777882232714236 0.781235529520427 0.737324227844796 0.762162592822083 0.803789208238993 0.755341084306628 0.738272822502141 0.764513975587312 0.812511490827904 0.757514240407903 0.834306045710189 0.772623573389856
"pmse.drug65" 0.936787717364861 0.933990619021238 0.899872724216736 0.898646996164347 0.94113935793689 0.899557326018693 0.907127443844458 0.918185555764045 0.935481665009647 0.899454738782479 0.906632747067559 0.921868071201164 0.907816919857997 0.965039180849931
"pmse.drug66" 0.973725816225839 0.970917759745119 0.966934552321566 0.985785841494955 0.97375656536818 0.971221073334918 0.946553127608439 0.970600657979551 0.971503721967758 0.972639655304582 0.945666720711441 0.974767703799492 0.955834342108889 0.999089159668754
"pmse.drug67" 0.975435944335488 0.977191933685316 0.988760768356228 0.977077987429094 0.963837014053958 0.994997589041406 0.993628114201525 0.963814102542549 0.9675843350281 0.992625910343831 0.991404448544106 0.968146184302631 0.977670014351629 1.00973208029785
"pmse.drug68" 0.88008404674232 0.879973943482333 0.90447742204852 0.91376045598115 0.87089046058746 0.922185083548997 0.914949002641684 0.878352475590535 0.869948932102384 0.923912000209167 0.92040595968585 0.877395371283737 0.912136569791361 0.951404641762346
"pmse.drug69" 0.976521554324572 0.972145199848062 0.941248719276209 0.940336316297318 0.962620152925586 0.912139151247128 0.907069172741828 0.935299410203683 0.955172953095669 0.913837856647839 0.907644371386429 0.926167358996976 0.945310225464559 0.97419624303209
"pmse.drug70" 0.913291354954753 0.903186766555803 0.78567080560236 0.942662286681289 0.865228079185608 0.948627285841244 0.870658750587228 0.865228079185608 0.862367663388542 0.947085010390045 0.866684484928747 0.862367663388542 0.888057412820472 0.87535092497425
"pmse.drug71" 0.980314037548853 0.975536458922032 0.900126744884136 0.924156834572811 0.975699502173856 0.917396568525064 0.911452905016437 0.925928914589386 0.966615329898251 0.915020343073052 0.912317890538489 0.920605324575894 0.914852115694423 0.957140555829115
"pmse.drug72" 0.82882217284689 0.82655146229362 0.811233942724673 0.814409795858982 0.826043694022679 0.801664381949452 0.813515648403101 0.793962871498905 0.823040076626581 0.801655920934225 0.81219773233219 0.793089609173847 0.816411271191859 0.838261102899576
"pmse.drug73" 0.933510738211016 0.932683818609155 0.900341626926719 0.918159605323597 0.932659997449342 0.921620233592708 0.91879527722906 0.926707806818484 0.931906134938722 0.920030937912436 0.918847611014025 0.929385439543127 0.919127008591585 1.00230791927758
"pmse.drug74" 0.538169720642376 0.540290573006692 0.61610863923135 0.606214154907001 0.538100987792547 0.557945352385993 0.557945352385993 0.543955759157029 0.54020979912047 0.562957930032107 0.562957930032107 0.545916798295155 0.606214154907001 0.56295779712531
"pmse.drug75" 0.895562003118389 0.889989842329212 0.83288904781511 0.87381075000888 0.886266601584359 0.868447771945008 0.868747259576463 0.869764501010531 0.884139118993657 0.864633328320391 0.869029701842349 0.864363013969643 0.885123596962041 0.859646531403775
"pmse.drug76" 0.676389618361153 0.676736316255095 0.721306490597233 0.721926140864523 0.671322770586576 0.689391325208127 0.705104748768989 0.679689588293599 0.67479873416659 0.688154568214768 0.708820637891451 0.679815395157918 0.710079126830373 0.742322218450351
"pmse.drug77" 1.05996918973009 1.05834790071808 0.987021335668747 1.05426243620509 1.04750865718693 0.994534782143425 0.99558261982837 0.998103989523783 1.04373266397283 0.99293115808319 0.994830884572342 0.998407830970361 1.00186851639476 1.08342329339361
"pmse.drug78" 0.743128009240367 0.742123773653554 0.767092291035443 0.794728188989763 0.734158424862587 0.720921773311762 0.753530182154394 0.718961927147988 0.728833684247397 0.723297432309102 0.751995017722356 0.720783662523608 0.778123671544974 0.800170470804687
"pmse.drug79" 0.793051663560118 0.793784357155935 0.830742889067192 0.807438214052541 0.791566409792619 0.811616228132585 0.849470205782754 0.811694503970395 0.789877169645431 0.811670678567569 0.850441975893415 0.809683447604189 0.854820903784726 0.782208587626987
"pmse.drug80" 0.837931873498551 0.8347720230548 0.825954978409746 0.858874949706488 0.844578637741142 0.848850414845822 0.857690805906051 0.83084405984164 0.841202576275064 0.844381951810989 0.862144013227441 0.827671418871581 0.862705541623323 0.873044970953999
"pmse.drug81" 0.794217353857617 0.79075668161448 0.794154680069621 0.849082628293154 0.791837003136459 0.873129429043806 0.823386902128846 0.800794638770772 0.780154371365716 0.868231906747871 0.821366093167389 0.792501285077458 0.843088617043578 1.02351806804747
"pmse.drug82" 0.605044310126252 0.607059865554191 0.669552148578986 0.640977262960946 0.605784208509705 0.626453099134545 0.640046793745127 0.60868664070243 0.607331767661208 0.627468702522424 0.640881279662931 0.61073138356438 0.665316860385513 0.65289993369666
"pmse.drug83" 1.01265830326392 1.00346396658397 0.925575648477619 0.94164863203705 1.01601649551624 0.943609984360152 0.944016671468765 0.972362786095295 1.00533389197822 0.939387434875268 0.939387434875268 0.964691100649505 0.94164863203705 0.93735779489455
"pmse.drug84" 0.836649567669049 0.830852644945038 0.79654622648373 0.813947938560446 0.830126140055933 0.822410275242685 0.833119580770699 0.838129880637909 0.823479576954132 0.821668629087509 0.831928117672672 0.831221373689053 0.821061592954254 0.807262559388066
"pmse.drug85" 0.963071119419092 0.95524670563666 0.885113386844801 0.955861510963113 1.00551842734545 0.950942902400973 0.950942902400973 1.00551842734545 1.0009377440551 0.949782648419251 0.949782648419251 1.0009377440551 0.955861510963113 1.05792723427518
"pmse.drug86" 0.764540819295643 0.764691708250756 0.769367881091949 0.774467227995318 0.753300527843926 0.771784900849784 0.759201354434607 0.741276121850569 0.751706205107389 0.775082414561352 0.758062733901529 0.741307219266021 0.769106172745959 0.72641302064289
"pmse.drug87" 0.76633367711256 0.767091573375631 0.833401404041161 0.88035985366887 0.755862641905361 0.849181566590765 0.849181566590765 0.78825761872875 0.755931764763257 0.854481793286465 0.854481793286465 0.785047376240171 0.88035985366887 0.816907503675056
"pmse.drug88" 0.62087528750823 0.611262836207803 0.571938510708795 0.56965715203595 0.617377442872494 0.603584583335588 0.626190303399527 0.602015075197807 0.607698520932728 0.595155764143736 0.616572601393441 0.595155764143736 0.615126123985854 0.560835494713932
"pmse.drug89" 0.655305963578401 0.653313797943661 0.729943786393237 0.716668701145307 0.650410223311938 0.689045299387107 0.682135469392067 0.653506594029827 0.645519170434554 0.692259306799617 0.678935314043424 0.650907816337594 0.700388687177043 0.677446754832084
"pmse.drug90" 1.00136825213123 0.999280028172407 0.9732680868579 0.9875 1.00972275781999 0.9875 0.957021224711366 0.996141620478856 1.00827320647763 0.9875 0.964497207242178 0.989486633592126 0.989110829747398 0.961006036325881
"pmse.drug91" 0.870777695296886 0.877306551860764 1.01424029574413 0.96516909989191 0.878734208856674 0.843596744115964 0.833547459573286 0.85708987335796 0.886687928278124 0.846206393551311 0.832178330260073 0.872554364047225 0.989344261169014 1.70259881491432
"pmse.drug92" 0.875994379751271 0.875919739913291 0.875662522336371 0.94203344434607 0.876025192979683 0.876008442585169 0.875503737461725 0.876025192979683 0.875342007065797 0.874405122471865 0.872078594361456 0.875315544689134 0.879468081358113 0.982835983420128
"pmse.drug93" 0.897901605132519 0.893035618185451 0.913271856940506 1.0659866927979 0.946926067002987 0.959420897470237 0.96913007554362 0.949348754459079 0.939899226974233 0.958338662011376 0.96281578514535 0.943150923484427 0.942707457745817 1.09629639344375
"pmse.drug94" 0.820323430703271 0.816339348040395 0.825865429620196 0.867009421133445 0.813145843795903 0.854919725334958 0.866338527953315 0.827947075009676 0.806282363082444 0.854758545064839 0.865067566345598 0.825295107770172 0.8517584708932 0.909352793580019
"pmse.drug95" 0.543361655439775 0.540534093535297 0.506094332367902 0.537867575915381 0.541345711769046 0.53513600936574 0.539544277710232 0.531312051970263 0.538242446031392 0.53511474448903 0.541825576834604 0.527391936886029 0.549785839216754 0.542400812172127
"pmse.drug96" 0.772609457975739 0.769670940962418 0.807002714313064 0.827074728205145 0.767375063140549 0.813765481326662 0.839167718973537 0.773096821834163 0.76472521384602 0.816018513616081 0.843814769857033 0.770673257795203 0.861508837101383 0.773542800690653
"pmse.drug97" 0.655741998813723 0.655644041547356 0.68981004601905 0.69553045392386 0.660610240695603 0.687048060377461 0.692881143661132 0.685749761743988 0.659932951219517 0.686296794672415 0.691999521580056 0.686747421933011 0.696826627763862 0.688610446727405
"pmse.drug98" 0.817668572643641 0.82252159499423 0.889438462090996 0.968370890397266 0.894311975079481 0.961992180694126 0.946538945905689 0.894311975079481 0.896027894928344 0.963035755680616 0.953837953964544 0.896027894928344 0.984731910211643 1.02815373450684
"pmse.drug99" 0.867367863609558 0.862932687999143 0.835922548211911 0.988636363636364 0.862312889798495 0.988636363636364 0.897231622599685 0.846350792706487 0.856685709141153 0.988636363636364 0.897762391078818 0.849294282104237 0.872758897074625 0.843485975908833
"pmse.drug100" 0.85230067364684 0.852813367869378 0.838333735352248 0.77194322890806 0.836986550013028 0.749406271238655 0.757634451258296 0.787752879808254 0.835723568883675 0.75249189155118 0.760830628445176 0.78188279115149 0.775226819591757 0.7898560602583
"pmse.drug101" 0.711388667553632 0.710491185784384 0.77726797178028 0.801920042663205 0.718422872408415 0.775856947934657 0.770749337253605 0.732317211165778 0.718618641683107 0.77336127308687 0.77336127308687 0.736630345271174 0.801920042663205 0.795105241876523
"pmse.drug102" 1.00425757585886 1.00280261447078 1.0145848050609 1.02721159496644 1.014963959769 1.00166235201705 0.976780846157673 1.01703280027947 1.01308534959873 1.00152740519242 0.978358854106623 1.01192065364478 1.00753474226921 1.09780320489137
"pmse.drug103" 0.837253951259986 0.842121988070562 0.94065462304301 0.925252231599907 0.844497551685895 0.927932877258169 0.902542855220627 0.863428037816252 0.846166031636137 0.927214509910827 0.902575199046966 0.866170867526662 0.928977737191706 0.998546009219483
"pmse.drug104" 0.7945096577911 0.789630409567607 0.788404546108205 0.828326984879217 0.790444572417173 0.818627486560881 0.816429219802596 0.797309196241832 0.783498272167505 0.818340365096752 0.818340365096752 0.796868700835101 0.828326984879217 0.836263320980048
"pmse.drug105" 0.858539080289221 0.860501760598957 0.927330356287557 0.907767299018312 0.858429202436582 0.904527054342756 0.880440122923199 0.866604856053335 0.860061038907217 0.903989670600511 0.880769173928604 0.857370163682307 0.907982169903312 0.909978342751652
"pmse.drug106" 0.802449993963676 0.799998681671225 0.788867753605181 0.763104254964382 0.791237324883591 0.763243878529431 0.765317397843389 0.75376020395895 0.790013895208532 0.762090721029993 0.763634613531078 0.753793740096501 0.758170544176679 0.786391252676524
"pmse.drug107" 1.00845859817779 1.00650503475102 0.983769577515221 0.936406944716115 0.991717356928462 0.969605027646439 0.98701271072223 0.994711288478744 0.987609569563163 0.968247190475402 0.98673650848118 0.989561606138566 0.932193639341036 0.998009103641609
"pmse.drug108" 0.536947304334711 0.535452179902438 0.544527764636342 0.546465854036888 0.532347785027461 0.533548631048546 0.535046178464051 0.511302081957564 0.530086658116894 0.536372579413055 0.537766473553571 0.513179193111737 0.549984187175904 0.559575320670726
"pmse.drug109" 0.863405790395373 0.865388708917275 0.875476424465389 0.84929638376846 0.865238450283276 0.848659481604162 0.843366918427426 0.859747402711311 0.868017712545305 0.846284225694257 0.841509884406902 0.861104978756777 0.848416565080082 0.883195722851375
"pmse.drug110" 0.585212752124988 0.582709958899659 0.595375932277089 0.582614256284632 0.566906137854926 0.557122484804767 0.573460005482453 0.559228376024666 0.563489931799695 0.555506830686906 0.573640463049886 0.557030901958847 0.579406594515976 0.589201284666452
"pmse.drug111" 0.894565350329417 0.894020806846746 0.890177482788842 0.894579166108457 0.889884339542649 0.890045811112292 0.882785794856502 0.887988761728018 0.889447355727009 0.89580829120695 0.88403124111753 0.889823785528544 0.886630706577713 0.94293407530224
"pmse.drug112" 0.707888305606089 0.704737757654423 0.69229245650689 0.686690707882966 0.716598305772151 0.711266021518263 0.70567214189487 0.701918002972708 0.71280281144454 0.709281351322321 0.704743770869093 0.696284968097283 0.695116854431391 0.690567120565806
