"nreps" "n" "p" "D" "nclass" "alpha1" "alpha2" "alpha3" "alpha4" "lambda1" "lambda2" "lambda3" "lambda4" "lambda5" "lambda6" "lambda7" "lambda8" "lambda9" "lambda10" "lambda11" "lambda12" "lambda13" "lambda14" "lambda15" "lambda16" "lambda17" "lambda18" "lambda19" "lambda20" "lambda21" "lambda22" "lambda23" "lambda24" "lambda25" "lambda26" "lambda27" "lambda28" "lambda29" "lambda30" "lambda31" "lambda32" "lambda33" "lambda34" "lambda35" "lambda36" "lambda37" "lambda38" "lambda39" "lambda40" "lambda41" "lambda42" "lambda43" "lambda44" "lambda45" "lambda46" "lambda47" "lambda48" "lambda49" "lambda50" "lambda51" "lambda52" "lambda53" "lambda54" "lambda55" "lambda56" "lambda57" "lambda58" "lambda59" "lambda60" "lambda61" "lambda62" "lambda63" "lambda64" "lambda65" "lambda66" "lambda67" "lambda68" "lambda69" "lambda70" "lambda71" "lambda72" "lambda73" "lambda74" "lambda75" "lambda76" "lambda77" "lambda78" "lambda79" "lambda80" "lambda81" "lambda82" "lambda83" "lambda84" "lambda85" "lambda86" "lambda87" "lambda88" "lambda89" "lambda90" "lambda91" "lambda92" "lambda93" "lambda94" "lambda95" "lambda96" "lambda97" "lambda98" "lambda99" "lambda100" "sigma1" "sigma2" "sigma3" "sigma4" "sigma5" "sigma6" "sigma7" "sigma8" "sigma9" "sigma10" "sigma11" "sigma12" "sigma13" "sigma14" "sigma15" "sigma16" "sigma17" "sigma18" "sigma19" "sigma20" "sigma21" "sigma22" "sigma23" "sigma24" "sigma25" "sigma26" "sigma27" "sigma28" "sigma29" "sigma30" "sigma31" "sigma32" "sigma33" "sigma34" "sigma35" "sigma36" "sigma37" "sigma38" "sigma39" "sigma40" "sigma41" "sigma42" "sigma43" "sigma44" "sigma45" "sigma46" "sigma47" "sigma48" "sigma49" "sigma50" "sigma51" "sigma52" "sigma53" "sigma54" "sigma55" "sigma56" "sigma57" "sigma58" "sigma59" "sigma60" "sigma61" "sigma62" "sigma63" "sigma64" "sigma65" "sigma66" "sigma67" "sigma68" "sigma69" "sigma70" "sigma71" "sigma72" "sigma73" "sigma74" "sigma75" "sigma76" "sigma77" "sigma78" "sigma79" "sigma80" "sigma81" "sigma82" "sigma83" "sigma84" "sigma85" "sigma86" "sigma87" "sigma88" "sigma89" "sigma90" "sigma91" "sigma92" "sigma93" "sigma94" "sigma95" "sigma96" "sigma97" "sigma98" "sigma99" "sigma100" "SNR"
"set1" 100 200 100 100 4 1 2 3 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 50
