"semnig1" "semnig2" "ridge1" "lasso1" "xtune1" "ebridge1" "dss.semnig1" "dss.semnig2" "dss.semnig3" "dss.lasso1" "dss.ridge1" "dss.ridge2" "dss.ridge3"
"pmse.drug25" 0.588941411480538 0.589068281300826 0.598203241391184 0.60778029032694 0.590468016982711 0.593811873468168 0.588568240011691 0.607175779489893 0.679934356933126 0.699112693728681 0.595791936873521 0.61974387696296 0.69176736888263
"pmse.drug26" 0.908166877899907 0.90925195653335 0.911039726450742 0.899287383026432 0.912343312866011 0.901545099560847 0.909163327991754 0.907027116360386 0.959655685901773 0.966603791393382 0.912985374347388 0.910303609510237 0.965404427464507
"pmse.drug27" 0.600940459889387 0.600695986682279 0.602236763904911 0.600578916396689 0.606107085149117 0.604988499114384 0.607519918633155 0.609817677547451 0.893386982949832 0.852186928675891 0.608582830509695 0.612006430755015 0.874522723258732
"pmse.drug28" 0.652012517567793 0.651393982770855 0.656264936837235 0.704573496017181 0.647128555382889 0.657503375207652 0.65344252966723 0.701898696977583 0.807299641623868 0.779085375432075 0.661532966728173 0.704129341220687 0.777701146149905
"pmse.drug29" 0.893854101910605 0.893266529149597 0.916072210231941 0.955595867258058 0.916617906268312 0.913128254028078 0.902522040988928 0.959847536542557 0.953886986416813 0.955595867258058 0.922318917430631 0.959983466517101 0.957051103251223
"pmse.drug30" 0.846635255626076 0.845861274218181 0.848443387429442 0.878901760337517 0.845076362828206 0.853058253383558 0.850915651405817 0.878894985539336 0.926657650826398 0.932053789164581 0.854692070011321 0.882782173128734 0.930384446493224
"pmse.drug31" 0.879374139253772 0.879410125775513 0.869757326671337 0.88841142574695 0.870985554856849 0.874349842511347 0.878385343281323 0.876957440342232 0.950510447187113 0.958356117676998 0.868539368957668 0.872931612979343 0.949162838489662
"pmse.drug32" 0.807816898570858 0.80758041176664 0.832832228377104 0.882478951779117 0.804033116117093 0.830321250698117 0.803898167754627 0.883377683598399 0.922999340177709 0.923929295833186 0.831236188907534 0.880495365015175 0.924758071287647
"pmse.drug33" 0.772256278951402 0.773051284084858 0.773391221478112 0.76968284349572 0.77674589235454 0.769477047361113 0.770656605563895 0.779596422281352 0.863567696660176 0.915107252464029 0.772135825081117 0.778591276090571 0.865876903512814
"pmse.drug34" 1.05411781182606 1.053045793077 1.0293599161957 1.07632047301559 1.05625144604316 1.04783097298653 1.04852205406623 1.03375518511058 0.994743128797049 0.993417023383913 1.02559957155172 1.01166806313223 0.994546456344207
"pmse.drug35" 0.48450646054499 0.484159923846094 0.485748642134156 0.51513584991785 0.481920901292865 0.488571500633112 0.489777008456649 0.517553325765844 0.634651847737012 0.692896537332919 0.493923200869647 0.522791811517848 0.624227692435364
"pmse.drug36" 0.867629620968065 0.867499286552876 0.861371313864359 0.84302171105702 0.88402868271762 0.872355105588041 0.860228564654731 0.847032124455101 0.869676980340609 0.880593487992814 0.855188537214696 0.848655928684968 0.871642023825359
"pmse.drug37" 0.754641741764211 0.755125140260574 0.754297739816164 0.801035754849898 0.7834696787468 0.748131145003114 0.759133761610532 0.795537725717331 0.838295982605575 0.854343197702038 0.760502578353633 0.800341526575625 0.846547757335601
"pmse.drug38" 0.776205584594499 0.776188067939693 0.766119284279312 0.804792294578131 0.767196266896789 0.766152362221358 0.773919464201066 0.789893236976929 0.834627404559736 0.819269203162164 0.761746498907897 0.777440186198733 0.820344354433633
"pmse.drug39" 0.931378012838142 0.932580262220373 0.928324974059433 0.940027656264764 0.926597924608161 0.922118649367698 0.928943967840272 0.953549401541647 0.985848354410246 0.976570498790884 0.926761331463661 0.959586946329773 0.986781490211434
"pmse.drug40" 0.942082542669027 0.943471647343017 0.915908202916195 0.881917713346541 0.918981879159092 0.909338243364594 0.941147786197799 0.879120923668896 0.931442622544635 0.93882950470546 0.914988812960043 0.904459855081377 0.935953639631214
"pmse.drug41" 0.98589633145961 0.985561490493784 0.978936253363661 0.91862338256572 0.976628267117485 0.990946026140492 0.981043247251936 0.927364227433766 0.896906853315773 0.896638296552392 0.973513250162673 0.930427305459466 0.897546653972202
"pmse.drug42" 0.902894119407384 0.904138259995684 0.904270577854932 0.901709375678416 0.913767439020557 0.89953351283205 0.899560924597482 0.908089028068228 0.914438971865983 0.916706280299248 0.898491340385173 0.907562515693161 0.915054728021642
"pmse.drug43" 0.876599742267348 0.876058478337659 0.896278208635641 0.939518647708696 0.888785991850812 0.893238740443797 0.892810778817237 0.954262639346461 0.954262639346461 0.948065163283221 0.905441194279017 0.944106663976393 0.944106663976393
"pmse.drug44" 0.798328711903304 0.797905246266856 0.792911385550708 0.804072243657805 0.798120674244584 0.795625953373284 0.794128227694054 0.805702588747313 0.91000217658977 0.91351140831624 0.788405298761621 0.808384855243176 0.917452771653911
"pmse.drug45" 0.745468006963894 0.746071945732986 0.749039415993144 0.711634449698198 0.746505570400414 0.746246723840138 0.734377510909712 0.731725055862884 0.83903731952406 0.860072162929641 0.739046451082432 0.735148338044699 0.844822894354382
"pmse.drug46" 0.816083393300321 0.816093473096021 0.832270686862874 0.890429635515209 0.818202548642027 0.827132259368681 0.819401468692383 0.872688013288249 0.946311868050334 0.953868547169607 0.837235905185878 0.882013168926068 0.950999920456529
"pmse.drug47" 0.864039657089968 0.863692448126559 0.882594787715433 0.898261170796044 0.878959585529649 0.877151199489064 0.872590376316551 0.921311173875875 0.94693509775537 0.957001177582459 0.894949883980578 0.945815997463978 0.962992443599558
"pmse.drug48" 0.92340343562972 0.923597909126953 0.884770182503519 0.87815169065906 0.910812580315912 0.890133014214762 0.912577669354821 0.881583747723784 0.844184747663148 0.844711063757362 0.877137499387199 0.867375845357443 0.841437602086169
"pmse.drug49" 0.688692886073009 0.690025316251066 0.719168628279497 0.688755865492608 0.699559083356617 0.713877114058882 0.694970681690883 0.725076858051102 0.813667751170879 0.838315451895124 0.723060165732914 0.753112195505874 0.83724524926549
"pmse.drug50" 0.581709749018897 0.584881455459102 0.598769006853977 0.531728554673712 0.560350218794882 0.579230323721836 0.574653927719339 0.586378157954297 0.68009343272389 0.703912702488311 0.594231066130185 0.602582309305861 0.722614401873177
"pmse.drug51" 0.678374421919751 0.677815764130969 0.703900358608755 0.715028266776124 0.689150162837217 0.701064828767527 0.682621835955358 0.715881418666268 0.791406205359226 0.798000902497825 0.708645065580228 0.728658838360735 0.786121018442649
"pmse.drug52" 0.663553451338648 0.664806777810766 0.659708996943913 0.665934922603721 0.670295315355015 0.64877076316774 0.658164887042933 0.661666625250668 0.749619359189743 0.777860369618426 0.657755953672957 0.663170704037876 0.76139090089269
"pmse.drug53" 0.948629892648394 0.948911621144352 0.943060738974044 0.946714259397085 0.93355373898255 0.946820821929702 0.957690119851127 0.946425162141806 0.973204482237247 0.949787584046314 0.948535772120221 0.945618593103098 0.970490594024802
"pmse.drug54" 0.690037826250259 0.690658814230239 0.695372205885395 0.697804484111475 0.687780058940942 0.687721958854558 0.68936463603406 0.712249298167721 0.921438613772278 0.913083045336833 0.694815308086944 0.720229342956241 0.92239442415102
"pmse.drug55" 0.583972789688981 0.585614107290102 0.577801115472539 0.581466221216357 0.560687244196399 0.566076869259064 0.585546066141023 0.604795642928023 0.78464403608839 0.82765046489977 0.57871091863242 0.601312884385931 0.795029484200623
"pmse.drug56" 0.871334079229822 0.871348235804638 0.862112180852544 0.871286665848198 0.861251397178388 0.860425048431152 0.875091107451208 0.871429395593024 0.897893463207079 0.878677899050921 0.865281209098563 0.854540861551126 0.886879235302826
"pmse.drug57" 0.84884829977225 0.848487170848358 0.851317595831989 0.815238957796308 0.842652184895628 0.855068154916897 0.847914541203403 0.829476284966346 0.94007791827681 0.945502502985016 0.849114130485597 0.848762195704543 0.942009814339608
"pmse.drug58" 0.720388484042594 0.720513429619304 0.711905058222917 0.752819031253827 0.722472532562618 0.708477726462334 0.718339242928456 0.730089211634643 0.815716123608056 0.79549721954019 0.710833558081048 0.719734721881976 0.830233175890847
"pmse.drug59" 0.807253488135869 0.805951682540056 0.807054463363834 0.838439812308828 0.833546675867528 0.822391889161839 0.792121669886372 0.802300095177667 0.856422473604246 0.857053529233778 0.788545616509306 0.801494549542252 0.858291646281959
"pmse.drug60" 0.808232302036665 0.808743380460446 0.80522524542101 0.788932227250515 0.807024585142346 0.799566294618969 0.806175888135032 0.798754681276408 0.902176149773565 0.930172964860823 0.805077316246942 0.807093808309018 0.910003039475113
"pmse.drug61" 0.605616965418744 0.606472476438806 0.622459475610319 0.622944089075825 0.610752642608588 0.624593240992226 0.607914937511933 0.639480560896857 0.790651655935275 0.869632149978635 0.627371690516762 0.655447413051265 0.812121310807687
"pmse.drug62" 0.986084243514924 0.986434197435267 0.973203629422053 1.00268560548832 0.97648733266526 0.971181033362524 0.985262028733069 1.01030847083095 1.01030847083095 1.00268560548832 0.972224972695038 0.993380091606823 0.993380091606823
"pmse.drug63" 0.837693293089082 0.837724281752979 0.848867460617056 0.852551287353675 0.842548329849973 0.845055186199186 0.834546452009837 0.862452372558103 0.924208128787095 0.922535228910796 0.848332078859193 0.872641149237186 0.918400867964782
"pmse.drug64" 0.82987939781186 0.830493787728129 0.842802914892251 0.81565062227954 0.82543209677321 0.833160901930374 0.830728322016543 0.820064775868517 0.898244483012489 0.901651031126905 0.841998402902151 0.852992329289729 0.901452470164276
"pmse.drug65" 0.82970308806134 0.829749097352382 0.825150771945391 0.82591397627216 0.833420423510035 0.825938946522515 0.828111610483795 0.81669318876228 0.903399054230876 0.916738074739756 0.82490918909835 0.822324315842949 0.898873096796463
"pmse.drug66" 0.844086523465434 0.843098714145837 0.860706346537415 0.896264235524719 0.848381782095446 0.865229260535962 0.843333425074984 0.90001001894373 0.941132636725481 0.963369761653365 0.859508224851546 0.911073817981451 0.957490335215126
"pmse.drug67" 0.885759499037117 0.885762619312908 0.919190427820683 0.921030403032817 0.899360138789619 0.914454296936617 0.878979279008231 0.913084375008444 0.916566471719027 0.932977127397622 0.916791927826064 0.943470050292719 0.945357141322884
"pmse.drug68" 0.867275561808443 0.866905388611889 0.856093411531573 0.841201678351611 0.848214730689146 0.859739235352824 0.864432206658659 0.84275186273269 0.904608474211859 0.902981770502635 0.854989277330995 0.862267625425414 0.902865006282654
"pmse.drug69" 0.963016102368783 0.963767650253529 0.94158496826979 0.969723411170641 0.962624152220232 0.938993458116849 0.965764416638393 0.966258834971957 1.00801071134544 0.992465907361435 0.945277007928388 0.960418025446691 0.996384559912296
"pmse.drug70" 0.977057645095815 0.977207502167195 0.974760658060403 0.983194180047142 0.992651038322366 0.984036001510496 0.975285760514951 0.961412793030613 0.961412793030613 0.983194180047142 0.973012157053086 0.95749282595358 0.95749282595358
"pmse.drug71" 0.826838431984456 0.827668969467014 0.836525619997194 0.825869443265456 0.836303407756005 0.827975906336703 0.82647079014369 0.834122954438299 0.886132761659962 0.910444175228012 0.834152773706343 0.846830389971102 0.893164024808405
"pmse.drug72" 0.603333449502559 0.603027634336879 0.601081376583515 0.644613230267249 0.600222643957659 0.600407200106172 0.607091360213507 0.641775899468987 0.689752662610762 0.701708181212184 0.607029805281044 0.636218131487187 0.689871479332863
"pmse.drug73" 0.815189723283592 0.814876175605786 0.817666465063517 0.834030843038895 0.818705195520473 0.818065765694945 0.815221728184932 0.830127186442604 0.949077757290457 0.948622032687956 0.816616759795446 0.833796497411765 0.948861875913377
"pmse.drug74" 0.766005286062366 0.767355809592952 0.756727281539358 0.785363460887673 0.780446724422848 0.748269522562249 0.763777656320691 0.762785709930347 0.816913999291741 0.814961257108302 0.754909671013383 0.75839999438888 0.818786751832607
"pmse.drug75" 0.706439905683907 0.707221625847242 0.701898468973951 0.738515067576126 0.718084194420163 0.695723639942451 0.700045105308033 0.74718157487963 0.824785803328727 0.866819702922922 0.697453137263765 0.745866530058511 0.846659272023782
"pmse.drug76" 0.87867655915074 0.878569866274339 0.872334841586473 0.911440701230723 0.87613549938462 0.873768410411758 0.880365518037816 0.892619013944987 0.946696449590393 0.935873913762896 0.871074537181438 0.894583714685278 0.936123351553061
"pmse.drug77" 0.903881863997343 0.90378520838388 0.91234017510876 0.923976788250002 0.911627678181814 0.908903218352972 0.909624953490274 0.933582693360613 0.903328147046438 0.917511825129366 0.921250692496895 0.933318880283822 0.92590637579256
"pmse.drug78" 0.700612457808778 0.701758739289381 0.710915379288012 0.671836634506825 0.728387153668503 0.711598930405975 0.700335179870633 0.675937205935818 0.699221091518607 0.712466397556377 0.711700451172678 0.686123385309758 0.715830392583711
"pmse.drug79" 0.786973377031169 0.787543616564605 0.794593309750338 0.91721339499453 0.790557687678915 0.784943995461664 0.78508370746119 0.917665726407357 0.917665726407357 0.91721339499453 0.795880804310925 0.915391144588538 0.915391144588538
"pmse.drug80" 0.652122717895367 0.651330914884051 0.649892799146025 0.641010749747317 0.640116858785771 0.656160698613424 0.652425400184654 0.641253530279095 0.670437762623588 0.680745755520543 0.64877107404343 0.657458490978604 0.678080940827325
"pmse.drug81" 0.842257378227443 0.840762938251415 0.844982232367506 0.899439969376752 0.847335595101822 0.854950133681329 0.839056426965179 0.911207291825221 0.934077711384422 0.933028963778684 0.846141776336908 0.914457809061538 0.933103100656786
"pmse.drug82" 0.601854680085093 0.601605683617438 0.602098022855151 0.642031348868471 0.600639722532461 0.602915277090127 0.609081551178665 0.636965487462135 0.705994203492087 0.769578320339475 0.608195289104676 0.637439527406493 0.69946784936029
"pmse.drug83" 1.04780731771439 1.0476775846838 1.02725422267166 1.03608507525772 1.03044573065357 1.03130296009035 1.04542956350107 1.03514509434248 0.990944111536006 0.98974284964469 1.0264719606985 1.02023777310903 0.993302176524707
"pmse.drug84" 0.77005930755569 0.770331069561937 0.779995526254276 0.774490965127783 0.772411080100171 0.773717444913993 0.771340682162675 0.784831183970699 0.861029691642928 0.878396274449093 0.782244629243792 0.796632204942 0.876216580624549
"pmse.drug85" 0.66033381433143 0.661661721803633 0.702716272908971 0.658940748056263 0.680182527242942 0.6858014671459 0.659111060954403 0.699477779235414 0.764469291767665 0.769269589713895 0.70661762339644 0.746435043172687 0.78812713425157
"pmse.drug86" 0.752936144269379 0.753068814283555 0.754651654534314 0.824256827139828 0.764839313999822 0.751207168596932 0.761956998478887 0.82605760618826 0.838556639155347 0.837534836905876 0.764024423124961 0.815802475600107 0.825971287732247
"pmse.drug87" 0.957670772528901 0.958633268487133 0.930589276844893 0.980716788239256 0.958080737923827 0.925641193531795 0.949353710523367 0.979203987387853 0.97905606276915 0.97713606626533 0.932594963954207 0.958653690295073 0.973733680425568
"pmse.drug88" 0.74934438051277 0.74899024731537 0.737722802173087 0.732763407613372 0.750140053805317 0.743858502603617 0.740501529466329 0.733453627686898 0.773606235979738 0.795145472911999 0.734635023441951 0.736673786356181 0.771379685544816
"pmse.drug89" 0.778091640532789 0.778622987969238 0.775852490916988 0.800941640949954 0.788690420862439 0.770482369917421 0.774357144069542 0.794229789889011 0.868090373349969 0.882189494813726 0.773728377504866 0.798836373651186 0.871324267559329
"pmse.drug90" 0.909404159132036 0.908959415072554 0.916317721535314 0.924937957462407 0.911244346593489 0.915802751316052 0.910156570742319 0.917805690041518 0.949595625889222 0.949882041108101 0.910700502357491 0.93084152433207 0.947793146052501
"pmse.drug91" 0.840461824520425 0.83942278991423 0.846743181374636 0.895318517266177 0.848783174213541 0.853341882985564 0.834011409303549 0.894177509250282 0.894177509250282 0.895318517266177 0.84001767913589 0.90087021844662 0.90087021844662
"pmse.drug92" 0.802517235670605 0.802966152807635 0.79638114821678 0.86815094760544 0.801463739587812 0.795525018497183 0.804737422759583 0.819578879470271 0.94863085200605 0.934542746683578 0.796783484909611 0.813555538370651 0.983032108443725
"pmse.drug93" 0.900098255902873 0.901245388500452 0.918393578605913 0.776360823096818 0.904622446942914 0.924470957335247 0.891079971017571 0.842516455276658 0.821442034324132 0.817612599680317 0.911666530935766 0.851818302993877 0.830627293440372
"pmse.drug94" 0.810181235657366 0.809823480319704 0.805812784040105 0.850195940194783 0.80947651534417 0.806829673551467 0.806856201575354 0.858969724332045 0.906905768502755 0.92511649359306 0.804106050967431 0.852148887166109 0.917191847238294
"pmse.drug95" 0.703746599316978 0.703377836590804 0.705313044827359 0.7231447751524 0.702943435124195 0.709545011896101 0.712857497870131 0.712487241275932 0.714933928816295 0.736647370589309 0.70176150525031 0.702598401330272 0.732784929174269
"pmse.drug96" 0.89727280809023 0.89830225503075 0.895700268154016 0.906995926652103 0.908884250973517 0.888907060252335 0.903994376498552 0.887326853272847 0.92463483503174 0.941299765318337 0.902406412497134 0.88603491064319 0.924179900504121
"pmse.drug97" 0.855857855309014 0.854350516260196 0.798457823840742 0.807229374412911 0.837650969889517 0.815188603481647 0.857320478878355 0.799041952228025 0.860488947421763 0.838111836575412 0.798997773033633 0.78898794848362 0.830693796921054
"pmse.drug98" 0.951252967024465 0.949770335935044 0.946415968410902 0.959671443941672 0.971747462586172 0.96173184198499 0.960966730560245 0.944708746303928 0.941469893301035 0.942067530052573 0.953815071466881 0.936301888297092 0.935622027606033
"pmse.drug99" 0.992333792187894 0.992038295501438 0.958880299806224 0.935709481951429 0.970144059479375 0.97354321059838 0.982864695794189 0.926898897678857 0.925277797161714 0.933751191985764 0.94952737281536 0.918911718826485 0.937438245049494
"pmse.drug100" 1.01359577279329 1.0136547474002 0.987534253338163 0.989412814938377 1.01124897078974 0.991625494861012 1.01094413830008 0.964955394254776 0.993454461987324 0.962895313283794 0.989468699386113 0.956210030504701 0.977298748013884
"pmse.drug101" 0.847284160452333 0.846114021547374 0.846428749695165 0.863587689702054 0.870628056126603 0.867940628637829 0.841599094523574 0.834509021249133 0.94775726567037 0.903967544746607 0.841695027452969 0.834773934002384 0.950649141550205
"pmse.drug102" 0.841992433067591 0.841519940347671 0.866794432131213 0.932648236436632 0.86340305260792 0.862754179869031 0.848644324573442 0.926468259119954 0.960425757872213 0.957658569606284 0.869275759669621 0.921785980606875 0.9536844263454
"pmse.drug103" 0.935038974045961 0.935119083177533 0.933771407952745 0.913521401067564 0.936995290418025 0.934660168217885 0.932739143074096 0.918139733672566 0.970305748358458 0.975454421987332 0.934830086698933 0.93764345765114 0.973812058786271
"pmse.drug104" 0.83787848957107 0.837463355656281 0.84681617319892 0.880125788652685 0.839943105041344 0.84551002071974 0.837730230677243 0.863520808680318 0.915149946136752 0.912425935504446 0.848623483616636 0.875211288370225 0.911481311891586
"pmse.drug105" 0.900751329852704 0.899917454137461 0.899041537849109 0.927525464593916 0.902908856857879 0.9061367975318 0.895529693770772 0.928810773336433 0.962622462686804 0.961714445785845 0.897239659515966 0.934442490210845 0.960617734275481
"pmse.drug106" 0.642912761652429 0.64300745415163 0.621420721017119 0.633463705573319 0.631481094249091 0.618489793647647 0.633138016394384 0.630438611653944 0.679823389370105 0.693264516497907 0.616350786686439 0.644696952257145 0.682611398991438
"pmse.drug107" 0.994128248803118 0.993525320002833 0.987590049405008 0.99380426696112 0.992400731730057 0.994154271206254 0.989994684588083 0.991629901876942 0.991119275729842 0.99380426696112 0.986831960944561 0.983263499313416 0.984573378549914
"pmse.drug108" 0.500089634714285 0.499601044594542 0.493379505910217 0.512273562948851 0.495876624280512 0.497286145480465 0.50057531918672 0.51662684648993 0.592833822120136 0.609486348838319 0.492399100528663 0.514659618524569 0.584034584664597
"pmse.drug109" 0.818940844883572 0.818432821860855 0.789340422893443 0.782799264164445 0.809924963476462 0.796792027417461 0.81062350194037 0.770052840636775 0.781965050010663 0.768019268849294 0.783660313842873 0.752812766187171 0.769053421406156
"pmse.drug110" 0.499092385620871 0.499421708233223 0.50295621814934 0.490124646318833 0.504577167635594 0.498114135831886 0.496887028114927 0.491840350876117 0.551585386681735 0.55259653462029 0.498075625729514 0.500439127347904 0.556705728194391
"pmse.drug111" 0.872278214853214 0.871280262846118 0.840180765089861 0.843708709566244 0.860580825326012 0.849156717621374 0.869832944961337 0.835387753261524 0.895125492366523 0.886786039958764 0.841725455842831 0.832477871404669 0.899545165478237
"pmse.drug112" 0.594412108915833 0.59456958880135 0.600365425206485 0.593618588436851 0.601491296603341 0.595601409366811 0.589914310265108 0.608046919641539 0.869113893745464 0.776198038118492 0.599491600009476 0.617504300932251 0.792538077781814
"pmse.drug113" 0.910645240153317 0.910899928960078 0.90846158973656 0.938230319968595 0.915170571081114 0.905588305091025 0.910543443650304 0.941104961687816 0.929544814851014 0.934304537812918 0.917474869151915 0.940123672696664 0.94205653153014
"pmse.drug114" 0.648984709392859 0.649576063726836 0.683120371191689 0.663380441146802 0.64395798135164 0.670585967764871 0.648180739787527 0.684389535446102 0.688336614522565 0.672533365479925 0.68330823852443 0.71303717707197 0.715684229783478
"pmse.drug115" 0.744157337468339 0.743838579237626 0.754608616364868 0.745054889872843 0.738961512431144 0.751962820482036 0.744424122090071 0.741518600052908 0.889495836571992 0.85991766711077 0.755193610022522 0.758626572535062 0.895202138893423
"pmse.drug116" 0.802960667280552 0.802675060400502 0.793776603128691 0.819478228645467 0.807558254849813 0.799524263772679 0.796889942267495 0.785697148349149 0.863921304798297 0.861317215486777 0.786673440078977 0.782291313373536 0.86761662922673
"pmse.drug117" 0.947491610144778 0.94873326401816 0.935717304571204 0.940012024859861 0.947134557891158 0.928651347885095 0.946342793982258 0.939647652042493 0.960483610758772 0.955732732525753 0.932725140288687 0.948444576084419 0.959630381189982
"pmse.drug118" 0.498068732786588 0.498883673696592 0.565925114515092 0.544027252724068 0.537796022569475 0.548562645419552 0.504309137540733 0.561940368423553 0.650891282053466 0.675703951752082 0.571703698342657 0.62262287136745 0.695234360444988
"pmse.drug119" 0.873306810779358 0.873369109899761 0.867119284060256 0.913844975124167 0.873310479351452 0.868140641975989 0.87212623430539 0.899499143668009 0.906686977081114 0.913065945073873 0.868455683928242 0.89561407890529 0.915240723744582
"pmse.drug120" 0.840125171246713 0.840108174341761 0.840702207651494 0.830911369132012 0.841421340739878 0.841345208300396 0.833133592441489 0.821863032781187 0.91051134677581 0.913843106355754 0.835955074562777 0.830435686869642 0.901548297046403
