"EBridge1" "EBridge2" "lasso1" "ridge1" "bSEM" "null"
"pmse.drug82" 0.7952932665173 0.789929761164658 0.827473438918259 0.799002310746979 1.02553911588218 0.979591836734694
"pmse.drug83" 0.637788987700805 0.637788987700805 0.640801839509353 0.637029200972063 0.98302018431255 0.979591836734694
"pmse.drug84" 0.539382680580129 0.535152467322334 0.526630863466856 0.543966500749005 0.875043765772039 0.979591836734694
"pmse.drug85" 1.09695736741884 1.09190278049621 1.09380817676074 1.09563138742426 0.911103833062625 0.979591836734694
"pmse.drug86" 0.970517926877862 0.975408386736735 1.0226420485077 0.977246895485939 1.10469720281221 0.979591836734694
"pmse.drug87" 0.947521620006136 0.947521620006136 0.960911876498767 0.947352395158542 0.978479503626291 0.979591836734694
"pmse.drug88" 0.950563739155591 0.948771988666233 0.955356822442084 0.947677351384066 0.945883571024756 0.979591836734694
"pmse.drug89" 0.725343556554627 0.725343556554627 0.711286649825934 0.71284189654585 1.10265151967418 0.979591836734694
"pmse.drug90" 0.588451044121064 0.591303324853679 0.590490167212873 0.588768009709676 1.02755523179628 0.979591836734694
"pmse.drug91" 0.589205559785775 0.589205559785775 0.533675122971987 0.588881539866402 1.03303973037662 0.979591836734694
"pmse.drug92" 0.447595961167955 0.447595961167955 0.443450525635663 0.456536174001978 1.01155302620527 0.979591836734694
"pmse.drug93" 0.829330583983485 0.826606102472495 0.868370982540403 0.829028745325624 1.07895678034542 0.979591836734694
"pmse.drug94" 0.938975949752287 0.938975949752287 0.942504307403614 0.939082163863588 0.981426024087649 0.979591836734694
"pmse.drug95" 0.902065967539691 0.902065967539691 0.892667204926228 0.905460912164649 0.987461613402439 0.979591836734694
"pmse.drug96" 0.672672412728983 0.673867937447224 0.702597081737419 0.673468203186236 0.990824875518822 0.979591836734694
"pmse.drug97" 0.673419149720485 0.679304259660265 0.719643993431398 0.67168628475852 1.04789908182476 0.979591836734694
"pmse.drug98" 0.870606964118447 0.870606964118447 0.88645919418917 0.869209027758454 0.972415212463682 0.979591836734694
"pmse.drug99" 0.839725889787616 0.839725889787616 0.861806059428225 0.83787493729855 1.06870261452668 0.979591836734694
"pmse.drug100" 0.765079590873313 0.765079590873313 0.777184938406277 0.764251880746505 1.0253131687594 0.979591836734694
"pmse.drug101" 0.561129379484145 0.562285772791257 0.618892605794571 0.562042201919862 1.07891271627207 0.979591836734694
"pmse.drug102" 0.963537216124993 0.963537216124992 0.97568424925257 0.958369977810161 0.98361310417841 0.979591836734694
"pmse.drug103" 0.720792902138147 0.716768697520511 0.716982158667112 0.718896227918832 1.08364530718775 0.979591836734694
"pmse.drug104" 0.729399405069397 0.741643735088834 0.796199330722006 0.729928536080828 0.970242058737578 0.979591836734694
"pmse.drug105" 1.04505710074419 1.05155818006945 1.0513857230911 1.04468493776701 1.03538528047461 0.979591836734694
"pmse.drug106" 0.559958673881435 0.555576547587907 0.593287766959045 0.553976224988171 0.997759267225104 0.979591836734694
"pmse.drug107" 0.829090101955927 0.827898321390458 0.890334767841514 0.835323437862832 1.01552962417426 0.979591836734694
"pmse.drug108" 0.716703959537977 0.708537746170383 0.729525968236096 0.718466444359402 1.08630863611839 0.979591836734694
"pmse.drug109" 0.905344038455265 0.912916548146734 0.910301247515816 0.907897422065577 1.02805224987471 0.979591836734694
"pmse.drug110" 0.639952072037593 0.639746090546217 0.667244290739762 0.640041317432361 1.06561585553274 0.979591836734694
"pmse.drug111" 0.814945636057535 0.811464925083451 0.806977983231564 0.815374998387299 1.10446007354431 0.979591836734694
"pmse.drug112" 0.787369724030597 0.787369724030597 0.771438336732008 0.783708609268997 1.04797436682987 0.979591836734694
"pmse.drug113" 0.906789239803597 0.906789239803597 0.935639584400189 0.907179770560978 1.07007294204611 0.979591836734694
"pmse.drug114" 0.581622078373509 0.581622078373509 0.583737456986044 0.579052437394668 1.04122710900835 0.979591836734694
"pmse.drug115" 1.05092117320941 1.05092117320941 1.09083705009338 1.05088292418376 1.02244013728213 0.979591836734694
"pmse.drug116" 0.711787873955958 0.712662773280579 0.728649452314671 0.711024042831306 1.00457704031679 0.979591836734694
"pmse.drug117" 0.71920973075857 0.71920973075857 0.745930688198568 0.721566526740017 0.93796614125071 0.979591836734694
"pmse.drug118" 0.701141724799459 0.698595636499412 0.707714076942566 0.700942221673142 1.02103171828541 0.979591836734694
"pmse.drug119" 0.788786325814338 0.788786325814338 0.781319064633411 0.792593271037313 1.08352102613243 0.979591836734694
"pmse.drug120" 0.869155160776198 0.869155160776198 0.887056911098046 0.871008107230727 1.03119816415525 0.979591836734694
"pmse.drug121" 0.643369044453282 0.634898090685481 0.636742761743101 0.649176449633081 1.00034091747765 0.979591836734694
"pmse.drug122" 0.429182352663108 0.428622397628297 0.409767003656298 0.432264925598722 1.04345328169426 0.979591836734694
"pmse.drug123" 1.03530849737505 1.04408434225249 1.08683260239265 1.02644975228153 1.04943584600169 0.979591836734694
"pmse.drug124" 0.851942563228739 0.859111429087079 0.842263039941518 0.874938124561604 1.12577793306742 0.979591836734694
"pmse.drug125" 0.790296664430856 0.790296664430856 0.774389127770702 0.790349314608857 1.02930772156885 0.979591836734694
"pmse.drug126" 0.887698183951 0.883081056273349 0.893988380524639 0.887640984680139 0.996644909117822 0.979591836734694
"pmse.drug127" 0.802505264145766 0.802902342795765 0.778891480224037 0.801942977299999 1.05843914297601 0.979591836734694
"pmse.drug128" 0.714778475174331 0.71876446126146 0.750899307634998 0.718351616317829 0.979739288307804 0.979591836734694
"pmse.drug129" 0.693048715928409 0.693048715928409 0.701878338752227 0.694861071643714 1.04639060530921 0.979591836734694
"pmse.drug130" 0.646499303867858 0.642857263745807 0.667588853666753 0.646166850025701 0.87598877011445 0.979591836734694
"pmse.drug131" 0.781892608697725 0.781892608697725 0.801893998574969 0.780801625551361 0.87646275886282 0.979591836734694
"pmse.drug132" 0.996294265113809 0.996294265113809 0.969604988690095 0.987261692949034 1.02794142745929 0.979591836734694
"pmse.drug133" 0.885918339496845 0.882637157675454 0.929672974519769 0.875211094923705 1.00863501072883 0.979591836734694
"pmse.drug134" 0.434979954979496 0.434979954979496 0.43238007996279 0.43579419290845 1.12287951713249 0.979591836734694
"pmse.drug135" 0.594533696003811 0.594533696003811 0.542003011455053 0.597696454758978 1.08209020326522 0.979591836734694
"pmse.drug136" 0.590036222991001 0.590036222991001 0.613671705997099 0.587468533116302 1.03454653500157 0.979591836734694
"pmse.drug137" 0.894045124258701 0.894045124258701 0.933713535703057 0.895229599862841 1.15918308767028 0.979591836734694
"pmse.drug138" 0.798498081259627 0.798498081259627 0.813285338310099 0.793146284332291 0.940210037321909 0.979591836734694
"pmse.drug139" 0.561083669558535 0.561083669558535 0.559338073970773 0.561421322621004 0.963430682955722 0.979591836734694
"pmse.drug140" 0.831284902274246 0.828448469508939 0.854187758947712 0.841823976661996 0.97691048563548 0.979591836734694
"pmse.drug141" 0.750433057984845 0.757943738250106 0.838840410972565 0.746451372316661 1.10314052195355 0.979591836734694
"pmse.drug142" 1.03201804858787 1.03201804858787 1.01475309753925 1.01694663113378 1.02284291996798 0.979591836734694
"pmse.drug143" 0.673877908053426 0.671685566205119 0.699300957910757 0.680229615244148 1.09695768365045 0.979591836734694
"pmse.drug144" 0.559591408133914 0.559591408133914 0.529247965722933 0.559171862073103 0.877491531726536 0.979591836734694
"pmse.drug145" 0.540239204922156 0.541723299737448 0.536601170599724 0.539669387434536 0.871328861446886 0.979591836734694
"pmse.drug146" 0.639928750420418 0.639928750420418 0.580020063079854 0.634909571417798 0.953630911355978 0.979591836734694
"pmse.drug147" 0.669291320824135 0.669291320824135 0.711305895111435 0.674006737444025 0.964560063360428 0.979591836734694
"pmse.drug148" 0.596629176851605 0.596629176851605 0.566681299081838 0.592960231791449 1.05171811956867 0.979591836734694
"pmse.drug149" 0.631349679570489 0.631349679570489 0.635285102625903 0.633074627715933 0.964016103903594 0.979591836734694
"pmse.drug150" 0.678549001448734 0.678525880713399 0.679081164067621 0.681653636771039 0.982536917604271 0.979591836734694
"pmse.drug151" 0.975248579007286 0.975248579007286 1.00647977514826 0.973118196758203 1.01416965789575 0.979591836734694
"pmse.drug152" 0.776616929447803 0.776616929447803 0.756641688771374 0.780035401264552 0.993328677636973 0.979591836734694
"pmse.drug153" 0.976071304266733 0.976071304266733 1.01307176648092 0.974542948154051 0.941051116809337 0.979591836734694
"pmse.drug154" 0.755848274784341 0.755848274784341 0.741640866258926 0.756330035644623 1.00078880633678 0.979591836734694
"pmse.drug155" 0.589358954889598 0.589358954889599 0.562705013712571 0.590129557464292 1.01315370904882 0.979591836734694
"pmse.drug156" 0.590156820509152 0.590156820509152 0.638286530963321 0.592327467055668 1.05732624703203 0.979591836734694
"pmse.drug157" 0.7887407537061 0.785951491334709 0.852749756387481 0.787897535191094 0.982126043485132 0.979591836734694
"pmse.drug158" 0.87972798303375 0.879727983033751 0.937842649009835 0.883984260216238 1.0977911026201 0.979591836734694
"pmse.drug159" 0.82627869826195 0.82627869826195 0.820851871022899 0.829352743145252 0.937508696690887 0.979591836734694
"pmse.drug160" 0.664369284274789 0.664369284274789 0.692698811605442 0.645386620913956 0.970939089152015 0.979591836734694
"pmse.drug161" 1.04045818290725 1.04990485185621 1.12185917040038 1.04256623959333 1.08173600770343 0.979591836734694
"pmse.drug162" 0.612686643331354 0.612595013422547 0.591980008304128 0.610234849958702 0.929583433180255 0.979591836734694
"pmse.drug163" 0.56115059083608 0.558130647854245 0.59728119949649 0.566361912416513 0.97484122279952 0.979591836734694
"pmse.drug164" 0.689703891384737 0.689703891384737 0.656186095157917 0.702086918309751 0.955480619942555 0.979591836734694
"pmse.drug165" 0.551396947586358 0.551396947586358 0.575017402286268 0.555783539698458 1.0082209397591 0.979591836734694
"pmse.drug166" 0.787859499467466 0.787859499467465 0.774172038424028 0.782450326391325 0.976570121686714 0.979591836734694
"pmse.drug167" 0.772557283378642 0.772557283378642 0.784111858597692 0.768457820208152 0.951639547227025 0.979591836734694
"pmse.drug168" 0.747142385973799 0.747142385973799 0.752074999141268 0.745345171311194 1.03186134363832 0.979591836734694
"pmse.drug1" 0.800394867493109 0.804673168887856 0.795303830969443 0.799334190123647 1.0365633522857 0.979591836734694
"pmse.drug2" 0.712931433774776 0.712931433774776 0.695361255899978 0.714824174661306 1.10868193775055 0.979591836734694
"pmse.drug3" 0.627784190028502 0.627662753284824 0.590615063980497 0.618024617050658 0.960876047580683 0.979591836734694
"pmse.drug4" 0.861824937063126 0.861824937063126 0.882748975433024 0.862386760037168 1.05428550037517 0.979591836734694
"pmse.drug5" 0.761397300141321 0.757726964887135 0.793479912098008 0.762728160738237 1.02570188415342 0.979591836734694
"pmse.drug6" 0.900847441528834 0.900847441528834 0.876226864478819 0.885046797622715 1.00641887853522 0.979591836734694
"pmse.drug7" 0.710011453143815 0.710011453143815 0.667040104516539 0.706590659576176 1.04072407665836 0.979591836734694
"pmse.drug8" 0.978123739563902 0.978123739563902 1.02335826304856 0.975641778481565 1.03236705166653 0.979591836734694
"pmse.drug9" 0.851827927484221 0.851827927484221 0.816195407140092 0.85189524294901 0.94184502883304 0.979591836734694
"pmse.drug10" 0.698841797924006 0.702831592292687 0.742433032642402 0.700327778650074 0.9805823751685 0.979591836734694
"pmse.drug11" 1.09696950623163 1.09696950623162 1.22492422163175 1.10883622182847 1.04163322278708 0.979591836734694
"pmse.drug12" 1.06637490631077 1.0660020076046 1.07435287071085 1.06333352385971 0.979270753926122 0.979591836734694
"pmse.drug13" 0.931858682686807 0.931858682686807 0.947701720305682 0.971668124023542 1.00075545081987 0.979591836734694
"pmse.drug14" 0.862901443392036 0.862901443392036 0.889950415759671 0.862482008295622 1.00428977463965 0.979591836734694
"pmse.drug15" 0.902790397839945 0.902790397839945 0.882323401031055 0.901973458632974 0.909347758763465 0.979591836734694
"pmse.drug16" 0.822191625485529 0.822191625485529 0.83374044176251 0.817746945147935 0.946468904688742 0.979591836734694
"pmse.drug17" 0.82104974844096 0.82104974844096 0.899580439856654 0.830840833500879 0.887649080518123 0.979591836734694
"pmse.drug18" 0.575102565811897 0.575603630887079 0.584569328874067 0.575240482492057 1.09837913020247 0.979591836734694
"pmse.drug19" 0.715446214887988 0.715446214887988 0.687554415485318 0.716430784051446 1.00742631054877 0.979591836734694
"pmse.drug20" 0.924775532049423 0.92131907920485 0.908681069271758 0.924790545213722 1.03668459788735 0.979591836734694
"pmse.drug21" 0.883692385902286 0.883508006435314 0.864626651309105 0.881874449424419 0.99864155517988 0.979591836734694
"pmse.drug22" 0.905380374119232 0.905380374119232 0.842401859879842 0.904011656497989 0.966093474927428 0.979591836734694
"pmse.drug23" 1.02478828771901 1.02478828771901 0.997400835910999 1.01956374378676 1.02253112077219 0.979591836734694
"pmse.drug24" 0.866156516257434 0.866156516257435 0.8550201303466 0.861426784108917 1.00368055927441 0.979591836734694
"pmse.drug25" 0.681144988960118 0.681144988960118 0.676737108032215 0.681432567449952 0.934151223105725 0.979591836734694
"pmse.drug26" 0.803881949034825 0.803881949034825 0.733783605537197 0.804432635051252 0.970679765400472 0.979591836734694
"pmse.drug27" 0.740658886154452 0.740658886154452 0.702110747310155 0.744747005301018 1.07425493269028 0.979591836734694
"pmse.drug28" 0.90408374866752 0.912373169616466 0.922312851680512 0.904384493276879 1.09835559975727 0.979591836734694
"pmse.drug29" 0.846956091216597 0.857332112968845 0.880741326212855 0.852511374615493 1.02713912269399 0.979591836734694
"pmse.drug30" 0.772624394115593 0.772624394115593 0.722549404811717 0.771955350468335 1.07655789710123 0.979591836734694
"pmse.drug31" 0.961555004929919 0.963799279727337 1.07782904384088 0.964653071425733 1.04943520708004 0.979591836734694
"pmse.drug32" 0.791692627418356 0.791692627418356 0.74794305860684 0.793836023129191 1.01712617163818 0.979591836734694
"pmse.drug33" 0.746072112627773 0.746072112627773 0.730591408086472 0.743589073771048 0.934728390561213 0.979591836734694
"pmse.drug34" 1.10346851918907 1.1030528661181 1.09278354226924 1.0885871713244 1.02324945016933 0.979591836734694
"pmse.drug35" 1.04854555905638 1.04854555905638 0.961448235196624 1.03583700690899 1.03004299863323 0.979591836734694
"pmse.drug36" 0.858923355458492 0.858923355458492 0.834513182751659 0.857033788479287 1.068209289414 0.979591836734694
"pmse.drug37" 1.04954874401094 1.04796260768297 1.0746207403012 1.05030833619374 1.14332811382189 0.979591836734694
"pmse.drug38" 0.727168369192095 0.727168369192095 0.726267056308628 0.726228679356089 1.06320853417729 0.979591836734694
"pmse.drug39" 0.979170458110426 0.979385806565317 0.978208444449306 0.979591836734694 0.975501329423661 0.979591836734694
"pmse.drug40" 0.766560131385573 0.766560131385573 0.824279302387389 0.774804817250413 1.07855508030721 0.979591836734694
"pmse.drug41" 0.972464951906714 0.978807963684412 0.966598580915104 0.970705755056087 0.997101381916477 0.979591836734694
"pmse.drug42" 0.911605051803026 0.911605051803026 0.923395948607048 0.912162386394228 1.06132044057967 0.979591836734694
"pmse.drug43" 0.980051605525063 0.980051605525063 1.01183755485618 0.979936789603018 1.02726273688808 0.979591836734694
"pmse.drug44" 1.02726949238092 1.03532144575103 1.01312908574248 1.02166329102548 0.965257755087749 0.979591836734694
"pmse.drug45" 0.668996989925565 0.668996989925565 0.628858592896694 0.671747543695192 0.959456558099842 0.979591836734694
"pmse.drug46" 0.910465692983328 0.912105340041037 0.946099934888122 0.917730068458623 1.00267101771939 0.979591836734694
"pmse.drug47" 0.828289289779579 0.829694892508863 0.812324421971363 0.827590988790335 1.03266797045851 0.979591836734694
"pmse.drug48" 0.708232991475244 0.708618959679271 0.726919500351842 0.702768912549594 0.937479498573587 0.979591836734694
"pmse.drug49" 0.950702824923019 0.950702824923019 0.977139865912078 0.951048331090229 0.993141838809757 0.979591836734694
"pmse.drug50" 0.794208777916803 0.797323549573033 0.784383029632888 0.794003977177728 1.02063569753281 0.979591836734694
"pmse.drug51" 0.9400269464944 0.944089465349199 0.929482146053126 0.940064403848695 0.954332873376391 0.979591836734694
"pmse.drug52" 0.847774566847728 0.847774566847727 0.813545912303088 0.848409279384451 0.97564548754188 0.979591836734694
"pmse.drug53" 0.931112391859482 0.933719998987645 0.967293368365168 0.93223569198116 0.998374506582835 0.979591836734694
"pmse.drug54" 0.821740515678858 0.821740515678858 0.846180657815249 0.818902175834985 0.951263768373631 0.979591836734694
"pmse.drug55" 0.671702387200021 0.671702387200021 0.667148595487075 0.670875563568126 0.985788635884674 0.979591836734694
"pmse.drug56" 0.94548510094784 0.94548510094784 0.953503718917687 0.927197467283553 1.08145060952589 0.979591836734694
"pmse.drug57" 0.769461165723526 0.769461165723526 0.789562274313307 0.769776686530022 0.994850918764994 0.979591836734694
"pmse.drug58" 0.902822694079957 0.903491284010431 0.910031995983756 0.898711644608591 0.945338718306172 0.979591836734694
"pmse.drug59" 0.950442216745828 0.950712786878891 0.971838546824414 0.950879601893618 1.01527717855696 0.979591836734694
"pmse.drug60" 0.908710069328963 0.9140918711382 0.9430155388704 0.914248570782 0.949295429861917 0.979591836734694
"pmse.drug61" 0.587203419342814 0.590872026126182 0.555728009815958 0.590792983483038 1.17304293005495 0.979591836734694
"pmse.drug62" 1.06166687303833 1.06166687303833 1.02917505405112 1.05672471457467 1.04379188770352 0.979591836734694
"pmse.drug63" 0.68418192553838 0.68418192553838 0.650881408752014 0.685957784128687 0.986539126121756 0.979591836734694
"pmse.drug64" 0.988579169095876 0.988579169095876 0.97414484247442 0.979517905023972 1.07530504162607 0.979591836734694
"pmse.drug65" 0.965949779948969 0.965949779948969 0.972209402032074 0.973356695824002 0.999459957777141 0.979591836734694
"pmse.drug66" 0.93882578377435 0.93882578377435 0.98428021466799 0.947714881398605 0.975514828439748 0.979591836734694
"pmse.drug67" 0.986087917693195 0.986087917693195 0.975750203555004 0.986978407692331 0.90385477662732 0.979591836734694
"pmse.drug68" 0.985232658664709 0.985232658664709 1.03101391611028 0.989716874231105 0.991801212656622 0.979591836734694
"pmse.drug69" 0.902724004190807 0.895966062632714 0.931442880485555 0.899368059432183 0.941948414050862 0.979591836734694
"pmse.drug70" 1.03677756482421 1.03677756482421 0.954093345591897 1.05242768029319 0.990281407647072 0.979591836734694
"pmse.drug71" 0.700656960891992 0.700656960891992 0.665349498791468 0.699989671327874 0.95463242428764 0.979591836734694
